Year,Team,GP,G,OffenseDefense
2015-16,Ohio St.,0,13,Defensive
2016-17,Ohio St.,13,13,Offense
2016-17,Ohio St.,0,13,Defensive
2017-18,Ohio St.,13,13,Offense
2017-18,Ohio St.,0,13,Defensive
2013-14,Ohio St.,14,14,Offense
2013-14,Ohio St.,0,14,Defensive
2014-15,Ohio St.,15,15,Offense
2014-15,Ohio St.,0,15,Defensive
2015-16,Ohio St.,13,13,Offense
2015-16,Ohio St.,0,13,Defensive
2016-17,Ohio St.,13,13,Offense
2016-17,Ohio St.,0,13,Defensive
2017-18,Ohio St.,13,13,Offense
2017-18,Ohio St.,0,13,Defensive
2013-14,Ohio St.,14,14,Offense
2013-14,Ohio St.,0,14,Defensive
2014-15,Ohio St.,15,15,Offense
2014-15,Ohio St.,0,15,Defensive
2015-16,Ohio St.,13,13,Offense
2015-16,Ohio St.,0,13,Defensive
2016-17,Ohio St.,13,13,Offense
2016-17,Ohio St.,0,13,Defensive
2017-18,Ohio St.,13,13,Offense
2017-18,Ohio St.,0,13,Defensive
2013-14,Oklahoma,13,13,Offense
2013-14,Oklahoma,0,13,Defensive
2014-15,Oklahoma,13,13,Offense
2014-15,Oklahoma,0,13,Defensive
2015-16,Oklahoma,13,13,Offense
2015-16,Oklahoma,0,13,Defensive
2016-17,Oklahoma,13,13,Offense
2016-17,Oklahoma,0,13,Defensive
2017-18,Oklahoma,13,13,Offense
2017-18,Oklahoma,0,13,Defensive
2013-14,Oklahoma,13,13,Offense
2013-14,Oklahoma,0,13,Defensive
2014-15,Oklahoma,13,13,Offense
2014-15,Oklahoma,0,13,Defensive
2015-16,Oklahoma,13,13,Offense
2015-16,Oklahoma,0,13,Defensive
2016-17,Oklahoma,13,13,Offense
2016-17,Oklahoma,0,13,Defensive
2017-18,Oklahoma,13,13,Offense
2017-18,Oklahoma,0,13,Defensive
2013-14,Oklahoma,13,13,Offense
2013-14,Oklahoma,0,13,Defensive
2014-15,Oklahoma,13,13,Offense
2014-15,Oklahoma,0,13,Defensive
2015-16,Oklahoma,13,13,Offense
2015-16,Oklahoma,0,13,Defensive
2016-17,Oklahoma,13,13,Offense
2016-17,Oklahoma,0,13,Defensive
2017-18,Oklahoma,13,13,Offense
2017-18,Oklahoma,0,13,Defensive
2013-14,Oklahoma,13,13,Offense
2013-14,Oklahoma,0,13,Defensive
2014-15,Oklahoma,13,13,Offense
2014-15,Oklahoma,0,13,Defensive
2015-16,Oklahoma,13,13,Offense
2015-16,Oklahoma,0,13,Defensive
2016-17,Oklahoma,13,13,Offense
2016-17,Oklahoma,0,13,Defensive
2017-18,Oklahoma,13,13,Offense
2017-18,Oklahoma,0,13,Defensive
2013-14,Oklahoma St.,13,13,Offense
2013-14,Oklahoma St.,0,13,Defensive
2014-15,Oklahoma St.,13,13,Offense
2014-15,Oklahoma St.,0,13,Defensive
2015-16,Oklahoma St.,13,13,Offense
2015-16,Oklahoma St.,0,13,Defensive
2016-17,Oklahoma St.,13,13,Offense
2016-17,Oklahoma St.,0,13,Defensive
2017-18,Oklahoma St.,12,12,Offense
2017-18,Oklahoma St.,0,12,Defensive
2013-14,Oklahoma St.,13,13,Offense
2013-14,Oklahoma St.,0,13,Defensive
2014-15,Oklahoma St.,13,13,Offense
2014-15,Oklahoma St.,0,13,Defensive
2015-16,Oklahoma St.,13,13,Offense
2015-16,Oklahoma St.,0,13,Defensive
2016-17,Oklahoma St.,13,13,Offense
2016-17,Oklahoma St.,0,13,Defensive
2017-18,Oklahoma St.,12,12,Offense
2017-18,Oklahoma St.,0,12,Defensive
2013-14,Oklahoma St.,13,13,Offense
2013-14,Oklahoma St.,0,13,Defensive
2014-15,Oklahoma St.,13,13,Offense
2014-15,Oklahoma St.,0,13,Defensive
2015-16,Oklahoma St.,13,13,Offense
2015-16,Oklahoma St.,0,13,Defensive
2016-17,Oklahoma St.,13,13,Offense
2016-17,Oklahoma St.,0,13,Defensive
2017-18,Oklahoma St.,12,12,Offense
2017-18,Oklahoma St.,0,12,Defensive
2013-14,Old Dominion,12,12,Offense
2013-14,Old Dominion,0,12,Defensive
2014-15,Old Dominion,11,11,Offense
2014-15,Old Dominion,0,11,Defensive
2015-16,Old Dominion,12,12,Offense
2015-16,Old Dominion,0,12,Defensive
2016-17,Old Dominion,13,13,Offense
2016-17,Old Dominion,0,13,Defensive
2017-18,Old Dominion,12,12,Offense
2017-18,Old Dominion,0,12,Defensive
2013-14,Old Dominion,12,12,Offense
2013-14,Old Dominion,0,12,Defensive
2014-15,Old Dominion,11,11,Offense
2014-15,Old Dominion,0,11,Defensive
2015-16,Old Dominion,12,12,Offense
2015-16,Old Dominion,0,12,Defensive
2016-17,Old Dominion,13,13,Offense
2016-17,Old Dominion,0,13,Defensive
2017-18,Old Dominion,12,12,Offense
2017-18,Old Dominion,0,12,Defensive
2013-14,Old Dominion,12,12,Offense
2013-14,Old Dominion,0,12,Defensive
2014-15,Old Dominion,11,11,Offense
2014-15,Old Dominion,0,11,Defensive
2015-16,Old Dominion,12,12,Offense
2015-16,Old Dominion,0,12,Defensive
2016-17,Old Dominion,13,13,Offense
2016-17,Old Dominion,0,13,Defensive
2017-18,Old Dominion,12,12,Offense
2017-18,Old Dominion,0,12,Defensive
2013-14,Old Dominion,12,12,Offense
2013-14,Old Dominion,0,12,Defensive
2014-15,Old Dominion,11,11,Offense
2014-15,Old Dominion,0,11,Defensive
2015-16,Old Dominion,12,12,Offense
2015-16,Old Dominion,0,12,Defensive
2016-17,Old Dominion,13,13,Offense
2016-17,Old Dominion,0,13,Defensive
2017-18,Old Dominion,12,12,Offense
2017-18,Old Dominion,0,12,Defensive
2013-14,Ole Miss,13,13,Offense
2013-14,Ole Miss,0,13,Defensive
2014-15,Ole Miss,13,13,Offense
2014-15,Ole Miss,0,13,Defensive
2015-16,Ole Miss,13,13,Offense
2015-16,Ole Miss,0,13,Defensive
2016-17,Ole Miss,12,12,Offense
2016-17,Ole Miss,0,12,Defensive
2017-18,Ole Miss,12,12,Offense
2017-18,Ole Miss,0,12,Defensive
2013-14,Oklahoma St.,13,13,Offense
2013-14,Oklahoma St.,0,13,Defensive
2014-15,Oklahoma St.,13,13,Offense
2014-15,Oklahoma St.,0,13,Defensive
2015-16,Oklahoma St.,13,13,Offense
2015-16,Oklahoma St.,0,13,Defensive
2016-17,Oklahoma St.,13,13,Offense
2016-17,Oklahoma St.,0,13,Defensive
2017-18,Oklahoma St.,12,12,Offense
2017-18,Oklahoma St.,0,12,Defensive
2013-14,Ole Miss,13,13,Offense
2013-14,Ole Miss,0,13,Defensive
2014-15,Ole Miss,13,13,Offense
2014-15,Ole Miss,0,13,Defensive
2015-16,Ole Miss,13,13,Offense
2015-16,Ole Miss,0,13,Defensive
2016-17,Ole Miss,12,12,Offense
2016-17,Ole Miss,0,12,Defensive
2017-18,Ole Miss,12,12,Offense
2017-18,Ole Miss,0,12,Defensive
2013-14,Ole Miss,13,13,Offense
2013-14,Ole Miss,0,13,Defensive
2014-15,Ole Miss,13,13,Offense
2014-15,Ole Miss,0,13,Defensive
2015-16,Ole Miss,13,13,Offense
2015-16,Ole Miss,0,13,Defensive
2016-17,Ole Miss,12,12,Offense
2016-17,Ole Miss,0,12,Defensive
2017-18,Ole Miss,12,12,Offense
2017-18,Ole Miss,0,12,Defensive
2013-14,Ole Miss,13,13,Offense
2013-14,Ole Miss,0,13,Defensive
2014-15,Ole Miss,13,13,Offense
2014-15,Ole Miss,0,13,Defensive
2015-16,Ole Miss,13,13,Offense
2015-16,Ole Miss,0,13,Defensive
2016-17,Ole Miss,12,12,Offense
2016-17,Ole Miss,0,12,Defensive
2017-18,Ole Miss,12,12,Offense
2017-18,Ole Miss,0,12,Defensive
2011-12,Oregon,1,1,Offense
2011-12,Oregon,0,1,Defensive
2013-14,Oregon,13,13,Offense
2013-14,Oregon,0,13,Defensive
2014-15,Oregon,15,15,Offense
2014-15,Oregon,0,15,Defensive
2015-16,Oregon,13,13,Offense
2015-16,Oregon,0,13,Defensive
2016-17,Oregon,12,12,Offense
2016-17,Oregon,0,12,Defensive
2017-18,Oregon,12,12,Offense
2017-18,Oregon,0,12,Defensive
2011-12,Oregon,1,1,Offense
2011-12,Oregon,0,1,Defensive
2013-14,Oregon,13,13,Offense
2013-14,Oregon,0,13,Defensive
2014-15,Oregon,15,15,Offense
2014-15,Oregon,0,15,Defensive
2015-16,Oregon,13,13,Offense
2015-16,Oregon,0,13,Defensive
2016-17,Oregon,12,12,Offense
2016-17,Oregon,0,12,Defensive
2017-18,Oregon,12,12,Offense
2017-18,Oregon,0,12,Defensive
2011-12,Oregon,1,1,Offense
2011-12,Oregon,0,1,Defensive
2013-14,Oregon,13,13,Offense
2013-14,Oregon,0,13,Defensive
2014-15,Oregon,15,15,Offense
2014-15,Oregon,0,15,Defensive
2015-16,Oregon,13,13,Offense
2015-16,Oregon,0,13,Defensive
2016-17,Oregon,12,12,Offense
2016-17,Oregon,0,12,Defensive
2017-18,Oregon,12,12,Offense
2017-18,Oregon,0,12,Defensive
2011-12,Oregon,1,1,Offense
2011-12,Oregon,0,1,Defensive
2013-14,Oregon,13,13,Offense
2013-14,Oregon,0,13,Defensive
2014-15,Oregon,15,15,Offense
2014-15,Oregon,0,15,Defensive
2015-16,Oregon,13,13,Offense
2015-16,Oregon,0,13,Defensive
2016-17,Oregon,12,12,Offense
2016-17,Oregon,0,12,Defensive
2017-18,Oregon,12,12,Offense
2017-18,Oregon,0,12,Defensive
2013-14,Oregon St.,13,13,Offense
2013-14,Oregon St.,0,13,Defensive
2014-15,Oregon St.,12,12,Offense
2014-15,Oregon St.,0,12,Defensive
2015-16,Oregon St.,12,12,Offense
2015-16,Oregon St.,0,12,Defensive
2016-17,Oregon St.,12,12,Offense
2016-17,Oregon St.,0,12,Defensive
2017-18,Oregon St.,12,12,Offense
2017-18,Oregon St.,0,12,Defensive
2013-14,Oregon St.,13,13,Offense
2013-14,Oregon St.,0,13,Defensive
2014-15,Oregon St.,12,12,Offense
2014-15,Oregon St.,0,12,Defensive
2015-16,Oregon St.,12,12,Offense
2015-16,Oregon St.,0,12,Defensive
2016-17,Oregon St.,12,12,Offense
2016-17,Oregon St.,0,12,Defensive
2017-18,Oregon St.,12,12,Offense
2017-18,Oregon St.,0,12,Defensive
2013-14,Oregon St.,13,13,Offense
2013-14,Oregon St.,0,13,Defensive
2014-15,Oregon St.,12,12,Offense
2014-15,Oregon St.,0,12,Defensive
2015-16,Oregon St.,12,12,Offense
2015-16,Oregon St.,0,12,Defensive
2016-17,Oregon St.,12,12,Offense
2016-17,Oregon St.,0,12,Defensive
2017-18,Oregon St.,12,12,Offense
2017-18,Oregon St.,0,12,Defensive
2013-14,Oregon St.,13,13,Offense
2013-14,Oregon St.,0,13,Defensive
2014-15,Oregon St.,12,12,Offense
2014-15,Oregon St.,0,12,Defensive
2015-16,Oregon St.,12,12,Offense
2015-16,Oregon St.,0,12,Defensive
2016-17,Oregon St.,12,12,Offense
2016-17,Oregon St.,0,12,Defensive
2017-18,Oregon St.,12,12,Offense
2017-18,Oregon St.,0,12,Defensive
2013-14,Penn St.,12,12,Offense
2013-14,Penn St.,0,12,Defensive
2014-15,Penn St.,13,13,Offense
2014-15,Penn St.,0,13,Defensive
2015-16,Penn St.,13,13,Offense
2015-16,Penn St.,0,13,Defensive
2016-17,Penn St.,14,14,Offense
2016-17,Penn St.,0,14,Defensive
2017-18,Penn St.,12,12,Offense
2017-18,Penn St.,0,12,Defensive
2013-14,Penn St.,12,12,Offense
2013-14,Penn St.,0,12,Defensive
2014-15,Penn St.,13,13,Offense
2014-15,Penn St.,0,13,Defensive
2015-16,Penn St.,13,13,Offense
2015-16,Penn St.,0,13,Defensive
2016-17,Penn St.,14,14,Offense
2016-17,Penn St.,0,14,Defensive
2017-18,Penn St.,12,12,Offense
2017-18,Penn St.,0,12,Defensive
2013-14,Penn St.,12,12,Offense
2013-14,Penn St.,0,12,Defensive
2014-15,Penn St.,13,13,Offense
2014-15,Penn St.,0,13,Defensive
2015-16,Penn St.,13,13,Offense
2015-16,Penn St.,0,13,Defensive
2016-17,Penn St.,14,14,Offense
2016-17,Penn St.,0,14,Defensive
2017-18,Penn St.,12,12,Offense
2017-18,Penn St.,0,12,Defensive
2013-14,Penn St.,12,12,Offense
2013-14,Penn St.,0,12,Defensive
2014-15,Penn St.,13,13,Offense
2014-15,Penn St.,0,13,Defensive
2015-16,Penn St.,13,13,Offense
2015-16,Penn St.,0,13,Defensive
2016-17,Penn St.,14,14,Offense
2016-17,Penn St.,0,14,Defensive
2017-18,Penn St.,12,12,Offense
2017-18,Penn St.,0,12,Defensive
2013-14,Pittsburgh,13,13,Offense
2013-14,Pittsburgh,0,13,Defensive
2014-15,Pittsburgh,13,13,Offense
2014-15,Pittsburgh,0,13,Defensive
2015-16,Pittsburgh,13,13,Offense
2015-16,Pittsburgh,0,13,Defensive
2016-17,Pittsburgh,13,13,Offense
2016-17,Pittsburgh,0,13,Defensive
2017-18,Pittsburgh,12,12,Offense
2017-18,Pittsburgh,0,12,Defensive
2013-14,Pittsburgh,13,13,Offense
2013-14,Pittsburgh,0,13,Defensive
2014-15,Pittsburgh,13,13,Offense
2014-15,Pittsburgh,0,13,Defensive
2015-16,Pittsburgh,13,13,Offense
2015-16,Pittsburgh,0,13,Defensive
2016-17,Pittsburgh,13,13,Offense
2016-17,Pittsburgh,0,13,Defensive
2017-18,Pittsburgh,12,12,Offense
2017-18,Pittsburgh,0,12,Defensive
2013-14,Pittsburgh,13,13,Offense
2013-14,Pittsburgh,0,13,Defensive
2014-15,Pittsburgh,13,13,Offense
2014-15,Pittsburgh,0,13,Defensive
2015-16,Pittsburgh,13,13,Offense
2015-16,Pittsburgh,0,13,Defensive
2016-17,Pittsburgh,13,13,Offense
2016-17,Pittsburgh,0,13,Defensive
2017-18,Pittsburgh,12,12,Offense
2017-18,Pittsburgh,0,12,Defensive
2013-14,Pittsburgh,13,13,Offense
2013-14,Pittsburgh,0,13,Defensive
2014-15,Pittsburgh,13,13,Offense
2014-15,Pittsburgh,0,13,Defensive
2015-16,Pittsburgh,13,13,Offense
2015-16,Pittsburgh,0,13,Defensive
2016-17,Pittsburgh,13,13,Offense
2016-17,Pittsburgh,0,13,Defensive
2017-18,Pittsburgh,12,12,Offense
2017-18,Pittsburgh,0,12,Defensive
2013-14,Purdue,12,12,Offense
2013-14,Purdue,0,12,Defensive
2014-15,Purdue,12,12,Offense
2014-15,Purdue,0,12,Defensive
2015-16,Purdue,12,12,Offense
2015-16,Purdue,0,12,Defensive
2016-17,Purdue,12,12,Offense
2016-17,Purdue,0,12,Defensive
2017-18,Purdue,12,12,Offense
2017-18,Purdue,0,12,Defensive
2013-14,Purdue,12,12,Offense
2013-14,Purdue,0,12,Defensive
2014-15,Purdue,12,12,Offense
2014-15,Purdue,0,12,Defensive
2015-16,Purdue,12,12,Offense
2015-16,Purdue,0,12,Defensive
2016-17,Purdue,12,12,Offense
2016-17,Purdue,0,12,Defensive
2017-18,Purdue,12,12,Offense
2017-18,Purdue,0,12,Defensive
2013-14,Rice,14,14,Offense
2013-14,Rice,0,14,Defensive
2014-15,Rice,13,13,Offense
2014-15,Rice,0,13,Defensive
2015-16,Rice,12,12,Offense
2015-16,Rice,0,12,Defensive
2016-17,Rice,12,12,Offense
2016-17,Rice,0,12,Defensive
2017-18,Rice,12,12,Offense
2017-18,Rice,0,12,Defensive
2013-14,Rice,14,14,Offense
2013-14,Rice,0,14,Defensive
2014-15,Rice,13,13,Offense
2014-15,Rice,0,13,Defensive
2015-16,Rice,12,12,Offense
2015-16,Rice,0,12,Defensive
2016-17,Rice,12,12,Offense
2016-17,Rice,0,12,Defensive
2017-18,Rice,12,12,Offense
2017-18,Rice,0,12,Defensive
2013-14,Rice,14,14,Offense
2013-14,Rice,0,14,Defensive
2014-15,Rice,13,13,Offense
2014-15,Rice,0,13,Defensive
2015-16,Rice,12,12,Offense
2015-16,Rice,0,12,Defensive
2016-17,Rice,12,12,Offense
2016-17,Rice,0,12,Defensive
2017-18,Rice,12,12,Offense
2017-18,Rice,0,12,Defensive
2013-14,Rice,14,14,Offense
2013-14,Rice,0,14,Defensive
2014-15,Rice,13,13,Offense
2014-15,Rice,0,13,Defensive
2015-16,Rice,12,12,Offense
2015-16,Rice,0,12,Defensive
2016-17,Rice,12,12,Offense
2016-17,Rice,0,12,Defensive
2017-18,Rice,12,12,Offense
2017-18,Rice,0,12,Defensive
2013-14,Rutgers,13,13,Offense
2013-14,Rutgers,0,13,Defensive
2014-15,Rutgers,13,13,Offense
2014-15,Rutgers,0,13,Defensive
2015-16,Rutgers,12,12,Offense
2015-16,Rutgers,0,12,Defensive
2016-17,Rutgers,11,11,Offense
2016-17,Rutgers,0,11,Defensive
2017-18,Rutgers,12,12,Offense
2017-18,Rutgers,0,12,Defensive
2013-14,Rutgers,13,13,Offense
2013-14,Rutgers,0,13,Defensive
2014-15,Rutgers,13,13,Offense
2014-15,Rutgers,0,13,Defensive
2015-16,Rutgers,12,12,Offense
2015-16,Rutgers,0,12,Defensive
2016-17,Rutgers,11,11,Offense
2016-17,Rutgers,0,11,Defensive
2017-18,Rutgers,12,12,Offense
2017-18,Rutgers,0,12,Defensive
2013-14,Rutgers,13,13,Offense
2013-14,Rutgers,0,13,Defensive
2014-15,Rutgers,13,13,Offense
2014-15,Rutgers,0,13,Defensive
2015-16,Rutgers,12,12,Offense
2015-16,Rutgers,0,12,Defensive
2016-17,Rutgers,11,11,Offense
2016-17,Rutgers,0,11,Defensive
2017-18,Rutgers,12,12,Offense
2017-18,Rutgers,0,12,Defensive
2013-14,Rutgers,13,13,Offense
2013-14,Rutgers,0,13,Defensive
2014-15,Rutgers,13,13,Offense
2014-15,Rutgers,0,13,Defensive
2015-16,Rutgers,12,12,Offense
2015-16,Rutgers,0,12,Defensive
2016-17,Rutgers,11,11,Offense
2016-17,Rutgers,0,11,Defensive
2017-18,Rutgers,12,12,Offense
2017-18,Rutgers,0,12,Defensive
2013-14,SMU,12,12,Offense
2013-14,SMU,0,12,Defensive
2014-15,SMU,12,12,Offense
2014-15,SMU,0,12,Defensive
2015-16,SMU,12,12,Offense
2015-16,SMU,0,12,Defensive
2016-17,SMU,12,12,Offense
2016-17,SMU,0,12,Defensive
2017-18,SMU,12,12,Offense
2017-18,SMU,0,12,Defensive
2013-14,SMU,12,12,Offense
2013-14,SMU,0,12,Defensive
2014-15,SMU,12,12,Offense
2014-15,SMU,0,12,Defensive
2015-16,SMU,12,12,Offense
2015-16,SMU,0,12,Defensive
2016-17,SMU,12,12,Offense
2016-17,SMU,0,12,Defensive
2017-18,SMU,12,12,Offense
2017-18,SMU,0,12,Defensive
2013-14,SMU,12,12,Offense
2013-14,SMU,0,12,Defensive
2014-15,SMU,12,12,Offense
2014-15,SMU,0,12,Defensive
2015-16,SMU,12,12,Offense
2015-16,SMU,0,12,Defensive
2016-17,SMU,12,12,Offense
2016-17,SMU,0,12,Defensive
2017-18,SMU,12,12,Offense
2017-18,SMU,0,12,Defensive
2013-14,SMU,12,12,Offense
2013-14,SMU,0,12,Defensive
2014-15,SMU,12,12,Offense
2014-15,SMU,0,12,Defensive
2015-16,SMU,12,12,Offense
2015-16,SMU,0,12,Defensive
2016-17,SMU,12,12,Offense
2016-17,SMU,0,12,Defensive
2017-18,SMU,12,12,Offense
2017-18,SMU,0,12,Defensive
2013-14,San Diego St.,13,13,Offense
2013-14,San Diego St.,0,13,Defensive
2014-15,San Diego St.,13,13,Offense
2014-15,San Diego St.,0,13,Defensive
2015-16,San Diego St.,14,14,Offense
2015-16,San Diego St.,0,14,Defensive
2016-17,San Diego St.,14,14,Offense
2016-17,San Diego St.,0,14,Defensive
2017-18,San Diego St.,12,12,Offense
2017-18,San Diego St.,0,12,Defensive
2013-14,San Diego St.,13,13,Offense
2013-14,San Diego St.,0,13,Defensive
2014-15,San Diego St.,13,13,Offense
2014-15,San Diego St.,0,13,Defensive
2015-16,San Diego St.,14,14,Offense
2015-16,San Diego St.,0,14,Defensive
2016-17,San Diego St.,14,14,Offense
2016-17,San Diego St.,0,14,Defensive
2017-18,San Diego St.,12,12,Offense
2017-18,San Diego St.,0,12,Defensive
2013-14,San Diego St.,13,13,Offense
2013-14,San Diego St.,0,13,Defensive
2014-15,San Diego St.,13,13,Offense
2014-15,San Diego St.,0,13,Defensive
2015-16,San Diego St.,14,14,Offense
2015-16,San Diego St.,0,14,Defensive
2016-17,San Diego St.,14,14,Offense
2016-17,San Diego St.,0,14,Defensive
2017-18,San Diego St.,12,12,Offense
2017-18,San Diego St.,0,12,Defensive
2013-14,San Diego St.,13,13,Offense
2013-14,San Diego St.,0,13,Defensive
2014-15,San Diego St.,13,13,Offense
2014-15,San Diego St.,0,13,Defensive
2015-16,San Diego St.,14,14,Offense
2015-16,San Diego St.,0,14,Defensive
2016-17,San Diego St.,14,14,Offense
2016-17,San Diego St.,0,14,Defensive
2017-18,San Diego St.,12,12,Offense
2017-18,San Diego St.,0,12,Defensive
2013-14,San Jose St.,12,12,Offense
2013-14,San Jose St.,0,12,Defensive
2014-15,San Jose St.,12,12,Offense
2014-15,San Jose St.,0,12,Defensive
2015-16,San Jose St.,13,13,Offense
2015-16,San Jose St.,0,13,Defensive
2016-17,San Jose St.,12,12,Offense
2016-17,San Jose St.,0,12,Defensive
2017-18,San Jose St.,13,13,Offense
2017-18,San Jose St.,0,13,Defensive
2013-14,San Jose St.,12,12,Offense
2013-14,San Jose St.,0,12,Defensive
2014-15,San Jose St.,12,12,Offense
2014-15,San Jose St.,0,12,Defensive
2015-16,San Jose St.,13,13,Offense
2015-16,San Jose St.,0,13,Defensive
2016-17,San Jose St.,12,12,Offense
2016-17,San Jose St.,0,12,Defensive
2017-18,San Jose St.,13,13,Offense
2017-18,San Jose St.,0,13,Defensive
2013-14,San Jose St.,12,12,Offense
2013-14,San Jose St.,0,12,Defensive
2014-15,San Jose St.,12,12,Offense
2014-15,San Jose St.,0,12,Defensive
2015-16,San Jose St.,13,13,Offense
2015-16,San Jose St.,0,13,Defensive
2016-17,San Jose St.,12,12,Offense
2016-17,San Jose St.,0,12,Defensive
2017-18,San Jose St.,13,13,Offense
2017-18,San Jose St.,0,13,Defensive
2013-14,San Jose St.,12,12,Offense
2013-14,San Jose St.,0,12,Defensive
2014-15,San Jose St.,12,12,Offense
2014-15,San Jose St.,0,12,Defensive
2015-16,San Jose St.,13,13,Offense
2015-16,San Jose St.,0,13,Defensive
2016-17,San Jose St.,12,12,Offense
2016-17,San Jose St.,0,12,Defensive
2017-18,San Jose St.,13,13,Offense
2017-18,San Jose St.,0,13,Defensive
2013-14,South Ala.,12,12,Offense
2013-14,South Ala.,0,12,Defensive
2014-15,South Ala.,13,13,Offense
2014-15,South Ala.,0,13,Defensive
2015-16,South Ala.,12,12,Offense
2015-16,South Ala.,0,12,Defensive
2016-17,South Ala.,13,13,Offense
2016-17,South Ala.,0,13,Defensive
2017-18,South Ala.,12,12,Offense
2017-18,South Ala.,0,12,Defensive
2013-14,South Ala.,12,12,Offense
2013-14,South Ala.,0,12,Defensive
2014-15,South Ala.,13,13,Offense
2014-15,South Ala.,0,13,Defensive
2015-16,South Ala.,12,12,Offense
2015-16,South Ala.,0,12,Defensive
2016-17,South Ala.,13,13,Offense
2016-17,South Ala.,0,13,Defensive
2017-18,South Ala.,12,12,Offense
2017-18,South Ala.,0,12,Defensive
2013-14,South Ala.,12,12,Offense
2013-14,South Ala.,0,12,Defensive
2014-15,South Ala.,13,13,Offense
2014-15,South Ala.,0,13,Defensive
2015-16,South Ala.,12,12,Offense
2015-16,South Ala.,0,12,Defensive
2016-17,South Ala.,13,13,Offense
2016-17,South Ala.,0,13,Defensive
2017-18,South Ala.,12,12,Offense
2017-18,South Ala.,0,12,Defensive
2013-14,South Ala.,12,12,Offense
2013-14,South Ala.,0,12,Defensive
2014-15,South Ala.,13,13,Offense
2014-15,South Ala.,0,13,Defensive
2015-16,South Ala.,12,12,Offense
2015-16,South Ala.,0,12,Defensive
2016-17,South Ala.,13,13,Offense
2016-17,South Ala.,0,13,Defensive
2017-18,South Ala.,12,12,Offense
2017-18,South Ala.,0,12,Defensive
2013-14,South Carolina,13,13,Offense
2013-14,South Carolina,0,13,Defensive
2014-15,South Carolina,13,13,Offense
2014-15,South Carolina,0,13,Defensive
2015-16,South Carolina,12,12,Offense
2015-16,South Carolina,0,12,Defensive
2016-17,South Carolina,13,13,Offense
2016-17,South Carolina,0,13,Defensive
2017-18,South Carolina,12,12,Offense
2017-18,South Carolina,0,12,Defensive
2013-14,South Carolina,13,13,Offense
2013-14,South Carolina,0,13,Defensive
2014-15,South Carolina,13,13,Offense
2014-15,South Carolina,0,13,Defensive
2015-16,South Carolina,12,12,Offense
2015-16,South Carolina,0,12,Defensive
2016-17,South Carolina,13,13,Offense
2016-17,South Carolina,0,13,Defensive
2017-18,South Carolina,12,12,Offense
2017-18,South Carolina,0,12,Defensive
2013-14,South Carolina,13,13,Offense
2013-14,South Carolina,0,13,Defensive
2014-15,South Carolina,13,13,Offense
2014-15,South Carolina,0,13,Defensive
2015-16,South Carolina,12,12,Offense
2015-16,South Carolina,0,12,Defensive
2016-17,South Carolina,13,13,Offense
2016-17,South Carolina,0,13,Defensive
2017-18,South Carolina,12,12,Offense
2017-18,South Carolina,0,12,Defensive
2013-14,South Carolina,13,13,Offense
2013-14,South Carolina,0,13,Defensive
2014-15,South Carolina,13,13,Offense
2014-15,South Carolina,0,13,Defensive
2015-16,South Carolina,12,12,Offense
2015-16,South Carolina,0,12,Defensive
2016-17,South Carolina,13,13,Offense
2016-17,South Carolina,0,13,Defensive
2017-18,South Carolina,12,12,Offense
2017-18,South Carolina,0,12,Defensive
2013-14,South Fla.,12,12,Offense
2013-14,South Fla.,0,12,Defensive
2014-15,South Fla.,12,12,Offense
2014-15,South Fla.,0,12,Defensive
2015-16,South Fla.,13,13,Offense
2015-16,South Fla.,0,13,Defensive
2016-17,South Fla.,13,13,Offense
2016-17,South Fla.,0,13,Defensive
2017-18,South Fla.,11,11,Offense
2017-18,South Fla.,0,11,Defensive
2013-14,South Fla.,12,12,Offense
2013-14,South Fla.,0,12,Defensive
2014-15,South Fla.,12,12,Offense
2014-15,South Fla.,0,12,Defensive
2015-16,South Fla.,13,13,Offense
2015-16,South Fla.,0,13,Defensive
2016-17,South Fla.,13,13,Offense
2016-17,South Fla.,0,13,Defensive
2017-18,South Fla.,11,11,Offense
2017-18,South Fla.,0,11,Defensive
2013-14,Southern California,14,14,Offense
2013-14,Southern California,0,14,Defensive
2014-15,Southern California,13,13,Offense
2014-15,Southern California,0,13,Defensive
2015-16,Southern California,14,14,Offense
2015-16,Southern California,0,14,Defensive
2016-17,Southern California,13,13,Offense
2016-17,Southern California,0,13,Defensive
2017-18,Southern California,13,13,Offense
2017-18,Southern California,0,13,Defensive
2013-14,Southern California,14,14,Offense
2013-14,Southern California,0,14,Defensive
2014-15,Southern California,13,13,Offense
2014-15,Southern California,0,13,Defensive
2015-16,Southern California,14,14,Offense
2015-16,Southern California,0,14,Defensive
2016-17,Southern California,13,13,Offense
2016-17,Southern California,0,13,Defensive
2017-18,Southern California,13,13,Offense
2017-18,Southern California,0,13,Defensive
2013-14,Southern California,14,14,Offense
2013-14,Southern California,0,14,Defensive
2014-15,Southern California,13,13,Offense
2014-15,Southern California,0,13,Defensive
2015-16,Southern California,14,14,Offense
2015-16,Southern California,0,14,Defensive
2016-17,Southern California,13,13,Offense
2016-17,Southern California,0,13,Defensive
2017-18,Southern California,13,13,Offense
2017-18,Southern California,0,13,Defensive
2013-14,Southern California,14,14,Offense
2013-14,Southern California,0,14,Defensive
2014-15,Southern California,13,13,Offense
