Date,Opponent,Result,G,SoloTack,AsstTack,STFL,ATFL,TackleYds,Tackles,Team,OffenseDefense
10/05/2013,Fresno St.,L 14 - 61,1/,85/,30,3,nan,5,115/,Idaho Vandals,Offense
10/05/2013,Fresno St.,L 14 - 61,1/,57,23,13/,nan,59,80,Idaho Vandals,Defense
10/12/2013,@ Arkansas St.,L 24 - 48,1/,41,48,5,nan,17,89,Idaho Vandals,Offense
10/12/2013,@ Arkansas St.,L 24 - 48,1/,25,54,6,nan,31,79,Idaho Vandals,Defense
10/26/2013,@ Ole Miss,L 14 - 59,1/,53,16,4,nan,23,69,Idaho Vandals,Offense
10/26/2013,@ Ole Miss,L 14 - 59,1/,36,24,9,2,31,60,Idaho Vandals,Defense
11/02/2013,Texas St.,L 21 - 37,1/,53,14,10/,nan,28,67,Idaho Vandals,Offense
11/02/2013,Texas St.,L 21 - 37,1/,56,19,4,nan,21,75,Idaho Vandals,Defense
11/09/2013,Old Dominion,L 38 - 59,1/,59,16,7,nan,27,75,Idaho Vandals,Offense
11/09/2013,Old Dominion,L 38 - 59,1/,59,15,8,nan,34,74,Idaho Vandals,Defense
11/23/2013,@ Florida St.,L 14 - 80,1/,47,20,8,4,47,67,Idaho Vandals,Offense
11/23/2013,@ Florida St.,L 14 - 80,1/,47,18,12,2,61,65,Idaho Vandals,Defense
11/30/2013,@ New Mexico St.,L 16 - 24,1/,35,46,5,4,34,81,Idaho Vandals,Offense
11/30/2013,@ New Mexico St.,L 16 - 24,1/,37,44,1,6,18,81,Idaho Vandals,Defense
09/03/2016,"Oklahoma @ Houston, Texas",W 33 - 23,1/,36,28,8,2,43,64,Houston Cougars,Offense
09/03/2016,"Oklahoma @ Houston, Texas",W 33 - 23,1/,51,20,10,2,37,71,Houston Cougars,Defense
09/10/2016,Lamar University,W 42 - 0,1/,32,16,8,6,41,48,Houston Cougars,Offense
09/10/2016,Lamar University,W 42 - 0,1/,57,42,2,4,5,99,Houston Cougars,Defense
09/15/2016,@ Cincinnati,W 40 - 16,1/,33,32,3,4,24,65,Houston Cougars,Offense
09/15/2016,@ Cincinnati,W 40 - 16,1/,41,64,5,2,29,105,Houston Cougars,Defense
09/24/2016,@ Texas St.,W 64 - 3,1/,48,10,9,nan,38,58,Houston Cougars,Offense
09/24/2016,@ Texas St.,W 64 - 3,1/,67/,21,7,nan,24,88,Houston Cougars,Defense
09/29/2016,UConn,W 42 - 14,1/,34,18,5,2,25,52,Houston Cougars,Offense
09/29/2016,UConn,W 42 - 14,1/,49,32,4,2,14,81,Houston Cougars,Defense
10/08/2016,@ Navy,L 40 - 46,1/,56,16,5,2,12,72,Houston Cougars,Offense
10/08/2016,@ Navy,L 40 - 46,1/,43,28,4,2,13,71,Houston Cougars,Defense
10/15/2016,Tulsa,W 38 - 31,1/,45,26,5,nan,13,71,Houston Cougars,Offense
10/15/2016,Tulsa,W 38 - 31,1/,54,48,2,nan,5,102,Houston Cougars,Defense
10/22/2016,@ SMU,L 16 - 38,1/,43,8,3,nan,9,51,Houston Cougars,Offense
10/22/2016,@ SMU,L 16 - 38,1/,51,2,9,2,69,53,Houston Cougars,Defense
10/29/2016,UCF,W 31 - 24,1/,43,14,9,6,54,57,Houston Cougars,Offense
10/29/2016,UCF,W 31 - 24,1/,59,26,8,6,44,85,Houston Cougars,Defense
11/12/2016,Tulane,W 30 - 18,1/,38,30,8,4,36,68,Houston Cougars,Offense
11/12/2016,Tulane,W 30 - 18,1/,31,36,8,10,49,67,Houston Cougars,Defense
11/17/2016,Louisville,W 36 - 10,1/,47,22,11/,2,85,69,Houston Cougars,Offense
11/17/2016,Louisville,W 36 - 10,1/,43,20,5,nan,16,63,Houston Cougars,Defense
11/25/2016,@ Memphis,L 44 - 48,1/,53,8,2,nan,8,61,Houston Cougars,Offense
11/25/2016,@ Memphis,L 44 - 48,1/,58,8,7,2,25,66,Houston Cougars,Defense
12/17/2016,San Diego St. @ Las Vegas,L 10 - 34,1/,41,18,7,6,41,59,Houston Cougars,Offense
12/17/2016,San Diego St. @ Las Vegas,L 10 - 34,1/,49,36,10,2,63,85,Houston Cougars,Defense
08/30/2013,Southern U.,W 62 - 13,1/,29,58,1,nan,3,87,Houston Cougars,Offense
08/30/2013,Southern U.,W 62 - 13,1/,38,62,1,6,13,100,Houston Cougars,Defense
09/07/2013,@ Temple,W 22 - 13,1/,56,8,3,2,33,64,Houston Cougars,Offense
09/07/2013,@ Temple,W 22 - 13,1/,68,22,8,nan,28,90,Houston Cougars,Defense
09/21/2013,"Rice @ Houston, Texas",W 31 - 26,1/,41,44,5,10/,32,85,Houston Cougars,Offense
09/21/2013,"Rice @ Houston, Texas",W 31 - 26,1/,32,46,2,4,18,78,Houston Cougars,Defense
09/28/2013,@ UTSA,W 59 - 28,1/,42,36,1,nan,1,78,Houston Cougars,Offense
09/28/2013,@ UTSA,W 59 - 28,1/,31,52,1,4,5,83,Houston Cougars,Defense
10/12/2013,Memphis,W 25 - 15,1/,40,46,5,4,34,86,Houston Cougars,Offense
10/12/2013,Memphis,W 25 - 15,1/,29,26,4,4,26,55,Houston Cougars,Defense
10/19/2013,BYU,L 46 - 47,1/,75/,42,8,4,69/,117/,Houston Cougars,Offense
10/19/2013,BYU,L 46 - 47,1/,42,36,5,4,42,78,Houston Cougars,Defense
10/26/2013,@ Rutgers,W 49 - 14,1/,41,24,3,nan,4,65,Houston Cougars,Offense
10/26/2013,@ Rutgers,W 49 - 14,1/,47,28,7,nan,40,75,Houston Cougars,Defense
10/31/2013,South Fla.,W 35 - 23,1/,42,38,6,nan,32,80,Houston Cougars,Offense
10/31/2013,South Fla.,W 35 - 23,1/,34,26,6,6,37,60,Houston Cougars,Defense
11/09/2013,@ UCF,L 14 - 19,1/,51,20,6,nan,27,71,Houston Cougars,Offense
11/09/2013,@ UCF,L 14 - 19,1/,51,14,7,nan,24,65,Houston Cougars,Defense
11/16/2013,@ Louisville,L 13 - 20,1/,50,14,8,2,37,64,Houston Cougars,Offense
11/16/2013,@ Louisville,L 13 - 20,1/,42,12,6,2,37,54,Houston Cougars,Defense
11/23/2013,Cincinnati,L 17 - 24,1/,43,40,5,6,38,83,Houston Cougars,Offense
11/23/2013,Cincinnati,L 17 - 24,1/,36,24,7,6,40,60,Houston Cougars,Defense
11/29/2013,SMU,W 34 - 0,1/,33,64,6,2,37,97,Houston Cougars,Offense
11/29/2013,SMU,W 34 - 0,1/,34,36,5,8,20,70,Houston Cougars,Defense
01/04/2014,"Vanderbilt @ Birmingham, Ala.",L 24 - 41,1/,45,26,5,2,13,71,Houston Cougars,Offense
01/04/2014,"Vanderbilt @ Birmingham, Ala.",L 24 - 41,1/,45,12,8,2,31,57,Houston Cougars,Defense
08/29/2014,UTSA,L 7 - 27,1/,39,56,2,8,31,95,Houston Cougars,Offense
08/29/2014,UTSA,L 7 - 27,1/,24,52,4,4,31,76,Houston Cougars,Defense
09/06/2014,Grambling,W 47 - 0,1/,34,50,2,2,23,84,Houston Cougars,Offense
09/06/2014,Grambling,W 47 - 0,1/,33,44,5,2,18,77,Houston Cougars,Defense
09/11/2014,@ BYU,L 25 - 33,1/,65,30,6,2,22,95,Houston Cougars,Offense
09/11/2014,@ BYU,L 25 - 33,1/,39,12,4,nan,10,51,Houston Cougars,Defense
09/20/2014,UNLV,W 47 - 14,1/,44,28,4,nan,12,72,Houston Cougars,Offense
09/20/2014,UNLV,W 47 - 14,1/,41,42,1,4,20,83,Houston Cougars,Defense
10/02/2014,UCF,L 12 - 17,1/,19,48,nan,6,3,67,Houston Cougars,Offense
10/02/2014,UCF,L 12 - 17,1/,42,32,7,2,52,74,Houston Cougars,Defense
10/11/2014,@ Memphis,W 28 - 24,1/,56,20,8,2,23,76,Houston Cougars,Offense
10/11/2014,@ Memphis,W 28 - 24,1/,43,10,8,6,37,53,Houston Cougars,Defense
10/17/2014,Temple,W 31 - 10,1/,26,18,3,2,14,44,Houston Cougars,Offense
10/17/2014,Temple,W 31 - 10,1/,49,50,6,10/,39,99,Houston Cougars,Defense
11/01/2014,@ South Fla.,W 27 - 3,1/,42,8,6,nan,24,50,Houston Cougars,Offense
11/01/2014,@ South Fla.,W 27 - 3,1/,48,22,6,2,17,70,Houston Cougars,Defense
11/08/2014,Tulane,L 24 - 31,1/,28,54,4,2,22,82,Houston Cougars,Offense
11/08/2014,Tulane,L 24 - 31,1/,43,38,5,4,48,81,Houston Cougars,Defense
11/22/2014,Tulsa,W 38 - 28,1/,27,74,1,8,9,101,Houston Cougars,Offense
11/22/2014,Tulsa,W 38 - 28,1/,30,54,3,4,24,84,Houston Cougars,Defense
11/28/2014,@ SMU,W 35 - 9,1/,39,4,7,nan,31,43,Houston Cougars,Offense
11/28/2014,@ SMU,W 35 - 9,1/,47,22,7,2,27,69,Houston Cougars,Defense
12/06/2014,@ Cincinnati,L 31 - 38,1/,35,58,6,nan,33,93,Houston Cougars,Offense
12/06/2014,@ Cincinnati,L 31 - 38,1/,38,36,5,nan,17,74,Houston Cougars,Defense
01/02/2015,"Pittsburgh @ Fort Worth, Texas",W 35 - 34,1/,52,12,1,nan,2,64,Houston Cougars,Offense
01/02/2015,"Pittsburgh @ Fort Worth, Texas",W 35 - 34,1/,50,6,8,nan,32,56,Houston Cougars,Defense
09/05/2015,Tennessee Tech,W 52 - 24,1/,40,18,8,nan,51,58,Houston Cougars,Offense
09/05/2015,Tennessee Tech,W 52 - 24,1/,56,24,5,nan,18,80,Houston Cougars,Defense
09/12/2015,@ Louisville,W 34 - 31,1/,44,16,5,nan,29,60,Houston Cougars,Offense
09/12/2015,@ Louisville,W 34 - 31,1/,65,30,6,nan,21,95,Houston Cougars,Defense
09/26/2015,Texas St.,W 59 - 14,1/,53,22,6,nan,26,75,Houston Cougars,Offense
09/26/2015,Texas St.,W 59 - 14,1/,41,46,1,4,7,87,Houston Cougars,Defense
10/03/2015,@ Tulsa,W 38 - 24,1/,42,40,5,4,23,82,Houston Cougars,Offense
10/03/2015,@ Tulsa,W 38 - 24,1/,39,44,4,4,22,83,Houston Cougars,Defense
10/08/2015,SMU,W 49 - 28,1/,55,4,8,nan,49,59,Houston Cougars,Offense
10/08/2015,SMU,W 49 - 28,1/,39,30,4,2,23,69,Houston Cougars,Defense
10/16/2015,@ Tulane,W 42 - 7,1/,47,4,7,nan,34,51,Houston Cougars,Offense
10/16/2015,@ Tulane,W 42 - 7,1/,53,18,5,2,36,71,Houston Cougars,Defense
10/24/2015,@ UCF,W 59 - 10,1/,33,30,3,nan,13,63,Houston Cougars,Offense
10/24/2015,@ UCF,W 59 - 10,1/,50,30,5,4,20,80,Houston Cougars,Defense
10/31/2015,Vanderbilt,W 34 - 0,1/,39,28,4,4,26,67,Houston Cougars,Offense
10/31/2015,Vanderbilt,W 34 - 0,1/,51,26,7,4,42,77,Houston Cougars,Defense
11/07/2015,Cincinnati,W 33 - 30,1/,35,20,3,4,30,55,Houston Cougars,Offense
11/07/2015,Cincinnati,W 33 - 30,1/,52,50,1,6,8,102,Houston Cougars,Defense
11/14/2015,Memphis,W 35 - 34,1/,54,44,2,4,15,98,Houston Cougars,Offense
11/14/2015,Memphis,W 35 - 34,1/,43,20,6,nan,27,63,Houston Cougars,Defense
11/21/2015,@ UConn,L 17 - 20,1/,39,26,5,nan,11,65,Houston Cougars,Offense
11/21/2015,@ UConn,L 17 - 20,1/,31,24,4,2,13,55,Houston Cougars,Defense
11/27/2015,Navy,W 52 - 31,1/,42,18,8,2,36,60,Houston Cougars,Offense
11/27/2015,Navy,W 52 - 31,1/,44,34,7,2,21,78,Houston Cougars,Defense
12/05/2015,Temple,W 24 - 13,1/,44,14,4,nan,17,58,Houston Cougars,Offense
12/05/2015,Temple,W 24 - 13,1/,36,30,3,nan,3,66,Houston Cougars,Defense
12/31/2015,"Florida St. @ Atlanta, Georgia",W 38 - 24,1/,30,34,5,6,28,64,Houston Cougars,Offense
12/31/2015,"Florida St. @ Atlanta, Georgia",W 38 - 24,1/,50,50,6,2,30,100,Houston Cougars,Defense
08/30/2014,Washington,L 16 - 17,1/,49,16,4,nan,21,65,Hawaii Rainbow Warriors,Offense
08/30/2014,Washington,L 16 - 17,1/,70,19,6,nan,16,89,Hawaii Rainbow Warriors,Defense
09/06/2014,Oregon St.,L 30 - 38,1/,49,12,4,4,19,61,Hawaii Rainbow Warriors,Offense
09/06/2014,Oregon St.,L 30 - 38,1/,45,14,5,2,19,59,Hawaii Rainbow Warriors,Defense
09/13/2014,UNI,W 27 - 24,1/,48,20,7,nan,22,68,Hawaii Rainbow Warriors,Offense
09/13/2014,UNI,W 27 - 24,1/,69/,12,9,2,39,81,Hawaii Rainbow Warriors,Defense
09/20/2014,@ Colorado,L 12 - 21,1/,61,17,5,2,9,78,Hawaii Rainbow Warriors,Offense
09/20/2014,@ Colorado,L 12 - 21,1/,51,12,7,nan,28,63,Hawaii Rainbow Warriors,Defense
10/04/2014,@ Rice,L 14 - 28,1/,46,10,8,nan,38,56,Hawaii Rainbow Warriors,Offense
10/04/2014,@ Rice,L 14 - 28,1/,56,8,12,nan,60,64,Hawaii Rainbow Warriors,Defense
10/11/2014,Wyoming,W 38 - 28,1/,44,14,8,nan,35,58,Hawaii Rainbow Warriors,Offense
10/11/2014,Wyoming,W 38 - 28,1/,52,18,5,nan,11,70,Hawaii Rainbow Warriors,Defense
10/18/2014,@ San Diego St.,L 10 - 20,1/,46,22,4,nan,16,68,Hawaii Rainbow Warriors,Offense
10/18/2014,@ San Diego St.,L 10 - 20,1/,32,20,2,nan,6,52,Hawaii Rainbow Warriors,Defense
10/25/2014,Nevada,L 18 - 26,1/,55,20,2,2,22,75,Hawaii Rainbow Warriors,Offense
10/25/2014,Nevada,L 18 - 26,1/,42,10,5,nan,14,52,Hawaii Rainbow Warriors,Defense
11/01/2014,Utah St.,L 14 - 35,1/,51,28,6,nan,24,79,Hawaii Rainbow Warriors,Offense
11/01/2014,Utah St.,L 14 - 35,1/,50,12,7,nan,59,62,Hawaii Rainbow Warriors,Defense
11/08/2014,@ Colorado St.,L 22 - 49,1/,34,30,nan,nan,nan,64,Hawaii Rainbow Warriors,Offense
11/08/2014,@ Colorado St.,L 22 - 49,1/,35,40,5,2,17,75,Hawaii Rainbow Warriors,Defense
11/15/2014,@ San Jose St.,W 13 - 0,1/,52,24,6,nan,29,76,Hawaii Rainbow Warriors,Offense
11/15/2014,@ San Jose St.,W 13 - 0,1/,31,34,4,nan,30,65,Hawaii Rainbow Warriors,Defense
11/22/2014,UNLV,W 37 - 35,1/,40,8,9,nan,38,48,Hawaii Rainbow Warriors,Offense
11/22/2014,UNLV,W 37 - 35,1/,70,10,9,2,34,80,Hawaii Rainbow Warriors,Defense
11/29/2014,@ Fresno St.,L 21 - 28,1/,46,18,2,2,18,64,Hawaii Rainbow Warriors,Offense
11/29/2014,@ Fresno St.,L 21 - 28,1/,61,12,11,nan,44,73,Hawaii Rainbow Warriors,Defense
08/29/2013,Southern California,L 13 - 30,1/,52,16,8,2,36,68,Hawaii Rainbow Warriors,Offense
08/29/2013,Southern California,L 13 - 30,1/,48,6,8,2,40,54,Hawaii Rainbow Warriors,Defense
09/07/2013,@ Oregon St.,L 14 - 33,1/,46,48,4,6,33,94,Hawaii Rainbow Warriors,Offense
09/07/2013,@ Oregon St.,L 14 - 33,1/,29,32,1,8,16,61,Hawaii Rainbow Warriors,Defense
09/21/2013,@ Nevada,L 9 - 31,1/,39,32,8,4,29,71,Hawaii Rainbow Warriors,Offense
09/21/2013,@ Nevada,L 9 - 31,1/,37,46,5,8,42,83,Hawaii Rainbow Warriors,Defense
09/28/2013,Fresno St.,L 37 - 42,1/,70,18,6,nan,13,88,Hawaii Rainbow Warriors,Offense
09/28/2013,Fresno St.,L 37 - 42,1/,55,6,10,nan,59,61,Hawaii Rainbow Warriors,Defense
10/05/2013,San Jose St.,L 27 - 37,1/,60,16,7,4,35,76,Hawaii Rainbow Warriors,Offense
10/05/2013,San Jose St.,L 27 - 37,1/,63,8,5,nan,25,71,Hawaii Rainbow Warriors,Defense
10/12/2013,@ UNLV,L 37 - 39,1/,59,40,10,4,44,99,Hawaii Rainbow Warriors,Offense
10/12/2013,@ UNLV,L 37 - 39,1/,37,30,1,4,20,67,Hawaii Rainbow Warriors,Defense
10/26/2013,Colorado St.,L 28 - 35,1/,50,30,6,6,30,80,Hawaii Rainbow Warriors,Offense
10/26/2013,Colorado St.,L 28 - 35,1/,52,18,5,nan,27,70,Hawaii Rainbow Warriors,Defense
11/02/2013,@ Utah St.,L 10 - 47,1/,39,64,6,12/,41,103,Hawaii Rainbow Warriors,Offense
11/02/2013,@ Utah St.,L 10 - 47,1/,26,44,4,4,27,70,Hawaii Rainbow Warriors,Defense
11/09/2013,@ Navy,L 28 - 42,1/,49,14,4,nan,16,63,Hawaii Rainbow Warriors,Offense
11/09/2013,@ Navy,L 28 - 42,1/,63,34,2,4,14,97,Hawaii Rainbow Warriors,Defense
11/16/2013,San Diego St.,L 21 - 28 (1OT),1/,43,24,4,2,20,67,Hawaii Rainbow Warriors,Offense
11/16/2013,San Diego St.,L 21 - 28 (1OT),1/,53,22,4,2,18,75,Hawaii Rainbow Warriors,Defense
11/23/2013,@ Wyoming,L 56 - 59 (1OT),1/,58,24,8,nan,32,82,Hawaii Rainbow Warriors,Offense
11/23/2013,@ Wyoming,L 56 - 59 (1OT),1/,54,30,10,2,43,84,Hawaii Rainbow Warriors,Defense
11/30/2013,Army West Point,W 49 - 42,1/,52,14,9,nan,30,66,Hawaii Rainbow Warriors,Offense
11/30/2013,Army West Point,W 49 - 42,1/,56,36,3,nan,8,92,Hawaii Rainbow Warriors,Defense
09/05/2015,South Dakota,W 34 - 0,1/,50,10,5,nan,23,60,Kansas St. Wildcats,Offense
09/05/2015,South Dakota,W 34 - 0,1/,43,6,1,nan,1,49,Kansas St. Wildcats,Defense
09/12/2015,@ UTSA,W 30 - 3,1/,38,32,6,2,35,70,Kansas St. Wildcats,Offense
09/12/2015,@ UTSA,W 30 - 3,1/,37,32,5,nan,15,69,Kansas St. Wildcats,Defense
09/19/2015,Louisiana Tech,W 39 - 33 (3OT),1/,58,8,7,2,40,66,Kansas St. Wildcats,Offense
09/19/2015,Louisiana Tech,W 39 - 33 (3OT),1/,54,2,6,nan,18,56,Kansas St. Wildcats,Defense
10/03/2015,@ Oklahoma St.,L 34 - 36,1/,58,12,4,nan,18,70,Kansas St. Wildcats,Offense
10/03/2015,@ Oklahoma St.,L 34 - 36,1/,54,11,14/,nan,56,65,Kansas St. Wildcats,Defense
10/10/2015,TCU,L 45 - 52,1/,37,2,1,nan,2,39,Kansas St. Wildcats,Offense
10/10/2015,TCU,L 45 - 52,1/,55,nan,4,nan,23,55,Kansas St. Wildcats,Defense
10/17/2015,Oklahoma,L 0 - 55,1/,64,10,7,2,24,74,Kansas St. Wildcats,Offense
10/17/2015,Oklahoma,L 0 - 55,1/,37,2,11,nan,42,39,Kansas St. Wildcats,Defense
10/24/2015,@ Texas,L 9 - 23,1/,51,14,8,nan,24,65,Kansas St. Wildcats,Offense
10/24/2015,@ Texas,L 9 - 23,1/,40,18,7,2,41,58,Kansas St. Wildcats,Defense
11/05/2015,Baylor,L 24 - 31,1/,50,4,2,2,13,54,Kansas St. Wildcats,Offense
11/05/2015,Baylor,L 24 - 31,1/,61,4,4,nan,22,65,Kansas St. Wildcats,Defense
11/14/2015,@ Texas Tech,L 44 - 59,1/,58,14,1,2,22,72,Kansas St. Wildcats,Offense
11/14/2015,@ Texas Tech,L 44 - 59,1/,44,24,5,2,19,68,Kansas St. Wildcats,Defense
11/21/2015,Iowa St.,W 38 - 35,1/,56,4,6,2,23,60,Kansas St. Wildcats,Offense
11/21/2015,Iowa St.,W 38 - 35,1/,53,nan,6,nan,15,53,Kansas St. Wildcats,Defense
11/28/2015,@ Kansas,W 45 - 14,1/,52,10,7,4,52,62,Kansas St. Wildcats,Offense
11/28/2015,@ Kansas,W 45 - 14,1/,47,14,6,2,22,61,Kansas St. Wildcats,Defense
12/05/2015,West Virginia,W 24 - 23,1/,56,4,6,2,28,60,Kansas St. Wildcats,Offense
12/05/2015,West Virginia,W 24 - 23,1/,61,4,10,nan,34,65,Kansas St. Wildcats,Defense
01/02/2016,"Arkansas @ Memphis, Tenn.",L 23 - 45,1/,53,12,3,nan,13,65,Kansas St. Wildcats,Offense
01/02/2016,"Arkansas @ Memphis, Tenn.",L 23 - 45,1/,35,8,4,nan,22,43,Kansas St. Wildcats,Defense
09/02/2016,@ Stanford,L 13 - 26,1/,31,28,7,2,21,59,Kansas St. Wildcats,Offense
09/02/2016,@ Stanford,L 13 - 26,1/,38,28,8,4,40,66,Kansas St. Wildcats,Defense
09/17/2016,Fla. Atlantic,W 63 - 7,1/,47,10,6,nan,43,57,Kansas St. Wildcats,Offense
09/17/2016,Fla. Atlantic,W 63 - 7,1/,57,4,6,nan,24,61,Kansas St. Wildcats,Defense
09/24/2016,Missouri St.,W 35 - 0,1/,20,6,2,4,10,26,Kansas St. Wildcats,Offense
09/24/2016,Missouri St.,W 35 - 0,1/,32,nan,1,nan,6,32,Kansas St. Wildcats,Defense
10/01/2016,@ West Virginia,L 16 - 17,1/,54,8,5,nan,17,62,Kansas St. Wildcats,Offense
10/01/2016,@ West Virginia,L 16 - 17,1/,45,16,7,2,37,61,Kansas St. Wildcats,Defense
10/08/2016,Texas Tech,W 44 - 38,1/,65,4,5,nan,45,69,Kansas St. Wildcats,Offense
10/08/2016,Texas Tech,W 44 - 38,1/,47,2,7,nan,12,49,Kansas St. Wildcats,Defense
10/15/2016,@ Oklahoma,L 17 - 38,1/,36,44,nan,6,7,80,Kansas St. Wildcats,Offense
10/15/2016,@ Oklahoma,L 17 - 38,1/,39,24,2,2,20,63,Kansas St. Wildcats,Defense
10/22/2016,Texas,W 24 - 21,1/,48,6,6,nan,39,54,Kansas St. Wildcats,Offense
10/22/2016,Texas,W 24 - 21,1/,57,4,6,nan,24,61,Kansas St. Wildcats,Defense
10/29/2016,@ Iowa St.,W 31 - 26,1/,38,44,2,2,27,82,Kansas St. Wildcats,Offense
10/29/2016,@ Iowa St.,W 31 - 26,1/,43,32,6,4,20,75,Kansas St. Wildcats,Defense
11/05/2016,Oklahoma St.,L 37 - 43,1/,47,nan,3,nan,14,47,Kansas St. Wildcats,Offense
11/05/2016,Oklahoma St.,L 37 - 43,1/,56,2,6,nan,19,58,Kansas St. Wildcats,Defense
11/19/2016,@ Baylor,W 42 - 21,1/,45,24,5,4,21,69,Kansas St. Wildcats,Offense
11/19/2016,@ Baylor,W 42 - 21,1/,53,19,8,nan,37,72,Kansas St. Wildcats,Defense
11/26/2016,Kansas,W 34 - 19,1/,47,6,5,2,21,53,Kansas St. Wildcats,Offense
11/26/2016,Kansas,W 34 - 19,1/,60,2,7,nan,19,62,Kansas St. Wildcats,Defense
12/03/2016,@ TCU,W 30 - 6,1/,47,28,9,4,35,75,Kansas St. Wildcats,Offense
12/03/2016,@ TCU,W 30 - 6,1/,44,32,2,nan,7,76,Kansas St. Wildcats,Defense
12/28/2016,"Texas A&M @ Houston, Texas",W 33 - 28,1/,36,34,1,4,11,70,Kansas St. Wildcats,Offense
12/28/2016,"Texas A&M @ Houston, Texas",W 33 - 28,1/,34,34,6,4,20,68,Kansas St. Wildcats,Defense
08/30/2014,SFA,W 55 - 16,1/,43,8,8,2,32,51,Kansas St. Wildcats,Offense
08/30/2014,SFA,W 55 - 16,1/,54,6,5,nan,23,60,Kansas St. Wildcats,Defense
09/06/2014,@ Iowa St.,W 32 - 28,1/,47,28,2,4,23,75,Kansas St. Wildcats,Offense
09/06/2014,@ Iowa St.,W 32 - 28,1/,44,26,2,2,6,70,Kansas St. Wildcats,Defense
09/18/2014,Auburn,L 14 - 20,1/,48,8,5,nan,10,56,Kansas St. Wildcats,Offense
09/18/2014,Auburn,L 14 - 20,1/,50,10,5,2,23,60,Kansas St. Wildcats,Defense
09/27/2014,UTEP,W 58 - 28,1/,45,14,6,nan,23,59,Kansas St. Wildcats,Offense
09/27/2014,UTEP,W 58 - 28,1/,47,4,2,nan,5,51,Kansas St. Wildcats,Defense
10/04/2014,Texas Tech,W 45 - 13,1/,42,nan,2,nan,9,42,Kansas St. Wildcats,Offense
10/04/2014,Texas Tech,W 45 - 13,1/,61,6,8,2,23,67,Kansas St. Wildcats,Defense
10/18/2014,@ Oklahoma,W 31 - 30,1/,45,40,4,2,10,85,Kansas St. Wildcats,Offense
10/18/2014,@ Oklahoma,W 31 - 30,1/,33,18,6,2,30,51,Kansas St. Wildcats,Defense
10/25/2014,Texas,W 23 - 0,1/,34,14,4,nan,20,48,Kansas St. Wildcats,Offense
10/25/2014,Texas,W 23 - 0,1/,52,10,7,2,37,62,Kansas St. Wildcats,Defense
11/01/2014,Oklahoma St.,W 48 - 14,1/,49,10,10,nan,45,59,Kansas St. Wildcats,Offense
11/01/2014,Oklahoma St.,W 48 - 14,1/,46,2,6,nan,12,48,Kansas St. Wildcats,Defense
11/08/2014,@ TCU,L 20 - 41,1/,49,42,3,8,19,91,Kansas St. Wildcats,Offense
11/08/2014,@ TCU,L 20 - 41,1/,31,14,8,nan,13,45,Kansas St. Wildcats,Defense
11/20/2014,@ West Virginia,W 26 - 20,1/,60,16,8,nan,30,76,Kansas St. Wildcats,Offense
11/20/2014,@ West Virginia,W 26 - 20,1/,44,6,9,2,22,50,Kansas St. Wildcats,Defense
11/29/2014,Kansas,W 51 - 13,1/,33,12,6,nan,21,45,Kansas St. Wildcats,Offense
11/29/2014,Kansas,W 51 - 13,1/,55,4,2,nan,10,59,Kansas St. Wildcats,Defense
12/06/2014,@ Baylor,L 27 - 38,1/,64,8,2,nan,14,72,Kansas St. Wildcats,Offense
12/06/2014,@ Baylor,L 27 - 38,1/,52,18,8,4,33,70,Kansas St. Wildcats,Defense
01/02/2015,"UCLA @ San Antonio, Texas",L 35 - 40,1/,29,36,5,nan,18,65,Kansas St. Wildcats,Offense
01/02/2015,"UCLA @ San Antonio, Texas",L 35 - 40,1/,37,34,11,2,73/,71,Kansas St. Wildcats,Defense
08/30/2013,North Dakota St.,L 21 - 24,1/,47,24,9,2,28,71,Kansas St. Wildcats,Offense
08/30/2013,North Dakota St.,L 21 - 24,1/,34,6,8,nan,13,40,Kansas St. Wildcats,Defense
09/07/2013,Louisiana,W 48 - 27,1/,48,16,2,4,13,64,Kansas St. Wildcats,Offense
09/07/2013,Louisiana,W 48 - 27,1/,49,14,5,2,15,63,Kansas St. Wildcats,Defense
09/14/2013,Massachusetts,W 37 - 7,1/,55,12,6,2,13,67,Kansas St. Wildcats,Offense
09/14/2013,Massachusetts,W 37 - 7,1/,44,10,4,nan,6,54,Kansas St. Wildcats,Defense
09/21/2013,@ Texas,L 21 - 31,1/,52,26,4,4,14,78,Kansas St. Wildcats,Offense
09/21/2013,@ Texas,L 21 - 31,1/,40,24,8,4,37,64,Kansas St. Wildcats,Defense
10/05/2013,@ Oklahoma St.,L 29 - 33,1/,38,22,3,nan,6,60,Kansas St. Wildcats,Offense
10/05/2013,@ Oklahoma St.,L 29 - 33,1/,46,14,6,nan,25,60,Kansas St. Wildcats,Defense
10/12/2013,Baylor,L 25 - 35,1/,38,22,5,nan,29,60,Kansas St. Wildcats,Offense
10/12/2013,Baylor,L 25 - 35,1/,55,14,4,nan,25,69,Kansas St. Wildcats,Defense
10/26/2013,West Virginia,W 35 - 12,1/,42,6,6,nan,17,48,Kansas St. Wildcats,Offense
10/26/2013,West Virginia,W 35 - 12,1/,52,8,7,nan,17,60,Kansas St. Wildcats,Defense
11/02/2013,Iowa St.,W 41 - 7,1/,47,12,4,2,11,59,Kansas St. Wildcats,Offense
