Date,Opponent,Result,SackUA,G,SackA,SackYds,Sacks,Team,OffenseDefense
10/22/2016,Texas A&M,W 33 - 14,nan,1/,nan,50,5.0,Alabama Crimson Tide,Offense
10/22/2016,Texas A&M,W 33 - 14,nan,1/,nan,11,3.0,Alabama Crimson Tide,Defense
11/05/2016,@ LSU,W 10 - 0,nan,1/,nan,22,5.0,Alabama Crimson Tide,Offense
11/05/2016,@ LSU,W 10 - 0,nan,1/,nan,5,1.0,Alabama Crimson Tide,Defense
11/12/2016,Mississippi St.,W 51 - 3,nan,1/,nan,29,3.0,Alabama Crimson Tide,Offense
11/12/2016,Mississippi St.,W 51 - 3,nan,1/,nan,1,1.0,Alabama Crimson Tide,Defense
11/19/2016,Chattanooga,W 31 - 3,nan,1/,nan,nan,nan,Alabama Crimson Tide,Offense
11/19/2016,Chattanooga,W 31 - 3,nan,1/,nan,16,3.0,Alabama Crimson Tide,Defense
11/26/2016,Auburn,W 30 - 12,nan,1/,nan,5,1.0,Alabama Crimson Tide,Offense
11/26/2016,Auburn,W 30 - 12,nan,1/,nan,nan,nan,Alabama Crimson Tide,Defense
12/03/2016,"Florida @ Atlanta, Ga.",W 54 - 16,nan,1/,nan,36,4.0,Alabama Crimson Tide,Offense
12/03/2016,"Florida @ Atlanta, Ga.",W 54 - 16,nan,1/,nan,11,2.0,Alabama Crimson Tide,Defense
12/31/2016,"Washington @ Atlanta, Georgia",W 24 - 7,nan,1/,nan,38,5.0,Alabama Crimson Tide,Offense
12/31/2016,"Washington @ Atlanta, Georgia",W 24 - 7,nan,1/,nan,20,3.0,Alabama Crimson Tide,Defense
01/09/2017,"Clemson @ Tampa, Florida",L 31 - 35,nan,1/,nan,25,4.0,Alabama Crimson Tide,Offense
01/09/2017,"Clemson @ Tampa, Florida",L 31 - 35,nan,1/,nan,nan,nan,Alabama Crimson Tide,Defense
08/29/2013,@ UCF,L 7 - 38,nan,1/,nan,22,4.0,Akron Zips,Offense
08/29/2013,@ UCF,L 7 - 38,nan,1/,nan,2,1.0,Akron Zips,Defense
09/07/2013,James Madison,W 35 - 33,nan,1/,nan,20,3.0,Akron Zips,Offense
09/07/2013,James Madison,W 35 - 33,nan,1/,nan,32,4.0,Akron Zips,Defense
09/14/2013,@ Michigan,L 24 - 28,nan,1/,nan,10,1.0,Akron Zips,Offense
09/14/2013,@ Michigan,L 24 - 28,nan,1/,nan,nan,nan,Akron Zips,Defense
09/21/2013,Louisiana,L 30 - 35,nan,1/,nan,3,1.0,Akron Zips,Offense
09/21/2013,Louisiana,L 30 - 35,nan,1/,nan,nan,nan,Akron Zips,Defense
09/28/2013,@ Bowling Green,L 14 - 31,nan,1/,nan,28,6.0,Akron Zips,Offense
09/28/2013,@ Bowling Green,L 14 - 31,nan,1/,nan,nan,nan,Akron Zips,Defense
10/05/2013,Ohio,L 3 - 43,nan,1/,nan,12,1.0,Akron Zips,Offense
10/05/2013,Ohio,L 3 - 43,nan,1/,nan,45,8.0,Akron Zips,Defense
10/12/2013,@ Northern Ill.,L 20 - 27,nan,1/,nan,5,1.0,Akron Zips,Offense
10/12/2013,@ Northern Ill.,L 20 - 27,nan,1/,nan,17,3.0,Akron Zips,Defense
10/19/2013,@ Miami (OH),W 24 - 17,nan,1/,nan,29,6.0,Akron Zips,Offense
10/19/2013,@ Miami (OH),W 24 - 17,nan,1/,nan,18,3.0,Akron Zips,Defense
10/26/2013,Ball St.,L 24 - 42,nan,1/,nan,13,2.0,Akron Zips,Offense
10/26/2013,Ball St.,L 24 - 42,nan,1/,nan,21,3.0,Akron Zips,Defense
11/02/2013,Kent St.,W 16 - 7,nan,1/,nan,nan,nan,Akron Zips,Offense
11/02/2013,Kent St.,W 16 - 7,nan,1/,nan,21,2.0,Akron Zips,Defense
11/16/2013,@ Massachusetts,W 14 - 13,nan,1/,nan,8,2.0,Akron Zips,Offense
11/16/2013,@ Massachusetts,W 14 - 13,nan,1/,nan,5,1.0,Akron Zips,Defense
11/29/2013,Toledo,W 31 - 29,nan,1/,nan,7,1.0,Akron Zips,Offense
11/29/2013,Toledo,W 31 - 29,nan,1/,nan,24,2.0,Akron Zips,Defense
08/28/2014,Howard,W 41 - 0,nan,1/,nan,16,4.0,Akron Zips,Offense
08/28/2014,Howard,W 41 - 0,nan,1/,nan,nan,nan,Akron Zips,Defense
09/06/2014,@ Penn St.,L 3 - 21,nan,1/,nan,8,1.0,Akron Zips,Offense
09/06/2014,@ Penn St.,L 3 - 21,nan,1/,nan,14,4.0,Akron Zips,Defense
09/20/2014,Marshall,L 17 - 48,nan,1/,nan,4,1.0,Akron Zips,Offense
09/20/2014,Marshall,L 17 - 48,nan,1/,nan,16,2.0,Akron Zips,Defense
09/27/2014,@ Pittsburgh,W 21 - 10,nan,1/,nan,24,3.0,Akron Zips,Offense
09/27/2014,@ Pittsburgh,W 21 - 10,nan,1/,nan,14,2.0,Akron Zips,Defense
10/04/2014,Eastern Mich.,W 31 - 6,nan,1/,nan,29,3.0,Akron Zips,Offense
10/04/2014,Eastern Mich.,W 31 - 6,nan,1/,nan,14,2.0,Akron Zips,Defense
10/11/2014,Miami (OH),W 29 - 19,nan,1/,nan,62/,9.0/,Akron Zips,Offense
10/11/2014,Miami (OH),W 29 - 19,nan,1/,nan,22,2.0,Akron Zips,Defense
10/18/2014,@ Ohio,L 20 - 23,nan,1/,nan,nan,nan,Akron Zips,Offense
10/18/2014,@ Ohio,L 20 - 23,nan,1/,nan,10,3.0,Akron Zips,Defense
10/25/2014,@ Ball St.,L 21 - 35,nan,1/,nan,nan,nan,Akron Zips,Offense
10/25/2014,@ Ball St.,L 21 - 35,nan,1/,nan,12,2.0,Akron Zips,Defense
11/04/2014,Bowling Green,L 10 - 27,nan,1/,nan,16,3.0,Akron Zips,Offense
11/04/2014,Bowling Green,L 10 - 27,nan,1/,nan,7,2.0,Akron Zips,Defense
11/11/2014,@ Buffalo,L 24 - 55,nan,1/,nan,nan,nan,Akron Zips,Offense
11/11/2014,@ Buffalo,L 24 - 55,nan,1/,nan,15,1.0,Akron Zips,Defense
11/18/2014,Massachusetts,W 30 - 6,nan,1/,nan,6,1.0,Akron Zips,Offense
11/18/2014,Massachusetts,W 30 - 6,nan,1/,nan,10,2.0,Akron Zips,Defense
11/28/2014,@ Kent St.,L 24 - 27,nan,1/,nan,2,1.0,Akron Zips,Offense
11/28/2014,@ Kent St.,L 24 - 27,nan,1/,nan,18,2.0,Akron Zips,Defense
09/03/2016,VMI,W 47 - 24,nan,1/,nan,7,2.0,Akron Zips,Offense
09/03/2016,VMI,W 47 - 24,nan,1/,nan,5,1.0,Akron Zips,Defense
09/10/2016,@ Wisconsin,L 10 - 54,nan,1/,nan,6,1.0,Akron Zips,Offense
09/10/2016,@ Wisconsin,L 10 - 54,nan,1/,nan,20,4.0,Akron Zips,Defense
09/17/2016,@ Marshall,W 65 - 38,nan,1/,nan,17,3.0,Akron Zips,Offense
09/17/2016,@ Marshall,W 65 - 38,nan,1/,nan,10,2.0,Akron Zips,Defense
09/24/2016,Appalachian St.,L 38 - 45,nan,1/,nan,nan,nan,Akron Zips,Offense
09/24/2016,Appalachian St.,L 38 - 45,nan,1/,nan,24,4.0,Akron Zips,Defense
10/01/2016,@ Kent St.,W 31 - 27,nan,1/,nan,25,3.0,Akron Zips,Offense
10/01/2016,@ Kent St.,W 31 - 27,nan,1/,nan,6,2.0,Akron Zips,Defense
10/08/2016,Miami (OH),W 35 - 13,nan,1/,nan,16,2.0,Akron Zips,Offense
10/08/2016,Miami (OH),W 35 - 13,nan,1/,nan,nan,nan,Akron Zips,Defense
10/15/2016,Western Mich.,L 0 - 41,nan,1/,nan,5,1.0,Akron Zips,Offense
10/15/2016,Western Mich.,L 0 - 41,nan,1/,nan,24,3.0,Akron Zips,Defense
10/22/2016,@ Ball St.,W 35 - 25,nan,1/,nan,2,1.0,Akron Zips,Offense
10/22/2016,@ Ball St.,W 35 - 25,nan,1/,nan,nan,nan,Akron Zips,Defense
10/27/2016,@ Buffalo,L 20 - 41,nan,1/,nan,nan,nan,Akron Zips,Offense
10/27/2016,@ Buffalo,L 20 - 41,nan,1/,nan,26,3.0,Akron Zips,Defense
11/02/2016,Toledo,L 17 - 48,nan,1/,nan,nan,nan,Akron Zips,Offense
11/02/2016,Toledo,L 17 - 48,nan,1/,nan,4,1.0,Akron Zips,Defense
11/09/2016,Bowling Green,L 28 - 38,nan,1/,nan,21,2.0,Akron Zips,Offense
11/09/2016,Bowling Green,L 28 - 38,nan,1/,nan,10,2.0,Akron Zips,Defense
11/22/2016,@ Ohio,L 3 - 9,nan,1/,nan,6,1.0,Akron Zips,Offense
11/22/2016,@ Ohio,L 3 - 9,nan,1/,nan,23,4.0,Akron Zips,Defense
08/30/2014,Nicholls St.,W 44 - 16,nan,1/,nan,34,5.0,Air Force Falcons,Offense
08/30/2014,Nicholls St.,W 44 - 16,nan,1/,nan,nan,nan,Air Force Falcons,Defense
09/06/2014,@ Wyoming,L 13 - 17,nan,1/,nan,nan,nan,Air Force Falcons,Offense
09/06/2014,@ Wyoming,L 13 - 17,nan,1/,nan,9,2.0,Air Force Falcons,Defense
09/13/2014,@ Georgia St.,W 48 - 38,nan,1/,nan,29,4.0,Air Force Falcons,Offense
09/13/2014,@ Georgia St.,W 48 - 38,nan,1/,nan,10,1.0,Air Force Falcons,Defense
09/27/2014,Boise St.,W 28 - 14,nan,1/,nan,6,2.0,Air Force Falcons,Offense
09/27/2014,Boise St.,W 28 - 14,nan,1/,nan,nan,nan,Air Force Falcons,Defense
10/04/2014,Navy,W 30 - 21,nan,1/,nan,12,3.0,Air Force Falcons,Offense
10/04/2014,Navy,W 30 - 21,nan,1/,nan,nan,nan,Air Force Falcons,Defense
10/11/2014,@ Utah St.,L 16 - 34,nan,1/,nan,13,4.0,Air Force Falcons,Offense
10/11/2014,@ Utah St.,L 16 - 34,nan,1/,nan,5,2.0,Air Force Falcons,Defense
10/18/2014,New Mexico,W 35 - 31,nan,1/,nan,3,1.0,Air Force Falcons,Offense
10/18/2014,New Mexico,W 35 - 31,nan,1/,nan,23,2.0,Air Force Falcons,Defense
11/01/2014,@ Army West Point,W 23 - 6,nan,1/,nan,24,4.0,Air Force Falcons,Offense
11/01/2014,@ Army West Point,W 23 - 6,nan,1/,nan,7,1.0,Air Force Falcons,Defense
11/08/2014,@ UNLV,W 48 - 21,nan,1/,nan,31,5.0,Air Force Falcons,Offense
11/08/2014,@ UNLV,W 48 - 21,nan,1/,nan,1,1.0,Air Force Falcons,Defense
11/15/2014,Nevada,W 45 - 38 (1OT),nan,1/,nan,nan,nan,Air Force Falcons,Offense
11/15/2014,Nevada,W 45 - 38 (1OT),nan,1/,nan,6,1.0,Air Force Falcons,Defense
11/21/2014,@ San Diego St.,L 14 - 30,nan,1/,nan,6,1.0,Air Force Falcons,Offense
11/21/2014,@ San Diego St.,L 14 - 30,nan,1/,nan,nan,nan,Air Force Falcons,Defense
11/28/2014,Colorado St.,W 27 - 24,nan,1/,nan,25,3.0,Air Force Falcons,Offense
11/28/2014,Colorado St.,W 27 - 24,nan,1/,nan,7,1.0,Air Force Falcons,Defense
12/20/2014,"Western Mich. @ Boise, Idaho",W 38 - 24,nan,1/,nan,21,4.0,Air Force Falcons,Offense
12/20/2014,"Western Mich. @ Boise, Idaho",W 38 - 24,nan,1/,nan,12,1.0,Air Force Falcons,Defense
08/31/2013,Colgate,W 38 - 13,nan,1/,nan,nan,nan,Air Force Falcons,Offense
08/31/2013,Colgate,W 38 - 13,nan,1/,nan,18,1.0,Air Force Falcons,Defense
09/07/2013,Utah St.,L 20 - 52,nan,1/,nan,16,1.0,Air Force Falcons,Offense
09/07/2013,Utah St.,L 20 - 52,nan,1/,nan,nan,nan,Air Force Falcons,Defense
09/13/2013,@ Boise St.,L 20 - 42,nan,1/,nan,nan,nan,Air Force Falcons,Offense
09/13/2013,@ Boise St.,L 20 - 42,nan,1/,nan,nan,nan,Air Force Falcons,Defense
09/21/2013,Wyoming,L 23 - 56,nan,1/,nan,9,1.0,Air Force Falcons,Offense
09/21/2013,Wyoming,L 23 - 56,nan,1/,nan,9,1.0,Air Force Falcons,Defense
09/28/2013,@ Nevada,L 42 - 45,nan,1/,nan,nan,nan,Air Force Falcons,Offense
09/28/2013,@ Nevada,L 42 - 45,nan,1/,nan,5,1.0,Air Force Falcons,Defense
10/05/2013,@ Navy,L 10 - 28,nan,1/,nan,13,2.0,Air Force Falcons,Offense
10/05/2013,@ Navy,L 10 - 28,nan,1/,nan,nan,nan,Air Force Falcons,Defense
10/10/2013,San Diego St.,L 20 - 27,nan,1/,nan,18,2.0,Air Force Falcons,Offense
10/10/2013,San Diego St.,L 20 - 27,nan,1/,nan,16,2.0,Air Force Falcons,Defense
10/26/2013,Notre Dame,L 10 - 45,nan,1/,nan,8,1.0,Air Force Falcons,Offense
10/26/2013,Notre Dame,L 10 - 45,nan,1/,nan,nan,nan,Air Force Falcons,Defense
11/02/2013,Army West Point,W 42 - 28,nan,1/,nan,16,2.0,Air Force Falcons,Offense
11/02/2013,Army West Point,W 42 - 28,nan,1/,nan,nan,nan,Air Force Falcons,Defense
11/08/2013,@ New Mexico,L 37 - 45,nan,1/,nan,16,2.0,Air Force Falcons,Offense
11/08/2013,@ New Mexico,L 37 - 45,nan,1/,nan,13,1.0,Air Force Falcons,Defense
11/21/2013,UNLV,L 21 - 41,nan,1/,nan,11,2.0,Air Force Falcons,Offense
11/21/2013,UNLV,L 21 - 41,nan,1/,nan,18,3.0,Air Force Falcons,Defense
11/30/2013,@ Colorado St.,L 13 - 58,nan,1/,nan,6,1.0,Air Force Falcons,Offense
11/30/2013,@ Colorado St.,L 13 - 58,nan,1/,nan,nan,nan,Air Force Falcons,Defense
09/03/2016,Abilene Christian,W 37 - 21,nan,1/,nan,8,2.0,Air Force Falcons,Offense
09/03/2016,Abilene Christian,W 37 - 21,nan,1/,nan,3,1.0,Air Force Falcons,Defense
09/10/2016,Georgia St.,W 48 - 14,nan,1/,nan,3,1.0,Air Force Falcons,Offense
09/10/2016,Georgia St.,W 48 - 14,nan,1/,nan,nan,nan,Air Force Falcons,Defense
09/24/2016,@ Utah St.,W 27 - 20,nan,1/,nan,45,6.0,Air Force Falcons,Offense
09/24/2016,@ Utah St.,W 27 - 20,nan,1/,nan,4,2.0,Air Force Falcons,Defense
10/01/2016,Navy,W 28 - 14,nan,1/,nan,41,6.0,Air Force Falcons,Offense
10/01/2016,Navy,W 28 - 14,nan,1/,nan,nan,nan,Air Force Falcons,Defense
10/08/2016,@ Wyoming,L 26 - 35,nan,1/,nan,24,3.0,Air Force Falcons,Offense
10/08/2016,@ Wyoming,L 26 - 35,nan,1/,nan,26,3.0,Air Force Falcons,Defense
10/15/2016,"New Mexico @ Dallas, Texas",L 40 - 45,nan,1/,nan,nan,nan,Air Force Falcons,Offense
10/15/2016,"New Mexico @ Dallas, Texas",L 40 - 45,nan,1/,nan,20,3.0,Air Force Falcons,Defense
10/22/2016,Hawaii,L 27 - 34 (2OT),nan,1/,nan,12,2.0,Air Force Falcons,Offense
10/22/2016,Hawaii,L 27 - 34 (2OT),nan,1/,nan,9,1.0,Air Force Falcons,Defense
10/28/2016,@ Fresno St.,W 31 - 21,nan,1/,nan,11,2.0,Air Force Falcons,Offense
10/28/2016,@ Fresno St.,W 31 - 21,nan,1/,nan,6,1.0,Air Force Falcons,Defense
11/05/2016,@ Army West Point,W 31 - 12,nan,1/,nan,8,1.0,Air Force Falcons,Offense
11/05/2016,@ Army West Point,W 31 - 12,nan,1/,nan,nan,nan,Air Force Falcons,Defense
11/12/2016,Colorado St.,W 49 - 46,nan,1/,nan,nan,nan,Air Force Falcons,Offense
11/12/2016,Colorado St.,W 49 - 46,nan,1/,nan,nan,nan,Air Force Falcons,Defense
11/19/2016,@ San Jose St.,W 41 - 38,nan,1/,nan,30,5.0,Air Force Falcons,Offense
11/19/2016,@ San Jose St.,W 41 - 38,nan,1/,nan,5,1.0,Air Force Falcons,Defense
11/25/2016,Boise St.,W 27 - 20,nan,1/,nan,nan,nan,Air Force Falcons,Offense
11/25/2016,Boise St.,W 27 - 20,nan,1/,nan,13,1.0,Air Force Falcons,Defense
12/30/2016,"South Ala. @ Tucson, Ariz.",W 45 - 21,nan,1/,nan,20,2.0,Air Force Falcons,Offense
12/30/2016,"South Ala. @ Tucson, Ariz.",W 45 - 21,nan,1/,nan,18,4.0,Air Force Falcons,Defense
09/05/2015,Morgan St.,W 63 - 7,nan,1/,nan,26,5.0,Air Force Falcons,Offense
09/05/2015,Morgan St.,W 63 - 7,nan,1/,nan,nan,nan,Air Force Falcons,Defense
09/12/2015,San Jose St.,W 37 - 16,nan,1/,nan,23,3.0,Air Force Falcons,Offense
09/12/2015,San Jose St.,W 37 - 16,nan,1/,nan,nan,nan,Air Force Falcons,Defense
09/19/2015,@ Michigan St.,L 21 - 35,nan,1/,nan,20,3.0,Air Force Falcons,Offense
09/19/2015,@ Michigan St.,L 21 - 35,nan,1/,nan,nan,nan,Air Force Falcons,Defense
10/03/2015,@ Navy,L 11 - 33,nan,1/,nan,22,3.0,Air Force Falcons,Offense
10/03/2015,@ Navy,L 11 - 33,nan,1/,nan,nan,nan,Air Force Falcons,Defense
10/10/2015,Wyoming,W 31 - 17,nan,1/,nan,27,4.0,Air Force Falcons,Offense
10/10/2015,Wyoming,W 31 - 17,nan,1/,nan,nan,nan,Air Force Falcons,Defense
10/17/2015,@ Colorado St.,L 23 - 38,nan,1/,nan,7,1.0,Air Force Falcons,Offense
10/17/2015,@ Colorado St.,L 23 - 38,nan,1/,nan,nan,nan,Air Force Falcons,Defense
10/24/2015,Fresno St.,W 42 - 14,nan,1/,nan,9,2.0,Air Force Falcons,Offense
10/24/2015,Fresno St.,W 42 - 14,nan,1/,nan,nan,nan,Air Force Falcons,Defense
10/31/2015,@ Hawaii,W 58 - 7,nan,1/,nan,25,4.0,Air Force Falcons,Offense
10/31/2015,@ Hawaii,W 58 - 7,nan,1/,nan,nan,nan,Air Force Falcons,Defense
11/07/2015,Army West Point,W 20 - 3,nan,1/,nan,10,2.0,Air Force Falcons,Offense
11/07/2015,Army West Point,W 20 - 3,nan,1/,nan,nan,nan,Air Force Falcons,Defense
11/14/2015,Utah St.,W 35 - 28,nan,1/,nan,18,3.0,Air Force Falcons,Offense
11/14/2015,Utah St.,W 35 - 28,nan,1/,nan,nan,nan,Air Force Falcons,Defense
11/20/2015,@ Boise St.,W 37 - 30,nan,1/,nan,23,6.0,Air Force Falcons,Offense
11/20/2015,@ Boise St.,W 37 - 30,nan,1/,nan,2,1.0,Air Force Falcons,Defense
11/28/2015,@ New Mexico,L 35 - 47,nan,1/,nan,nan,nan,Air Force Falcons,Offense
11/28/2015,@ New Mexico,L 35 - 47,nan,1/,nan,3,1.0,Air Force Falcons,Defense
12/05/2015,@ San Diego St.,L 24 - 27,nan,1/,nan,nan,nan,Air Force Falcons,Offense
12/05/2015,@ San Diego St.,L 24 - 27,nan,1/,nan,nan,nan,Air Force Falcons,Defense
12/29/2015,"California @ Fort Worth, Texas",L 36 - 55,nan,1/,nan,14,1.0,Air Force Falcons,Offense
12/29/2015,"California @ Fort Worth, Texas",L 36 - 55,nan,1/,nan,4,1.0,Air Force Falcons,Defense
08/31/2013,Washington St.,W 31 - 24,nan,1/,nan,10,2.0,Auburn Tigers,Offense
08/31/2013,Washington St.,W 31 - 24,nan,1/,nan,nan,nan,Auburn Tigers,Defense
09/07/2013,Arkansas St.,W 38 - 9,nan,1/,nan,14,2.0,Auburn Tigers,Offense
09/07/2013,Arkansas St.,W 38 - 9,nan,1/,nan,nan,nan,Auburn Tigers,Defense
09/14/2013,Mississippi St.,W 24 - 20,nan,1/,nan,nan,nan,Auburn Tigers,Offense
09/14/2013,Mississippi St.,W 24 - 20,nan,1/,nan,18,3.0,Auburn Tigers,Defense
09/21/2013,@ LSU,L 21 - 35,nan,1/,nan,6,2.0,Auburn Tigers,Offense
09/21/2013,@ LSU,L 21 - 35,nan,1/,nan,8,1.0,Auburn Tigers,Defense
10/05/2013,Ole Miss,W 30 - 22,nan,1/,nan,36,6.0,Auburn Tigers,Offense
10/05/2013,Ole Miss,W 30 - 22,nan,1/,nan,nan,nan,Auburn Tigers,Defense
10/12/2013,Western Caro.,W 62 - 3,nan,1/,nan,30,4.0,Auburn Tigers,Offense
10/12/2013,Western Caro.,W 62 - 3,nan,1/,nan,nan,nan,Auburn Tigers,Defense
10/19/2013,@ Texas A&M,W 45 - 41,nan,1/,nan,43,3.0,Auburn Tigers,Offense
10/19/2013,@ Texas A&M,W 45 - 41,nan,1/,nan,13,2.0,Auburn Tigers,Defense
10/26/2013,Fla. Atlantic,W 45 - 10,nan,1/,nan,6,1.0,Auburn Tigers,Offense
10/26/2013,Fla. Atlantic,W 45 - 10,nan,1/,nan,8,1.0,Auburn Tigers,Defense
11/02/2013,@ Arkansas,W 35 - 17,nan,1/,nan,12,1.0,Auburn Tigers,Offense
11/02/2013,@ Arkansas,W 35 - 17,nan,1/,nan,10,2.0,Auburn Tigers,Defense
11/09/2013,@ Tennessee,W 55 - 23,nan,1/,nan,19,2.0,Auburn Tigers,Offense
11/09/2013,@ Tennessee,W 55 - 23,nan,1/,nan,7,1.0,Auburn Tigers,Defense
11/16/2013,Georgia,W 43 - 38,nan,1/,nan,5,1.0,Auburn Tigers,Offense
11/16/2013,Georgia,W 43 - 38,nan,1/,nan,11,2.0,Auburn Tigers,Defense
11/30/2013,Alabama,W 34 - 28,nan,1/,nan,6,1.0,Auburn Tigers,Offense
11/30/2013,Alabama,W 34 - 28,nan,1/,nan,25,3.0,Auburn Tigers,Defense
12/07/2013,"Missouri @ Atlanta, GA",W 59 - 42,nan,1/,nan,14,3.0,Auburn Tigers,Offense
12/07/2013,"Missouri @ Atlanta, GA",W 59 - 42,nan,1/,nan,6,1.0,Auburn Tigers,Defense
01/06/2014,"Florida St. @ Pasadena, Calif.",L 31 - 34,nan,1/,nan,22,4.0,Auburn Tigers,Offense
01/06/2014,"Florida St. @ Pasadena, Calif.",L 31 - 34,nan,1/,nan,15,2.0,Auburn Tigers,Defense
09/04/2015,Fordham,L 35 - 37,nan,1/,nan,10,3.0,Army West Point Black Knights,Offense
09/04/2015,Fordham,L 35 - 37,nan,1/,nan,nan,nan,Army West Point Black Knights,Defense
09/12/2015,@ UConn,L 17 - 22,nan,1/,nan,16,3.0,Army West Point Black Knights,Offense
09/12/2015,@ UConn,L 17 - 22,nan,1/,nan,nan,nan,Army West Point Black Knights,Defense
09/19/2015,Wake Forest,L 14 - 17,nan,1/,nan,10,2.0,Army West Point Black Knights,Offense
09/19/2015,Wake Forest,L 14 - 17,nan,1/,nan,1,1.0,Army West Point Black Knights,Defense
09/26/2015,@ Eastern Mich.,W 58 - 36,nan,1/,nan,nan,nan,Army West Point Black Knights,Offense
09/26/2015,@ Eastern Mich.,W 58 - 36,nan,1/,nan,3,1.0,Army West Point Black Knights,Defense
10/03/2015,@ Penn St.,L 14 - 20,nan,1/,nan,19,3.0,Army West Point Black Knights,Offense
10/03/2015,@ Penn St.,L 14 - 20,nan,1/,nan,38,3.0,Army West Point Black Knights,Defense
10/10/2015,Duke,L 3 - 44,nan,1/,nan,nan,nan,Army West Point Black Knights,Offense
10/10/2015,Duke,L 3 - 44,nan,1/,nan,10,2.0,Army West Point Black Knights,Defense
10/17/2015,Bucknell,W 21 - 14,nan,1/,nan,5,2.0,Army West Point Black Knights,Offense
10/17/2015,Bucknell,W 21 - 14,nan,1/,nan,nan,nan,Army West Point Black Knights,Defense
10/24/2015,@ Rice,L 31 - 38,nan,1/,nan,4,1.0,Army West Point Black Knights,Offense
10/24/2015,@ Rice,L 31 - 38,nan,1/,nan,nan,nan,Army West Point Black Knights,Defense
11/07/2015,@ Air Force,L 3 - 20,nan,1/,nan,nan,nan,Army West Point Black Knights,Offense
11/07/2015,@ Air Force,L 3 - 20,nan,1/,nan,10,2.0,Army West Point Black Knights,Defense
11/14/2015,Tulane,L 31 - 34,nan,1/,nan,9,1.0,Army West Point Black Knights,Offense
11/14/2015,Tulane,L 31 - 34,nan,1/,nan,14,2.0,Army West Point Black Knights,Defense
11/21/2015,Rutgers,L 21 - 31,nan,1/,nan,nan,nan,Army West Point Black Knights,Offense
11/21/2015,Rutgers,L 21 - 31,nan,1/,nan,5,1.0,Army West Point Black Knights,Defense
12/12/2015,"Navy @ Philadelphia, PA",L 17 - 21,nan,1/,nan,nan,nan,Army West Point Black Knights,Offense
12/12/2015,"Navy @ Philadelphia, PA",L 17 - 21,nan,1/,nan,26,3.0,Army West Point Black Knights,Defense
09/06/2014,Buffalo,W 47 - 39,nan,1/,nan,nan,nan,Army West Point Black Knights,Offense
09/06/2014,Buffalo,W 47 - 39,nan,1/,nan,7,1.0,Army West Point Black Knights,Defense
09/13/2014,@ Stanford,L 0 - 35,nan,1/,nan,4,2.0,Army West Point Black Knights,Offense
09/13/2014,@ Stanford,L 0 - 35,nan,1/,nan,3,1.0,Army West Point Black Knights,Defense
09/20/2014,@ Wake Forest,L 21 - 24,nan,1/,nan,7,1.0,Army West Point Black Knights,Offense
09/20/2014,@ Wake Forest,L 21 - 24,nan,1/,nan,3,1.0,Army West Point Black Knights,Defense
09/27/2014,@ Yale,L 43 - 49 (1OT),nan,1/,nan,6,1.0,Army West Point Black Knights,Offense
09/27/2014,@ Yale,L 43 - 49 (1OT),nan,1/,nan,5,1.0,Army West Point Black Knights,Defense
10/04/2014,Ball St.,W 33 - 24,nan,1/,nan,9,1.0,Army West Point Black Knights,Offense
10/04/2014,Ball St.,W 33 - 24,nan,1/,nan,7,1.0,Army West Point Black Knights,Defense
10/11/2014,Rice,L 21 - 41,nan,1/,nan,8,1.0,Army West Point Black Knights,Offense
10/11/2014,Rice,L 21 - 41,nan,1/,nan,7,1.0,Army West Point Black Knights,Defense
10/18/2014,@ Kent St.,L 17 - 39,nan,1/,nan,nan,nan,Army West Point Black Knights,Offense
10/18/2014,@ Kent St.,L 17 - 39,nan,1/,nan,5,1.0,Army West Point Black Knights,Defense
11/01/2014,Air Force,L 6 - 23,nan,1/,nan,7,1.0,Army West Point Black Knights,Offense
11/01/2014,Air Force,L 6 - 23,nan,1/,nan,24,4.0,Army West Point Black Knights,Defense
11/08/2014,"UConn @ Bronx, N.Y.",W 35 - 21,nan,1/,nan,nan,nan,Army West Point Black Knights,Offense
11/08/2014,"UConn @ Bronx, N.Y.",W 35 - 21,nan,1/,nan,nan,nan,Army West Point Black Knights,Defense
11/15/2014,@ Western Ky.,L 24 - 52,nan,1/,nan,9,1.0,Army West Point Black Knights,Offense
11/15/2014,@ Western Ky.,L 24 - 52,nan,1/,nan,10,2.0,Army West Point Black Knights,Defense
11/22/2014,Fordham,W 42 - 31,nan,1/,nan,7,1.0,Army West Point Black Knights,Offense
11/22/2014,Fordham,W 42 - 31,nan,1/,nan,nan,nan,Army West Point Black Knights,Defense
12/13/2014,"Navy @ Baltimore, Md.",L 10 - 17,nan,1/,nan,6,1.0,Army West Point Black Knights,Offense
12/13/2014,"Navy @ Baltimore, Md.",L 10 - 17,nan,1/,nan,17,3.0,Army West Point Black Knights,Defense
09/02/2016,@ Temple,W 28 - 13,nan,1/,nan,19,4.0,Army West Point Black Knights,Offense
09/02/2016,@ Temple,W 28 - 13,nan,1/,nan,7,1.0,Army West Point Black Knights,Defense
09/10/2016,Rice,W 31 - 14,nan,1/,nan,17,3.0,Army West Point Black Knights,Offense
09/10/2016,Rice,W 31 - 14,nan,1/,nan,6,1.0,Army West Point Black Knights,Defense
09/17/2016,@ UTEP,W 66 - 14,nan,1/,nan,15,1.0,Army West Point Black Knights,Offense
