Date,Opponent,Result,G,FumblesRecovered,Int,Blkd,Team,OffenseDefense
09/14/2013,@ Michigan,L 24 - 28,1/,nan,2,nan,Akron Zips,Defense
09/21/2013,Louisiana,L 30 - 35,1/,nan,1,nan,Akron Zips,Offense
09/21/2013,Louisiana,L 30 - 35,1/,nan,2,nan,Akron Zips,Defense
09/28/2013,@ Bowling Green,L 14 - 31,1/,nan,nan,nan,Akron Zips,Offense
09/28/2013,@ Bowling Green,L 14 - 31,1/,nan,nan,nan,Akron Zips,Defense
10/05/2013,Ohio,L 3 - 43,1/,nan,1,nan,Akron Zips,Offense
10/05/2013,Ohio,L 3 - 43,1/,1,1,nan,Akron Zips,Defense
10/12/2013,@ Northern Ill.,L 20 - 27,1/,nan,nan,2/,Akron Zips,Offense
10/12/2013,@ Northern Ill.,L 20 - 27,1/,nan,1,1,Akron Zips,Defense
10/19/2013,@ Miami (OH),W 24 - 17,1/,1,1,1,Akron Zips,Offense
10/19/2013,@ Miami (OH),W 24 - 17,1/,2,nan,nan,Akron Zips,Defense
10/26/2013,Ball St.,L 24 - 42,1/,1,nan,nan,Akron Zips,Offense
10/26/2013,Ball St.,L 24 - 42,1/,1,2,nan,Akron Zips,Defense
11/02/2013,Kent St.,W 16 - 7,1/,2,3,nan,Akron Zips,Offense
11/02/2013,Kent St.,W 16 - 7,1/,1,nan,nan,Akron Zips,Defense
11/16/2013,@ Massachusetts,W 14 - 13,1/,nan,2,nan,Akron Zips,Offense
11/16/2013,@ Massachusetts,W 14 - 13,1/,3/,nan,nan,Akron Zips,Defense
11/29/2013,Toledo,W 31 - 29,1/,nan,1,1,Akron Zips,Offense
11/29/2013,Toledo,W 31 - 29,1/,1,nan,nan,Akron Zips,Defense
08/28/2014,Howard,W 41 - 0,1/,1,nan,nan,Akron Zips,Offense
08/28/2014,Howard,W 41 - 0,1/,nan,nan,1,Akron Zips,Defense
09/06/2014,@ Penn St.,L 3 - 21,1/,1,2,nan,Akron Zips,Offense
09/06/2014,@ Penn St.,L 3 - 21,1/,nan,nan,nan,Akron Zips,Defense
09/20/2014,Marshall,L 17 - 48,1/,nan,1,nan,Akron Zips,Offense
09/20/2014,Marshall,L 17 - 48,1/,2,2,nan,Akron Zips,Defense
09/27/2014,@ Pittsburgh,W 21 - 10,1/,1,1,nan,Akron Zips,Offense
09/27/2014,@ Pittsburgh,W 21 - 10,1/,nan,1,nan,Akron Zips,Defense
10/04/2014,Eastern Mich.,W 31 - 6,1/,2,2,nan,Akron Zips,Offense
10/04/2014,Eastern Mich.,W 31 - 6,1/,nan,nan,nan,Akron Zips,Defense
10/11/2014,Miami (OH),W 29 - 19,1/,2,1,nan,Akron Zips,Offense
10/11/2014,Miami (OH),W 29 - 19,1/,2,nan,nan,Akron Zips,Defense
10/18/2014,@ Ohio,L 20 - 23,1/,1,1,nan,Akron Zips,Offense
10/18/2014,@ Ohio,L 20 - 23,1/,1,2,nan,Akron Zips,Defense
10/25/2014,@ Ball St.,L 21 - 35,1/,nan,nan,nan,Akron Zips,Offense
10/25/2014,@ Ball St.,L 21 - 35,1/,1,4/,1,Akron Zips,Defense
11/04/2014,Bowling Green,L 10 - 27,1/,1,nan,nan,Akron Zips,Offense
11/04/2014,Bowling Green,L 10 - 27,1/,2,3,nan,Akron Zips,Defense
11/11/2014,@ Buffalo,L 24 - 55,1/,1,1,nan,Akron Zips,Offense
11/11/2014,@ Buffalo,L 24 - 55,1/,2,nan,nan,Akron Zips,Defense
11/18/2014,Massachusetts,W 30 - 6,1/,1,3,nan,Akron Zips,Offense
11/18/2014,Massachusetts,W 30 - 6,1/,2,nan,nan,Akron Zips,Defense
11/28/2014,@ Kent St.,L 24 - 27,1/,nan,1,nan,Akron Zips,Offense
11/28/2014,@ Kent St.,L 24 - 27,1/,nan,2,nan,Akron Zips,Defense
09/03/2016,VMI,W 47 - 24,1/,nan,nan,1,Akron Zips,Offense
09/03/2016,VMI,W 47 - 24,1/,1,1,1,Akron Zips,Defense
09/10/2016,@ Wisconsin,L 10 - 54,1/,nan,nan,nan,Akron Zips,Offense
09/10/2016,@ Wisconsin,L 10 - 54,1/,1,1,nan,Akron Zips,Defense
09/17/2016,@ Marshall,W 65 - 38,1/,1,3,1,Akron Zips,Offense
09/17/2016,@ Marshall,W 65 - 38,1/,1,nan,1,Akron Zips,Defense
09/24/2016,Appalachian St.,L 38 - 45,1/,1,nan,nan,Akron Zips,Offense
09/24/2016,Appalachian St.,L 38 - 45,1/,nan,2,nan,Akron Zips,Defense
10/01/2016,@ Kent St.,W 31 - 27,1/,nan,nan,nan,Akron Zips,Offense
10/01/2016,@ Kent St.,W 31 - 27,1/,1,2,nan,Akron Zips,Defense
10/08/2016,Miami (OH),W 35 - 13,1/,1,2,nan,Akron Zips,Offense
10/08/2016,Miami (OH),W 35 - 13,1/,nan,nan,nan,Akron Zips,Defense
10/15/2016,Western Mich.,L 0 - 41,1/,1,nan,nan,Akron Zips,Offense
10/15/2016,Western Mich.,L 0 - 41,1/,nan,2,nan,Akron Zips,Defense
10/22/2016,@ Ball St.,W 35 - 25,1/,nan,1,nan,Akron Zips,Offense
10/22/2016,@ Ball St.,W 35 - 25,1/,1,nan,nan,Akron Zips,Defense
10/27/2016,@ Buffalo,L 20 - 41,1/,nan,1,nan,Akron Zips,Offense
10/27/2016,@ Buffalo,L 20 - 41,1/,nan,1,nan,Akron Zips,Defense
11/02/2016,Toledo,L 17 - 48,1/,nan,nan,nan,Akron Zips,Offense
11/02/2016,Toledo,L 17 - 48,1/,nan,2,nan,Akron Zips,Defense
11/09/2016,Bowling Green,L 28 - 38,1/,1,1,nan,Akron Zips,Offense
11/09/2016,Bowling Green,L 28 - 38,1/,3/,3,nan,Akron Zips,Defense
11/22/2016,@ Ohio,L 3 - 9,1/,1,nan,nan,Akron Zips,Offense
11/22/2016,@ Ohio,L 3 - 9,1/,nan,nan,nan,Akron Zips,Defense
08/30/2014,Nicholls St.,W 44 - 16,1/,nan,nan,1,Air Force Falcons,Offense
08/30/2014,Nicholls St.,W 44 - 16,1/,nan,nan,nan,Air Force Falcons,Defense
09/06/2014,@ Wyoming,L 13 - 17,1/,nan,nan,nan,Air Force Falcons,Offense
09/06/2014,@ Wyoming,L 13 - 17,1/,2,nan,nan,Air Force Falcons,Defense
09/13/2014,@ Georgia St.,W 48 - 38,1/,nan,1,nan,Air Force Falcons,Offense
09/13/2014,@ Georgia St.,W 48 - 38,1/,nan,nan,nan,Air Force Falcons,Defense
09/27/2014,Boise St.,W 28 - 14,1/,2,5/,1,Air Force Falcons,Offense
09/27/2014,Boise St.,W 28 - 14,1/,2,nan,nan,Air Force Falcons,Defense
10/04/2014,Navy,W 30 - 21,1/,1,1,nan,Air Force Falcons,Offense
10/04/2014,Navy,W 30 - 21,1/,nan,nan,nan,Air Force Falcons,Defense
10/11/2014,@ Utah St.,L 16 - 34,1/,1,nan,1,Air Force Falcons,Offense
10/11/2014,@ Utah St.,L 16 - 34,1/,2,2,nan,Air Force Falcons,Defense
10/18/2014,New Mexico,W 35 - 31,1/,2,nan,nan,Air Force Falcons,Offense
10/18/2014,New Mexico,W 35 - 31,1/,1,nan,nan,Air Force Falcons,Defense
11/01/2014,@ Army West Point,W 23 - 6,1/,1,nan,nan,Air Force Falcons,Offense
11/01/2014,@ Army West Point,W 23 - 6,1/,nan,1,nan,Air Force Falcons,Defense
11/08/2014,@ UNLV,W 48 - 21,1/,nan,nan,nan,Air Force Falcons,Offense
11/08/2014,@ UNLV,W 48 - 21,1/,1,nan,nan,Air Force Falcons,Defense
11/15/2014,Nevada,W 45 - 38 (1OT),1/,nan,1,nan,Air Force Falcons,Offense
11/15/2014,Nevada,W 45 - 38 (1OT),1/,nan,nan,nan,Air Force Falcons,Defense
11/21/2014,@ San Diego St.,L 14 - 30,1/,nan,1,nan,Air Force Falcons,Offense
11/21/2014,@ San Diego St.,L 14 - 30,1/,3,1,nan,Air Force Falcons,Defense
11/28/2014,Colorado St.,W 27 - 24,1/,nan,1,nan,Air Force Falcons,Offense
11/28/2014,Colorado St.,W 27 - 24,1/,1,nan,nan,Air Force Falcons,Defense
12/20/2014,"Western Mich. @ Boise, Idaho",W 38 - 24,1/,1,nan,nan,Air Force Falcons,Offense
12/20/2014,"Western Mich. @ Boise, Idaho",W 38 - 24,1/,1,nan,nan,Air Force Falcons,Defense
08/31/2013,Colgate,W 38 - 13,1/,nan,nan,1,Air Force Falcons,Offense
08/31/2013,Colgate,W 38 - 13,1/,nan,nan,nan,Air Force Falcons,Defense
09/07/2013,Utah St.,L 20 - 52,1/,1,1,nan,Air Force Falcons,Offense
09/07/2013,Utah St.,L 20 - 52,1/,1,nan,nan,Air Force Falcons,Defense
09/13/2013,@ Boise St.,L 20 - 42,1/,1,1,nan,Air Force Falcons,Offense
09/13/2013,@ Boise St.,L 20 - 42,1/,nan,1,nan,Air Force Falcons,Defense
09/21/2013,Wyoming,L 23 - 56,1/,1,nan,nan,Air Force Falcons,Offense
09/21/2013,Wyoming,L 23 - 56,1/,1,nan,nan,Air Force Falcons,Defense
09/28/2013,@ Nevada,L 42 - 45,1/,nan,1,nan,Air Force Falcons,Offense
09/28/2013,@ Nevada,L 42 - 45,1/,nan,1,nan,Air Force Falcons,Defense
10/05/2013,@ Navy,L 10 - 28,1/,nan,nan,nan,Air Force Falcons,Offense
10/05/2013,@ Navy,L 10 - 28,1/,1,2,nan,Air Force Falcons,Defense
10/10/2013,San Diego St.,L 20 - 27,1/,1,1,1,Air Force Falcons,Offense
10/10/2013,San Diego St.,L 20 - 27,1/,1,nan,nan,Air Force Falcons,Defense
10/26/2013,Notre Dame,L 10 - 45,1/,nan,nan,1,Air Force Falcons,Offense
10/26/2013,Notre Dame,L 10 - 45,1/,2,nan,nan,Air Force Falcons,Defense
11/02/2013,Army West Point,W 42 - 28,1/,nan,nan,1,Air Force Falcons,Offense
11/02/2013,Army West Point,W 42 - 28,1/,1,nan,nan,Air Force Falcons,Defense
11/08/2013,@ New Mexico,L 37 - 45,1/,nan,nan,1,Air Force Falcons,Offense
11/08/2013,@ New Mexico,L 37 - 45,1/,nan,nan,1,Air Force Falcons,Defense
11/21/2013,UNLV,L 21 - 41,1/,1,nan,2,Air Force Falcons,Offense
11/21/2013,UNLV,L 21 - 41,1/,1,nan,1,Air Force Falcons,Defense
11/30/2013,@ Colorado St.,L 13 - 58,1/,nan,nan,nan,Air Force Falcons,Offense
11/30/2013,@ Colorado St.,L 13 - 58,1/,1,nan,nan,Air Force Falcons,Defense
09/03/2016,Abilene Christian,W 37 - 21,1/,nan,nan,nan,Air Force Falcons,Offense
09/03/2016,Abilene Christian,W 37 - 21,1/,2,nan,nan,Air Force Falcons,Defense
09/10/2016,Georgia St.,W 48 - 14,1/,nan,nan,nan,Air Force Falcons,Offense
09/10/2016,Georgia St.,W 48 - 14,1/,nan,nan,nan,Air Force Falcons,Defense
09/24/2016,@ Utah St.,W 27 - 20,1/,1,1,nan,Air Force Falcons,Offense
09/24/2016,@ Utah St.,W 27 - 20,1/,nan,nan,nan,Air Force Falcons,Defense
10/01/2016,Navy,W 28 - 14,1/,1,2,1,Air Force Falcons,Offense
10/01/2016,Navy,W 28 - 14,1/,nan,1,nan,Air Force Falcons,Defense
10/08/2016,@ Wyoming,L 26 - 35,1/,1,nan,nan,Air Force Falcons,Offense
10/08/2016,@ Wyoming,L 26 - 35,1/,1,3,nan,Air Force Falcons,Defense
10/15/2016,"New Mexico @ Dallas, Texas",L 40 - 45,1/,nan,nan,nan,Air Force Falcons,Offense
10/15/2016,"New Mexico @ Dallas, Texas",L 40 - 45,1/,nan,nan,nan,Air Force Falcons,Defense
10/22/2016,Hawaii,L 27 - 34 (2OT),1/,nan,2,nan,Air Force Falcons,Offense
10/22/2016,Hawaii,L 27 - 34 (2OT),1/,2,1,nan,Air Force Falcons,Defense
10/28/2016,@ Fresno St.,W 31 - 21,1/,nan,4/,nan,Air Force Falcons,Offense
10/28/2016,@ Fresno St.,W 31 - 21,1/,1,nan,nan,Air Force Falcons,Defense
11/05/2016,@ Army West Point,W 31 - 12,1/,nan,2,1,Air Force Falcons,Offense
11/05/2016,@ Army West Point,W 31 - 12,1/,1,nan,nan,Air Force Falcons,Defense
11/12/2016,Colorado St.,W 49 - 46,1/,1,1,nan,Air Force Falcons,Offense
11/12/2016,Colorado St.,W 49 - 46,1/,1,1,nan,Air Force Falcons,Defense
11/19/2016,@ San Jose St.,W 41 - 38,1/,1,2,nan,Air Force Falcons,Offense
11/19/2016,@ San Jose St.,W 41 - 38,1/,1,1,nan,Air Force Falcons,Defense
11/25/2016,Boise St.,W 27 - 20,1/,1,nan,1,Air Force Falcons,Offense
11/25/2016,Boise St.,W 27 - 20,1/,nan,1,nan,Air Force Falcons,Defense
12/30/2016,"South Ala. @ Tucson, Ariz.",W 45 - 21,1/,2,1,nan,Air Force Falcons,Offense
12/30/2016,"South Ala. @ Tucson, Ariz.",W 45 - 21,1/,nan,nan,nan,Air Force Falcons,Defense
09/05/2015,Morgan St.,W 63 - 7,1/,1,1,nan,Air Force Falcons,Offense
09/05/2015,Morgan St.,W 63 - 7,1/,nan,nan,nan,Air Force Falcons,Defense
09/12/2015,San Jose St.,W 37 - 16,1/,nan,2,1,Air Force Falcons,Offense
09/12/2015,San Jose St.,W 37 - 16,1/,nan,1,nan,Air Force Falcons,Defense
09/19/2015,@ Michigan St.,L 21 - 35,1/,nan,nan,1,Air Force Falcons,Offense
09/19/2015,@ Michigan St.,L 21 - 35,1/,2,1,nan,Air Force Falcons,Defense
10/03/2015,@ Navy,L 11 - 33,1/,nan,nan,nan,Air Force Falcons,Offense
10/03/2015,@ Navy,L 11 - 33,1/,3,1,nan,Air Force Falcons,Defense
10/10/2015,Wyoming,W 31 - 17,1/,2,2,nan,Air Force Falcons,Offense
10/10/2015,Wyoming,W 31 - 17,1/,1,1,nan,Air Force Falcons,Defense
10/17/2015,@ Colorado St.,L 23 - 38,1/,nan,1,nan,Air Force Falcons,Offense
10/17/2015,@ Colorado St.,L 23 - 38,1/,1,1,nan,Air Force Falcons,Defense
10/24/2015,Fresno St.,W 42 - 14,1/,nan,1,nan,Air Force Falcons,Offense
10/24/2015,Fresno St.,W 42 - 14,1/,1,nan,nan,Air Force Falcons,Defense
10/31/2015,@ Hawaii,W 58 - 7,1/,2,2,nan,Air Force Falcons,Offense
10/31/2015,@ Hawaii,W 58 - 7,1/,nan,nan,nan,Air Force Falcons,Defense
11/07/2015,Army West Point,W 20 - 3,1/,nan,nan,nan,Air Force Falcons,Offense
11/07/2015,Army West Point,W 20 - 3,1/,nan,nan,nan,Air Force Falcons,Defense
11/14/2015,Utah St.,W 35 - 28,1/,nan,1,nan,Air Force Falcons,Offense
11/14/2015,Utah St.,W 35 - 28,1/,nan,nan,nan,Air Force Falcons,Defense
11/20/2015,@ Boise St.,W 37 - 30,1/,nan,nan,1,Air Force Falcons,Offense
11/20/2015,@ Boise St.,W 37 - 30,1/,1,3,nan,Air Force Falcons,Defense
11/28/2015,@ New Mexico,L 35 - 47,1/,nan,1,nan,Air Force Falcons,Offense
11/28/2015,@ New Mexico,L 35 - 47,1/,nan,3,nan,Air Force Falcons,Defense
12/05/2015,@ San Diego St.,L 24 - 27,1/,1,nan,nan,Air Force Falcons,Offense
12/05/2015,@ San Diego St.,L 24 - 27,1/,nan,nan,nan,Air Force Falcons,Defense
12/29/2015,"California @ Fort Worth, Texas",L 36 - 55,1/,1,nan,nan,Air Force Falcons,Offense
12/29/2015,"California @ Fort Worth, Texas",L 36 - 55,1/,2,1,nan,Air Force Falcons,Defense
08/31/2013,Washington St.,W 31 - 24,1/,nan,3,nan,Auburn Tigers,Offense
08/31/2013,Washington St.,W 31 - 24,1/,1,nan,nan,Auburn Tigers,Defense
09/07/2013,Arkansas St.,W 38 - 9,1/,1,nan,nan,Auburn Tigers,Offense
09/07/2013,Arkansas St.,W 38 - 9,1/,1,nan,nan,Auburn Tigers,Defense
09/14/2013,Mississippi St.,W 24 - 20,1/,nan,nan,nan,Auburn Tigers,Offense
09/14/2013,Mississippi St.,W 24 - 20,1/,1,2,nan,Auburn Tigers,Defense
09/21/2013,@ LSU,L 21 - 35,1/,1,1,nan,Auburn Tigers,Offense
09/21/2013,@ LSU,L 21 - 35,1/,1,2,nan,Auburn Tigers,Defense
10/05/2013,Ole Miss,W 30 - 22,1/,nan,2,nan,Auburn Tigers,Offense
10/05/2013,Ole Miss,W 30 - 22,1/,2,nan,nan,Auburn Tigers,Defense
10/12/2013,Western Caro.,W 62 - 3,1/,nan,1,nan,Auburn Tigers,Offense
10/12/2013,Western Caro.,W 62 - 3,1/,nan,1,nan,Auburn Tigers,Defense
10/19/2013,@ Texas A&M,W 45 - 41,1/,nan,2,nan,Auburn Tigers,Offense
10/19/2013,@ Texas A&M,W 45 - 41,1/,1,nan,nan,Auburn Tigers,Defense
10/26/2013,Fla. Atlantic,W 45 - 10,1/,1,nan,nan,Auburn Tigers,Offense
10/26/2013,Fla. Atlantic,W 45 - 10,1/,nan,1,nan,Auburn Tigers,Defense
11/02/2013,@ Arkansas,W 35 - 17,1/,2,1,nan,Auburn Tigers,Offense
11/02/2013,@ Arkansas,W 35 - 17,1/,nan,nan,nan,Auburn Tigers,Defense
11/09/2013,@ Tennessee,W 55 - 23,1/,nan,1,nan,Auburn Tigers,Offense
11/09/2013,@ Tennessee,W 55 - 23,1/,1,1,1,Auburn Tigers,Defense
11/16/2013,Georgia,W 43 - 38,1/,nan,1,nan,Auburn Tigers,Offense
11/16/2013,Georgia,W 43 - 38,1/,nan,nan,1,Auburn Tigers,Defense
11/30/2013,Alabama,W 34 - 28,1/,nan,nan,2/,Auburn Tigers,Offense
11/30/2013,Alabama,W 34 - 28,1/,1,nan,nan,Auburn Tigers,Defense
12/07/2013,"Missouri @ Atlanta, GA",W 59 - 42,1/,nan,1,nan,Auburn Tigers,Offense
12/07/2013,"Missouri @ Atlanta, GA",W 59 - 42,1/,2,nan,nan,Auburn Tigers,Defense
01/06/2014,"Florida St. @ Pasadena, Calif.",L 31 - 34,1/,1,nan,nan,Auburn Tigers,Offense
01/06/2014,"Florida St. @ Pasadena, Calif.",L 31 - 34,1/,nan,1,nan,Auburn Tigers,Defense
09/04/2015,Fordham,L 35 - 37,1/,1,nan,nan,Army West Point Black Knights,Offense
09/04/2015,Fordham,L 35 - 37,1/,1,1,nan,Army West Point Black Knights,Defense
09/12/2015,@ UConn,L 17 - 22,1/,1,nan,1,Army West Point Black Knights,Offense
09/12/2015,@ UConn,L 17 - 22,1/,nan,1,nan,Army West Point Black Knights,Defense
09/19/2015,Wake Forest,L 14 - 17,1/,nan,3/,nan,Army West Point Black Knights,Offense
09/19/2015,Wake Forest,L 14 - 17,1/,nan,nan,nan,Army West Point Black Knights,Defense
09/26/2015,@ Eastern Mich.,W 58 - 36,1/,1,1,nan,Army West Point Black Knights,Offense
09/26/2015,@ Eastern Mich.,W 58 - 36,1/,2,1,nan,Army West Point Black Knights,Defense
10/03/2015,@ Penn St.,L 14 - 20,1/,nan,nan,nan,Army West Point Black Knights,Offense
10/03/2015,@ Penn St.,L 14 - 20,1/,3/,nan,nan,Army West Point Black Knights,Defense
10/10/2015,Duke,L 3 - 44,1/,nan,nan,nan,Army West Point Black Knights,Offense
10/10/2015,Duke,L 3 - 44,1/,2,1,nan,Army West Point Black Knights,Defense
10/17/2015,Bucknell,W 21 - 14,1/,nan,1,2/,Army West Point Black Knights,Offense
10/17/2015,Bucknell,W 21 - 14,1/,1,2,nan,Army West Point Black Knights,Defense
10/24/2015,@ Rice,L 31 - 38,1/,2/,nan,nan,Army West Point Black Knights,Offense
10/24/2015,@ Rice,L 31 - 38,1/,1,nan,nan,Army West Point Black Knights,Defense
11/07/2015,@ Air Force,L 3 - 20,1/,nan,nan,nan,Army West Point Black Knights,Offense
11/07/2015,@ Air Force,L 3 - 20,1/,nan,nan,nan,Army West Point Black Knights,Defense
11/14/2015,Tulane,L 31 - 34,1/,nan,1,1,Army West Point Black Knights,Offense
11/14/2015,Tulane,L 31 - 34,1/,1,nan,nan,Army West Point Black Knights,Defense
11/21/2015,Rutgers,L 21 - 31,1/,nan,nan,nan,Army West Point Black Knights,Offense
11/21/2015,Rutgers,L 21 - 31,1/,1,1,1,Army West Point Black Knights,Defense
12/12/2015,"Navy @ Philadelphia, PA",L 17 - 21,1/,nan,nan,nan,Army West Point Black Knights,Offense
12/12/2015,"Navy @ Philadelphia, PA",L 17 - 21,1/,1,2,nan,Army West Point Black Knights,Defense
09/06/2014,Buffalo,W 47 - 39,1/,nan,3/,nan,Army West Point Black Knights,Offense
09/06/2014,Buffalo,W 47 - 39,1/,2,nan,2/,Army West Point Black Knights,Defense
09/13/2014,@ Stanford,L 0 - 35,1/,1,nan,nan,Army West Point Black Knights,Offense
09/13/2014,@ Stanford,L 0 - 35,1/,1,1,nan,Army West Point Black Knights,Defense
09/20/2014,@ Wake Forest,L 21 - 24,1/,nan,1,nan,Army West Point Black Knights,Offense
09/20/2014,@ Wake Forest,L 21 - 24,1/,2,nan,nan,Army West Point Black Knights,Defense
09/27/2014,@ Yale,L 43 - 49 (1OT),1/,1,1,nan,Army West Point Black Knights,Offense
09/27/2014,@ Yale,L 43 - 49 (1OT),1/,nan,nan,nan,Army West Point Black Knights,Defense
10/04/2014,Ball St.,W 33 - 24,1/,1,1,nan,Army West Point Black Knights,Offense
10/04/2014,Ball St.,W 33 - 24,1/,1,nan,nan,Army West Point Black Knights,Defense
10/11/2014,Rice,L 21 - 41,1/,nan,nan,nan,Army West Point Black Knights,Offense
10/11/2014,Rice,L 21 - 41,1/,2,nan,nan,Army West Point Black Knights,Defense
10/18/2014,@ Kent St.,L 17 - 39,1/,nan,1,1,Army West Point Black Knights,Offense
10/18/2014,@ Kent St.,L 17 - 39,1/,nan,1,nan,Army West Point Black Knights,Defense
11/01/2014,Air Force,L 6 - 23,1/,nan,1,nan,Army West Point Black Knights,Offense
11/01/2014,Air Force,L 6 - 23,1/,1,nan,nan,Army West Point Black Knights,Defense
11/08/2014,"UConn @ Bronx, N.Y.",W 35 - 21,1/,nan,2,nan,Army West Point Black Knights,Offense
11/08/2014,"UConn @ Bronx, N.Y.",W 35 - 21,1/,1,nan,nan,Army West Point Black Knights,Defense
11/15/2014,@ Western Ky.,L 24 - 52,1/,nan,nan,nan,Army West Point Black Knights,Offense
11/15/2014,@ Western Ky.,L 24 - 52,1/,nan,nan,nan,Army West Point Black Knights,Defense
11/22/2014,Fordham,W 42 - 31,1/,nan,1,1,Army West Point Black Knights,Offense
11/22/2014,Fordham,W 42 - 31,1/,nan,nan,nan,Army West Point Black Knights,Defense
12/13/2014,"Navy @ Baltimore, Md.",L 10 - 17,1/,1,nan,1,Army West Point Black Knights,Offense
12/13/2014,"Navy @ Baltimore, Md.",L 10 - 17,1/,1,nan,nan,Army West Point Black Knights,Defense
09/02/2016,@ Temple,W 28 - 13,1/,nan,3,nan,Army West Point Black Knights,Offense
09/02/2016,@ Temple,W 28 - 13,1/,nan,nan,1,Army West Point Black Knights,Defense
09/10/2016,Rice,W 31 - 14,1/,1,1,1,Army West Point Black Knights,Offense
09/10/2016,Rice,W 31 - 14,1/,nan,nan,nan,Army West Point Black Knights,Defense
09/17/2016,@ UTEP,W 66 - 14,1/,1,1,nan,Army West Point Black Knights,Offense
09/17/2016,@ UTEP,W 66 - 14,1/,nan,nan,nan,Army West Point Black Knights,Defense
09/24/2016,@ Buffalo,L 20 - 23 (1OT),1/,nan,1,nan,Army West Point Black Knights,Offense
09/24/2016,@ Buffalo,L 20 - 23 (1OT),1/,1,1,nan,Army West Point Black Knights,Defense
10/08/2016,@ Duke,L 6 - 13,1/,1,nan,1,Army West Point Black Knights,Offense
10/08/2016,@ Duke,L 6 - 13,1/,2,1,nan,Army West Point Black Knights,Defense
10/15/2016,Lafayette,W 62 - 7,1/,nan,2,nan,Army West Point Black Knights,Offense
10/15/2016,Lafayette,W 62 - 7,1/,1,nan,1,Army West Point Black Knights,Defense
10/22/2016,North Texas,L 18 - 35,1/,nan,1,nan,Army West Point Black Knights,Offense
10/22/2016,North Texas,L 18 - 35,1/,3,4/,nan,Army West Point Black Knights,Defense
10/29/2016,@ Wake Forest,W 21 - 13,1/,nan,3,nan,Army West Point Black Knights,Offense
10/29/2016,@ Wake Forest,W 21 - 13,1/,1,1,nan,Army West Point Black Knights,Defense
11/05/2016,Air Force,L 12 - 31,1/,1,nan,nan,Army West Point Black Knights,Offense
11/05/2016,Air Force,L 12 - 31,1/,nan,2,1,Army West Point Black Knights,Defense
11/12/2016,"Notre Dame @ San Antonio, Texas",L 6 - 44,1/,nan,1,nan,Army West Point Black Knights,Offense
11/12/2016,"Notre Dame @ San Antonio, Texas",L 6 - 44,1/,nan,1,nan,Army West Point Black Knights,Defense
11/19/2016,Morgan St.,W 60 - 3,1/,nan,nan,nan,Army West Point Black Knights,Offense
11/19/2016,Morgan St.,W 60 - 3,1/,2,nan,nan,Army West Point Black Knights,Defense
12/10/2016,"Navy @ Baltimore, Md.",W 21 - 17,1/,1,2,nan,Army West Point Black Knights,Offense
12/10/2016,"Navy @ Baltimore, Md.",W 21 - 17,1/,3,1,nan,Army West Point Black Knights,Defense
12/27/2016,"North Texas @ Dallas, Texas",W 38 - 31 (1OT),1/,nan,2,nan,Army West Point Black Knights,Offense
12/27/2016,"North Texas @ Dallas, Texas",W 38 - 31 (1OT),1/,1,nan,nan,Army West Point Black Knights,Defense
08/30/2013,Morgan St.,W 28 - 12,1/,1,nan,nan,Army West Point Black Knights,Offense
08/30/2013,Morgan St.,W 28 - 12,1/,nan,nan,nan,Army West Point Black Knights,Defense
09/07/2013,@ Ball St.,L 14 - 40,1/,1,nan,nan,Army West Point Black Knights,Offense
09/07/2013,@ Ball St.,L 14 - 40,1/,2,1,nan,Army West Point Black Knights,Defense
09/14/2013,Stanford,L 20 - 34,1/,1,1,nan,Army West Point Black Knights,Offense
09/14/2013,Stanford,L 20 - 34,1/,1,nan,nan,Army West Point Black Knights,Defense
09/21/2013,Wake Forest,L 11 - 25,1/,1,1,nan,Army West Point Black Knights,Offense
09/21/2013,Wake Forest,L 11 - 25,1/,2,nan,nan,Army West Point Black Knights,Defense
09/28/2013,"Louisiana Tech @ Dallas, Texas",W 35 - 16,1/,1,1,nan,Army West Point Black Knights,Offense
09/28/2013,"Louisiana Tech @ Dallas, Texas",W 35 - 16,1/,nan,nan,nan,Army West Point Black Knights,Defense
10/05/2013,@ Boston College,L 27 - 48,1/,nan,nan,nan,Army West Point Black Knights,Offense
10/05/2013,@ Boston College,L 27 - 48,1/,nan,nan,nan,Army West Point Black Knights,Defense
10/12/2013,Eastern Mich.,W 50 - 25,1/,1,1,nan,Army West Point Black Knights,Offense
10/12/2013,Eastern Mich.,W 50 - 25,1/,nan,nan,nan,Army West Point Black Knights,Defense
10/19/2013,@ Temple,L 14 - 33,1/,nan,1,nan,Army West Point Black Knights,Offense
10/19/2013,@ Temple,L 14 - 33,1/,2,2,nan,Army West Point Black Knights,Defense
11/02/2013,@ Air Force,L 28 - 42,1/,1,nan,nan,Army West Point Black Knights,Offense
11/02/2013,@ Air Force,L 28 - 42,1/,nan,nan,1,Army West Point Black Knights,Defense
11/09/2013,Western Ky.,L 17 - 21,1/,1,1,nan,Army West Point Black Knights,Offense
11/09/2013,Western Ky.,L 17 - 21,1/,2,nan,nan,Army West Point Black Knights,Defense
11/30/2013,@ Hawaii,L 42 - 49,1/,1,1,nan,Army West Point Black Knights,Offense
11/30/2013,@ Hawaii,L 42 - 49,1/,2,nan,nan,Army West Point Black Knights,Defense
