Jersey,Player,Yr,Pos,GP,GS,FumblesRecovered,Int,FumblesLost,Interceptions,stat,year,team
1A,"Treadwell, Laquon",Fr,WR,13,12,1.0,nan,nan,1.0,Turnover Margin,2013-14,Ole Miss Rebels
1C,"Conner, Tony",Fr,DB,13,11,nan,1.0,nan,nan,Turnover Margin,2013-14,Ole Miss Rebels
94,"Gross, Issac",So,DL,13,4,2.0,nan,nan,nan,Turnover Margin,2013-14,Ole Miss Rebels
14,"Wallace, Bo",Jr,QB,13,13,nan,nan,3.0,10.0,Turnover Margin,2013-14,Ole Miss Rebels
7B,"Elston, Trae",So,DB,13,11,2.0,nan,nan,nan,Turnover Margin,2013-14,Ole Miss Rebels
6A,"Walton, Jaylen",So,RB,13,7,nan,nan,1.0,nan,Turnover Margin,2013-14,Ole Miss Rebels
1B,"Collins, Dehendret",Sr,DB,13,1,1.0,nan,nan,nan,Turnover Margin,2013-14,Ole Miss Rebels
25,"Prewitt, Cody",Jr,DB,13,11,nan,6.0,nan,nan,Turnover Margin,2013-14,Ole Miss Rebels
24,"Lewis, Keith",Jr,LB,13,1,nan,1.0,nan,nan,Turnover Margin,2013-14,Ole Miss Rebels
8B,"Brown, Chief",So,DB,13,3,1.0,1.0,nan,nan,Turnover Margin,2013-14,Ole Miss Rebels
38,"Marry, Mike",Sr,LB,13,12,1.0,nan,nan,nan,Turnover Margin,2013-14,Ole Miss Rebels
21,"Golson, Senquez",Jr,DB,12,10,nan,2.0,nan,nan,Turnover Margin,2013-14,Ole Miss Rebels
11,"Brunetti, Barry",Sr,QB,12,0,nan,nan,2.0,nan,Turnover Margin,2013-14,Ole Miss Rebels
5A,"Mathers, I'Tavius",So,RB,12,1,nan,nan,1.0,nan,Turnover Margin,2013-14,Ole Miss Rebels
2M,"Hilton, Mike",So,DB,11,11,nan,1.0,nan,nan,Turnover Margin,2013-14,Ole Miss Rebels
4B,"Nkemdiche, Denzel",So,LB,10,6,1.0,nan,nan,nan,Turnover Margin,2013-14,Ole Miss Rebels
28,"Neat, Korvic",Sr,WR,7,0,nan,nan,1.0,nan,Turnover Margin,2013-14,Ole Miss Rebels
31,"Jones, Jaylon",Fr,DB,12,1,1.0,nan,nan,nan,Turnover Margin,2016-17,Ole Miss Rebels
2B,"Anderson, Deontay",Fr,DB,12,1,nan,1.0,nan,nan,Turnover Margin,2016-17,Ole Miss Rebels
23,"Davis, Carlos",Sr,DB,12,5,1.0,nan,nan,nan,Turnover Margin,2016-17,Ole Miss Rebels
93,"Jones, D.J.",Sr,DL,12,12,1.0,1.0,nan,nan,Turnover Margin,2016-17,Ole Miss Rebels
36,"Woods, Zedrick",So,DB,12,12,nan,3.0,nan,nan,Turnover Margin,2016-17,Ole Miss Rebels
1H,"Haynes, Marquis",Jr,DL,12,12,1.0,1.0,nan,nan,Turnover Margin,2016-17,Ole Miss Rebels
94,"Gross, Issac",Sr,DL,12,1,1.0,nan,nan,nan,Turnover Margin,2016-17,Ole Miss Rebels
7A,"Pellerin, Jason",Fr,QB,9,0,nan,nan,1.0,3.0,Turnover Margin,2016-17,Ole Miss Rebels
38,"Youngblood, John",Sr,DL,9,8,1.0,nan,nan,nan,Turnover Margin,2016-17,Ole Miss Rebels
19,"Jones, Derrick",Sr,WR,9,3,nan,2.0,nan,nan,Turnover Margin,2016-17,Ole Miss Rebels
10,"Kelly, Chad",Sr,QB,9,9,nan,nan,3.0,8.0,Turnover Margin,2016-17,Ole Miss Rebels
52,"Robinson, Austrian",Fr,DL,5,0,1.0,nan,nan,nan,Turnover Margin,2016-17,Ole Miss Rebels
18,"Richards, Ramon",Fr,DB,13,9,nan,3.0,nan,nan,Turnover Margin,2014-15,Oklahoma St. Cowboys
14,"Furman, Josh",Sr,DB,13,12,nan,1.0,nan,nan,Turnover Margin,2014-15,Oklahoma St. Cowboys
10,"Jacobs, Seth",So,LB,13,13,nan,2.0,nan,nan,Turnover Margin,2014-15,Oklahoma St. Cowboys
7,"Sheperd, Brandon",Jr,WR,13,7,nan,nan,1.0,nan,Turnover Margin,2014-15,Oklahoma St. Cowboys
1,"Peterson, Kevin",Jr,DB,13,13,nan,2.0,nan,nan,Turnover Margin,2014-15,Oklahoma St. Cowboys
91,"Castleman, James",Sr,DL,13,13,nan,1.0,nan,nan,Turnover Margin,2014-15,Oklahoma St. Cowboys
54,"Elias, Josh",nan,nan,12,0,1.0,nan,nan,nan,Turnover Margin,2014-15,Oklahoma St. Cowboys
12,"Garman, Daxx",Jr,QB,9,8,nan,nan,2.0,12.0,Turnover Margin,2014-15,Oklahoma St. Cowboys
20,"Stephens, Larry",Sr,DB,8,7,1.0,1.0,nan,nan,Turnover Margin,2014-15,Oklahoma St. Cowboys
6,"Lampkin, Ashton",Jr,DB,4,4,nan,2.0,nan,nan,Turnover Margin,2014-15,Oklahoma St. Cowboys
36,"Woods, Zedrick",Fr,DB,13,2,nan,1.0,nan,nan,Turnover Margin,2015-16,Ole Miss Rebels
10,"Kelly, Chad",Jr,QB,13,13,nan,nan,2.0,13.0,Turnover Margin,2015-16,Ole Miss Rebels
1B,"Bridges, Tony",Jr,DB,13,11,nan,3.0,nan,nan,Turnover Margin,2015-16,Ole Miss Rebels
1F,"Webster, Kendarius",So,DB,13,12,nan,1.0,nan,nan,Turnover Margin,2015-16,Ole Miss Rebels
9B,"Speaks, Breeland",Fr,DL,13,2,1.0,nan,nan,nan,Turnover Margin,2015-16,Ole Miss Rebels
30,"Moore, A.J.",So,DB,13,2,2.0,nan,nan,nan,Turnover Margin,2015-16,Ole Miss Rebels
27,"Haynes, Marquis",So,DL,13,12,1.0,nan,nan,nan,Turnover Margin,2015-16,Ole Miss Rebels
22,"Wilkins, Jordan",So,RB,13,2,nan,nan,1.0,nan,Turnover Margin,2015-16,Ole Miss Rebels
23,"Davis, Carlos",Sr,DB,13,0,1.0,nan,2.0,nan,Turnover Margin,2015-16,Ole Miss Rebels
7B,"Elston, Trae",Sr,DB,13,13,nan,4.0,nan,nan,Turnover Margin,2015-16,Ole Miss Rebels
53,"Few, Will",Jr,OL,13,0,1.0,nan,nan,nan,Turnover Margin,2015-16,Ole Miss Rebels
38,"Hilton, Mike",Sr,DB,13,11,nan,2.0,nan,nan,Turnover Margin,2015-16,Ole Miss Rebels
8B,"Brown, Chief",Sr,DB,13,2,1.0,1.0,nan,nan,Turnover Margin,2015-16,Ole Miss Rebels
20,"Russell, Christian",Sr,LB,12,1,nan,1.0,nan,nan,Turnover Margin,2015-16,Ole Miss Rebels
9A,"Buchanan, Ryan",So,QB,12,0,nan,nan,nan,1.0,Turnover Margin,2015-16,Ole Miss Rebels
6A,"Walton, Jaylen",Sr,RB,12,11,nan,nan,2.0,nan,Turnover Margin,2015-16,Ole Miss Rebels
1J,"Johnson, C.J.",Sr,LB,10,9,1.0,2.0,nan,nan,Turnover Margin,2015-16,Ole Miss Rebels
45,"Williams, Shadow",Jr,LB,12,5,1.0,nan,nan,nan,Turnover Margin,2015-16,Old Dominion Monarchs
31,"Strong, Kesean",Fr,RB,12,0,nan,nan,1.0,nan,Turnover Margin,2015-16,Old Dominion Monarchs
1B,"Carter, Sean",Fr,DB,12,4,2.0,nan,nan,nan,Turnover Margin,2015-16,Old Dominion Monarchs
37,"Branch, Marvin",Fr,LB,12,0,2.0,nan,nan,nan,Turnover Margin,2015-16,Old Dominion Monarchs
98,"Ximines, Oshane",Fr,DL,12,12,1.0,nan,nan,nan,Turnover Margin,2015-16,Old Dominion Monarchs
36,"Simpson, Martez",Sr,LB,12,12,1.0,nan,nan,nan,Turnover Margin,2015-16,Old Dominion Monarchs
27,"Young, Aaron",Jr,DB,12,12,nan,1.0,nan,nan,Turnover Margin,2015-16,Old Dominion Monarchs
6,"Pascal, Zach",Jr,WR,12,11,nan,nan,2.0,nan,Turnover Margin,2015-16,Old Dominion Monarchs
47,"Ricks, TJ",Jr,LB,12,12,2.0,1.0,nan,nan,Turnover Margin,2015-16,Old Dominion Monarchs
24,"Misher, Fellonte",Sr,DB,12,12,nan,4.0,nan,nan,Turnover Margin,2015-16,Old Dominion Monarchs
3,"Bradshaw, CJ",Jr,RB,12,3,nan,1.0,nan,nan,Turnover Margin,2015-16,Old Dominion Monarchs
93,"Ward, Tim",Fr,DL,12,2,nan,1.0,nan,nan,Turnover Margin,2015-16,Old Dominion Monarchs
54,"Toal, Pat",Fr,DL,11,0,1.0,nan,nan,nan,Turnover Margin,2015-16,Old Dominion Monarchs
33,"Lawry, Ray",So,RB,11,9,nan,nan,2.0,nan,Turnover Margin,2015-16,Old Dominion Monarchs
93,"Ward, Tim",So,DL,13,0,1.0,nan,nan,nan,Turnover Margin,2016-17,Old Dominion Monarchs
1B,"Carter, Sean",So,DB,13,13,1.0,2.0,nan,nan,Turnover Margin,2016-17,Old Dominion Monarchs
11,"Addison, Brandon",So,DB,13,13,nan,2.0,nan,nan,Turnover Margin,2016-17,Old Dominion Monarchs
98,"Ximines, Oshane",So,DL,13,12,2.0,nan,nan,nan,Turnover Margin,2016-17,Old Dominion Monarchs
2A,"Little, Marques",Jr,WR,13,0,nan,nan,1.0,nan,Turnover Margin,2016-17,Old Dominion Monarchs
58,"Rotimi, Bunmi",Jr,DL,13,13,1.0,nan,nan,nan,Turnover Margin,2016-17,Old Dominion Monarchs
57,"Coward, Rashaad",Sr,DL,13,13,1.0,nan,nan,nan,Turnover Margin,2016-17,Old Dominion Monarchs
20,"Thompson, Rob",Sr,DB,13,6,nan,1.0,nan,nan,Turnover Margin,2016-17,Old Dominion Monarchs
47,"Ricks, TJ",Sr,LB,13,13,2.0,nan,nan,nan,Turnover Margin,2016-17,Old Dominion Monarchs
1A,"Washington, David",Sr,QB,13,11,nan,nan,2.0,5.0,Turnover Margin,2016-17,Old Dominion Monarchs
27,"Young, Aaron",Sr,DB,12,12,nan,3.0,nan,nan,Turnover Margin,2016-17,Old Dominion Monarchs
3,"Bradshaw, CJ",Sr,DB,11,10,1.0,nan,nan,nan,Turnover Margin,2016-17,Old Dominion Monarchs
37,"Branch, Marvin",So,LB,11,0,2.0,nan,nan,nan,Turnover Margin,2016-17,Old Dominion Monarchs
11b,"LaRussa, Blake",Fr,QB,10,0,nan,nan,1.0,1.0,Turnover Margin,2016-17,Old Dominion Monarchs
45,"Williams, Shadow",Sr,LB,9,0,nan,1.0,nan,nan,Turnover Margin,2016-17,Old Dominion Monarchs
45,"Whitener, Chad",So,LB,13,8,1.0,2.0,nan,nan,Turnover Margin,2015-16,Oklahoma St. Cowboys
84,"McCleskey, Jalen",Fr,WR,13,1,nan,nan,2.0,nan,Turnover Margin,2015-16,Oklahoma St. Cowboys
1g,"Hunter, Michael",Sr,DB,13,6,nan,2.0,nan,nan,Turnover Margin,2015-16,Oklahoma St. Cowboys
2j,"Burton, Jordan",Jr,LB,13,13,1.0,1.0,nan,nan,Turnover Margin,2015-16,Oklahoma St. Cowboys
2x,"Rudolph, Mason",So,QB,13,12,nan,nan,2.0,9.0,Turnover Margin,2015-16,Oklahoma St. Cowboys
40,"Averette, Devante",Jr,LB,13,0,1.0,2.0,nan,nan,Turnover Margin,2015-16,Oklahoma St. Cowboys
96,"Taylor, Vincent",So,DL,13,13,1.0,nan,nan,nan,Turnover Margin,2015-16,Oklahoma St. Cowboys
1C,"Sterns, Jordan",Jr,DB,13,13,1.0,2.0,nan,nan,Turnover Margin,2015-16,Oklahoma St. Cowboys
10,"Jacobs, Seth",Jr,LB,13,13,nan,2.0,nan,nan,Turnover Margin,2015-16,Oklahoma St. Cowboys
31,"Flowers, Tre",So,DB,13,13,nan,2.0,nan,nan,Turnover Margin,2015-16,Oklahoma St. Cowboys
38,"Ogbah, Emmanuel",Jr,DL,13,13,2.0,nan,nan,nan,Turnover Margin,2015-16,Oklahoma St. Cowboys
4X,"Walsh, J.W.",Sr,QB,13,1,nan,nan,nan,1.0,Turnover Margin,2015-16,Oklahoma St. Cowboys
18,"Richards, Ramon",So,DB,12,1,nan,2.0,nan,nan,Turnover Margin,2015-16,Oklahoma St. Cowboys
6,"Lampkin, Ashton",Jr,DB,12,8,nan,1.0,nan,nan,Turnover Margin,2015-16,Oklahoma St. Cowboys
16,"Robertson, Deric",Jr,DB,12,0,2.0,nan,nan,nan,Turnover Margin,2015-16,Oklahoma St. Cowboys
1,"Peterson, Kevin",Sr,DB,12,11,1.0,1.0,nan,nan,Turnover Margin,2015-16,Oklahoma St. Cowboys
4,"Pipkins, Lenzy",Sr,DB,13,0,nan,1.0,nan,nan,Turnover Margin,2016-17,Oklahoma St. Cowboys
36,"Moncrief, Derrick",Sr,DB,13,1,nan,1.0,nan,nan,Turnover Margin,2016-17,Oklahoma St. Cowboys
27,"Hill, Justice",Fr,RB,13,10,nan,nan,2.0,nan,Turnover Margin,2016-17,Oklahoma St. Cowboys
8B,"Walterscheid, Cole",So,DL,13,13,1.0,nan,nan,nan,Turnover Margin,2016-17,Oklahoma St. Cowboys
1,"McCleskey, Jalen",So,WR,13,10,nan,nan,1.0,nan,Turnover Margin,2016-17,Oklahoma St. Cowboys
2f,"Henry, Kevin",So,LB,13,0,nan,1.0,nan,nan,Turnover Margin,2016-17,Oklahoma St. Cowboys
3x,"Edison-McGruder, Kenneth",So,DB,13,4,1.0,nan,nan,nan,Turnover Margin,2016-17,Oklahoma St. Cowboys
2,"Rudolph, Mason",Jr,QB,13,13,nan,nan,5.0,4.0,Turnover Margin,2016-17,Oklahoma St. Cowboys
7,"Richards, Ramon",Jr,DB,13,13,nan,3.0,nan,nan,Turnover Margin,2016-17,Oklahoma St. Cowboys
1I,"Phillips, Justin",Jr,LB,13,2,nan,1.0,nan,nan,Turnover Margin,2016-17,Oklahoma St. Cowboys
40,"Averette, Devante",Sr,LB,13,12,3.0,nan,nan,nan,Turnover Margin,2016-17,Oklahoma St. Cowboys
96,"Taylor, Vincent",Jr,DL,13,13,1.0,nan,nan,nan,Turnover Margin,2016-17,Oklahoma St. Cowboys
31,"Flowers, Tre",Jr,DB,13,12,1.0,nan,nan,nan,Turnover Margin,2016-17,Oklahoma St. Cowboys
6,"Lampkin, Ashton",Sr,DB,13,13,1.0,1.0,nan,nan,Turnover Margin,2016-17,Oklahoma St. Cowboys
26,"Sanders, Barry J.",Sr,RB,13,0,nan,nan,2.0,nan,Turnover Margin,2016-17,Oklahoma St. Cowboys
25,"Harper, Madre",Fr,DB,12,0,1.0,nan,nan,nan,Turnover Margin,2016-17,Oklahoma St. Cowboys
20,"Burton, Jordan",Sr,LB,12,11,nan,2.0,nan,nan,Turnover Margin,2016-17,Oklahoma St. Cowboys
13,"Sterns, Jordan",Sr,DB,12,12,nan,3.0,nan,nan,Turnover Margin,2016-17,Oklahoma St. Cowboys
5,"Morrow, Jerel",Jr,DB,12,0,1.0,nan,nan,nan,Turnover Margin,2016-17,Oklahoma St. Cowboys
1H,"Haley, Grant",Fr,DB,13,0,nan,1,1.0,nan,Turnover Margin,2014-15,Penn St. Nittany Lions
12,"Godwin, Chris",Fr,WR,13,3,nan,nan,1.0,nan,Turnover Margin,2014-15,Penn St. Nittany Lions
4,"Amos, Adrian",Sr,DB,13,13,nan,3,nan,nan,Turnover Margin,2014-15,Penn St. Nittany Lions
86,"Olaniyan, C.J.",Sr,DL,13,13,1,nan,nan,nan,Turnover Margin,2014-15,Penn St. Nittany Lions
1,"Belton, Bill",Sr,RB,13,11,nan,nan,1.0,nan,Turnover Margin,2014-15,Penn St. Nittany Lions
39,"Della Valle, Jesse",Sr,DB,13,1,nan,2,nan,nan,Turnover Margin,2014-15,Penn St. Nittany Lions
98,"Zettel, Anthony",Jr,DL,13,13,1,3,nan,nan,Turnover Margin,2014-15,Penn St. Nittany Lions
14,"Hackenberg, Christian",So,QB,13,13,nan,nan,6.0,15,Turnover Margin,2014-15,Penn St. Nittany Lions
43,"Hull, Mike",Sr,LB,13,13,1,1,nan,nan,Turnover Margin,2014-15,Penn St. Nittany Lions
99,"Johnson, Austin",So,DL,13,13,2,nan,nan,nan,Turnover Margin,2014-15,Penn St. Nittany Lions
22,"Lynch, Akeel",So,RB,13,2,nan,nan,1.0,nan,Turnover Margin,2014-15,Penn St. Nittany Lions
5W,"Wartman, Nyeem",So,LB,12,12,nan,1,nan,nan,Turnover Margin,2014-15,Penn St. Nittany Lions
10,"Williams, Trevor",Jr,DB,12,12,nan,2,nan,nan,Turnover Margin,2014-15,Penn St. Nittany Lions
26,"Bell, Brandon",So,LB,11,10,nan,1,nan,nan,Turnover Margin,2014-15,Penn St. Nittany Lions
8O,"Jones, Markell",Fr,RB,12,5,nan,nan,2.0,nan,Turnover Margin,2015-16,Purdue Boilermakers
14,"Howard, Ra'Zahn",Jr,DL,12,0,1.0,nan,nan,nan,Turnover Margin,2015-16,Purdue Boilermakers
36,"Ezechukwu, Danny",So,LB,12,12,1.0,1.0,nan,nan,Turnover Margin,2015-16,Purdue Boilermakers
3D,"Clark, Leroy",Jr,DB,12,12,nan,2.0,nan,nan,Turnover Margin,2015-16,Purdue Boilermakers
24,"Williams, Frankie",Sr,DB,12,11,1.0,3.0,nan,nan,Turnover Margin,2015-16,Purdue Boilermakers
92,"Watson, Ryan",Sr,DL,12,11,1.0,nan,nan,nan,Turnover Margin,2015-16,Purdue Boilermakers
9D,"Brown, Anthony",Sr,DB,12,12,1.0,4.0,nan,nan,Turnover Margin,2015-16,Purdue Boilermakers
7D,"Gregory, Robert",Jr,DB,12,9,1.0,1.0,nan,nan,Turnover Margin,2015-16,Purdue Boilermakers
42,"Garcia, Andy James",Jr,LB,12,9,1.0,nan,nan,nan,Turnover Margin,2015-16,Purdue Boilermakers
16,"Hudson, Garrett",So,LB,11,3,1.0,nan,nan,nan,Turnover Margin,2015-16,Purdue Boilermakers
1D,"Roberts, Brandon",So,DB,11,3,nan,1.0,nan,nan,Turnover Margin,2015-16,Purdue Boilermakers
1O,"Knox, D.J.",So,RB,10,6,nan,nan,2.0,nan,Turnover Margin,2015-16,Purdue Boilermakers
1Q,"Blough, David",Fr,QB,10,8,nan,nan,2.0,8.0,Turnover Margin,2015-16,Purdue Boilermakers
15,"Hart, Trae",So,WR,6,1,nan,nan,1.0,nan,Turnover Margin,2015-16,Purdue Boilermakers
90,"Padgett, Blain",So,DL,12,12,1.0,nan,nan,nan,Turnover Margin,2016-17,Rice Owls
44,"Womac, Brian",Jr,DL,12,7,1.0,nan,nan,nan,Turnover Margin,2016-17,Rice Owls
19,"Banks, V.J.",Jr,DB,12,11,nan,1.0,nan,nan,Turnover Margin,2016-17,Rice Owls
13,"German, Nate",Sr,QB,12,4,nan,nan,1.0,nan,Turnover Margin,2016-17,Rice Owls
27,"Walter, Austin",So,RB,12,3,nan,nan,1.0,nan,Turnover Margin,2016-17,Rice Owls
6,"White, Destri",Jr,DB,12,9,nan,1.0,nan,nan,Turnover Margin,2016-17,Rice Owls
1K,"Ellis, D Angelo",Fr,DB,12,3,nan,1.0,nan,nan,Turnover Margin,2016-17,Rice Owls
4,"Lyons, Alex",Sr,LB,12,12,1.0,nan,nan,nan,Turnover Margin,2016-17,Rice Owls
1,"Dillard, Darik",Sr,RB,11,4,nan,nan,1.0,nan,Turnover Margin,2016-17,Rice Owls
58,"Ellerbee, Emmanuel",Jr,LB,11,11,1.0,1.0,nan,nan,Turnover Margin,2016-17,Rice Owls
9,"McGaskey, Tabari",Sr,DB,11,11,1.0,nan,nan,nan,Turnover Margin,2016-17,Rice Owls
10,"Stehling, Tyler",Sr,QB,11,11,nan,nan,1.0,7.0,Turnover Margin,2016-17,Rice Owls
17,"Wright, Zach",Sr,WR,11,10,nan,nan,1.0,nan,Turnover Margin,2016-17,Rice Owls
25,"Ellerbe, Nahshon",Fr,RB,10,0,nan,nan,1.0,nan,Turnover Margin,2016-17,Rice Owls
1N,"Ibe, J.T.",So,DB,10,7,1.0,nan,nan,nan,Turnover Margin,2016-17,Rice Owls
14,"Blasingame, J.T.",Sr,DB,9,8,nan,1.0,nan,nan,Turnover Margin,2016-17,Rice Owls
24,"Stewart, Samuel",So,RB,8,4,nan,nan,1.0,nan,Turnover Margin,2016-17,Rice Owls
10,"Nova, Gary",Sr,QB,13,13,nan,nan,1.0,12.0,Turnover Margin,2014-15,Rutgers Scarlet Knights
21,"Waters, Lorenzo",Sr,DB,13,13,2.0,2.0,nan,nan,Turnover Margin,2014-15,Rutgers Scarlet Knights
2,"Glashen, Gareef",Sr,DB,13,13,nan,1.0,nan,nan,Turnover Margin,2014-15,Rutgers Scarlet Knights
1,"Grant, Janarion",So,WR,13,4,nan,nan,1.0,nan,Turnover Margin,2014-15,Rutgers Scarlet Knights
50,"Gause, Quentin",Jr,LB,13,11,2.0,nan,nan,nan,Turnover Margin,2014-15,Rutgers Scarlet Knights
3,"Longa, Steve",So,LB,13,13,1.0,nan,nan,nan,Turnover Margin,2014-15,Rutgers Scarlet Knights
22,"Lambert, Quanzell",So,DL,13,0,2.0,nan,nan,nan,Turnover Margin,2014-15,Rutgers Scarlet Knights
29,"Jacobs, Davon",So,DB,13,1,nan,1.0,nan,nan,Turnover Margin,2014-15,Rutgers Scarlet Knights
53,"Pinnix-Odrick, Julian",So,DL,12,0,1.0,nan,nan,nan,Turnover Margin,2014-15,Rutgers Scarlet Knights
31,"Cioffi, Anthony",So,DB,12,5,1.0,2.0,nan,nan,Turnover Margin,2014-15,Rutgers Scarlet Knights
8,"Hicks, Josh",Fr,RB,12,1,1.0,nan,nan,nan,Turnover Margin,2014-15,Rutgers Scarlet Knights
7,"Martin, Robert",Fr,RB,12,2,nan,nan,1.0,nan,Turnover Margin,2014-15,Rutgers Scarlet Knights
32,"Goodwin, Justin",So,RB,11,3,nan,1.0,1.0,nan,Turnover Margin,2014-15,Rutgers Scarlet Knights
12,"Barnwell, Nadir",So,DB,10,6,1.0,nan,nan,nan,Turnover Margin,2014-15,Rutgers Scarlet Knights
88,"Patton, Andre",So,WR,9,4,nan,nan,1.0,nan,Turnover Margin,2014-15,Rutgers Scarlet Knights
1A,"Grant, Janarion",Fr,WR,13,0,nan,nan,1.0,nan,Turnover Margin,2013-14,Rutgers Scarlet Knights
80,"Peele, Ruhann",Fr,WR,13,4,1.0,1.0,nan,nan,Turnover Margin,2013-14,Rutgers Scarlet Knights
3,"Longa, Steve",Fr,LB,13,13,1.0,nan,nan,nan,Turnover Margin,2013-14,Rutgers Scarlet Knights
28,"Huggins, Savon",Jr,RB,13,3,nan,nan,nan,1.0,Turnover Margin,2013-14,Rutgers Scarlet Knights
50,"Gause, Quentin",So,LB,13,1,1.0,nan,nan,nan,Turnover Margin,2013-14,Rutgers Scarlet Knights
90,"Milewski, David",Jr,DL,13,1,2.0,nan,nan,nan,Turnover Margin,2013-14,Rutgers Scarlet Knights
18,"Deering, Jeremy",Sr,DB,13,10,nan,1.0,nan,nan,Turnover Margin,2013-14,Rutgers Scarlet Knights
46,"Burton, Michael",Jr,RB,13,10,nan,nan,1.0,nan,Turnover Margin,2013-14,Rutgers Scarlet Knights
7,"Pratt, Quron",Sr,WR,13,9,nan,nan,1.0,nan,Turnover Margin,2013-14,Rutgers Scarlet Knights
21,"Waters, Lorenzo",Jr,DB,12,11,1.0,1.0,nan,nan,Turnover Margin,2013-14,Rutgers Scarlet Knights
1C,"Barnwell, Nadir",Fr,DB,12,4,1.0,nan,nan,nan,Turnover Margin,2013-14,Rutgers Scarlet Knights
31,"Cioffi, Anthony",Fr,DB,12,5,1.0,nan,nan,nan,Turnover Margin,2013-14,Rutgers Scarlet Knights
91,"Hamilton, Darius",So,DL,12,12,1.0,nan,nan,nan,Turnover Margin,2013-14,Rutgers Scarlet Knights
2,"Glashen, Gareef",Jr,DB,11,6,nan,1.0,nan,nan,Turnover Margin,2013-14,Rutgers Scarlet Knights
32,"Goodwin, Justin",Fr,RB,11,2,nan,nan,1.0,1.0,Turnover Margin,2013-14,Rutgers Scarlet Knights
37,"Merrell, Jamal",Sr,LB,10,9,nan,2.0,nan,nan,Turnover Margin,2013-14,Rutgers Scarlet Knights
10,"Nova, Gary",Jr,QB,10,10,nan,nan,3.0,14.0,Turnover Margin,2013-14,Rutgers Scarlet Knights
34,"James, Paul",So,RB,9,8,nan,nan,1.0,nan,Turnover Margin,2013-14,Rutgers Scarlet Knights
19,"Dodd, Chas",Sr,QB,8,3,nan,nan,nan,6.0,Turnover Margin,2013-14,Rutgers Scarlet Knights
27,"Stephenson, Delon",Fr,DB,8,1,nan,1.0,nan,nan,Turnover Margin,2013-14,Rutgers Scarlet Knights
31,"Cioffi, Anthony",Sr,DB,11,11,nan,2.0,nan,nan,Turnover Margin,2016-17,Rutgers Scarlet Knights
32,"Goodwin, Justin",Sr,RB,11,6,nan,nan,2.0,nan,Turnover Margin,2016-17,Rutgers Scarlet Knights
59,"Davis Jr., Darnell",Jr,DL,11,8,2.0,nan,nan,nan,Turnover Margin,2016-17,Rutgers Scarlet Knights
88,"Patton, Andre",Sr,WR,11,10,nan,nan,1.0,nan,Turnover Margin,2016-17,Rutgers Scarlet Knights
23,"Bailey, Dacoven",Fr,WR,11,1,nan,nan,1.0,nan,Turnover Margin,2016-17,Rutgers Scarlet Knights
26,"Roberts, Deonte",So,LB,11,11,nan,1.0,nan,nan,Turnover Margin,2016-17,Rutgers Scarlet Knights
3,"Harris, Jawuan",Fr,WR,11,8,nan,nan,1.0,nan,Turnover Margin,2016-17,Rutgers Scarlet Knights
10,"Austin, Blessuan",So,DB,10,10,1.0,1.0,nan,nan,Turnover Margin,2016-17,Rutgers Scarlet Knights
18,"Hayes, Damon",Fr,DB,10,1,nan,1.0,nan,nan,Turnover Margin,2016-17,Rutgers Scarlet Knights
17,"Gray, K.J.",Fr,DB,9,0,2.0,1.0,nan,nan,Turnover Margin,2016-17,Rutgers Scarlet Knights
7,"Martin, Robert",Jr,RB,9,5,nan,nan,1.0,nan,Turnover Margin,2016-17,Rutgers Scarlet Knights
9,"Hampton, Saquan",So,DB,7,7,nan,1.0,nan,nan,Turnover Margin,2016-17,Rutgers Scarlet Knights
1G,"Rescigno, Giovanni",So,QB,6,5,nan,nan,2.0,5.0,Turnover Margin,2016-17,Rutgers Scarlet Knights
5,"Laviano, Chris",Jr,QB,6,6,nan,nan,2.0,1.0,Turnover Margin,2016-17,Rutgers Scarlet Knights
47,"Johnson, Isaiah",Sr,LB,4,0,1.0,nan,nan,nan,Turnover Margin,2016-17,Rutgers Scarlet Knights
1D,"Thompson, J.P.",Fr,DB,12,4,1.0,nan,nan,nan,Turnover Margin,2015-16,Rice Owls
13,"White, Destri",So,DB,12,8,1.0,nan,nan,nan,Turnover Margin,2015-16,Rice Owls
42,"Ellerbe, Emmanuel",So,LB,12,1,3.0,nan,nan,nan,Turnover Margin,2015-16,Rice Owls
51,"Godber, Peter",So,OL,12,12,1.0,nan,nan,nan,Turnover Margin,2015-16,Rice Owls
4D,"Lyons, Alex",Jr,LB,12,12,1.0,nan,nan,nan,Turnover Margin,2015-16,Rice Owls
35,"Turner, Luke",Sr,RB,12,1,1.0,nan,nan,nan,Turnover Margin,2015-16,Rice Owls
1,"Dillard, Darik",Jr,RB,12,6,nan,nan,2.0,nan,Turnover Margin,2015-16,Rice Owls
6D,"Espinosa, Zach",Sr,DB,12,7,nan,2.0,nan,nan,Turnover Margin,2015-16,Rice Owls
6,"Jackson, Driphus",Sr,QB,12,12,nan,nan,7.0,7.0,Turnover Margin,2015-16,Rice Owls
24,"Stewart, Samuel",Fr,RB,11,1,nan,nan,2.0,nan,Turnover Margin,2015-16,Rice Owls
3,"Davis, Jowan",So,RB,13,12,nan,nan,1.0,nan,Turnover Margin,2014-15,Rice Owls
43,"McGaskey, Tabari",So,LB,13,1,1.0,nan,nan,nan,Turnover Margin,2014-15,Rice Owls
