Jersey,Player,Pos,Yr,GP,GS,Year,Team
13,"Badet, Jeff",WR,Fr,10,5,2013-14,Kentucky  Wildcats
48,"Ballis, John",TE,Fr,0,0,2013-14,Kentucky  Wildcats
1C,"Blaylock, Zack",DB,So,0,0,2013-14,Kentucky  Wildcats
7,"Blaylock, Daron",DB,So,12,0,2013-14,Kentucky  Wildcats
8,"Blue, Javess",WR,Jr,11,11,2013-14,Kentucky  Wildcats
85,"Borden, Steven",TE,Jr,8,0,2013-14,Kentucky  Wildcats
10,"Brause, Tyler",LB,Jr,7,0,2013-14,Kentucky  Wildcats
34,"Brown, Kory",LB,Jr,3,1,2013-14,Kentucky  Wildcats
81,"Budde, Kyle",OL,Jr,1,0,2013-14,Kentucky  Wildcats
97,"Cobble, Mister",DL,Sr,12,12,2013-14,Kentucky  Wildcats
92,"Coleman, Christian",DL,Jr,2,0,2013-14,Kentucky  Wildcats
23,"Collins, Daryl",WR,So,6,1,2013-14,Kentucky  Wildcats
1D,"Cox, Rodney",DB,So,0,0,2013-14,Kentucky  Wildcats
62,"Davenport, Tyler",OL,Jr,0,0,2013-14,Kentucky  Wildcats
60,"Davis, Alvin",DL,Jr,11,0,2013-14,Kentucky  Wildcats
63,"Davis, Bill",OL,So,0,0,2013-14,Kentucky  Wildcats
28,"Dixon, Eric",DB,Jr,12,7,2013-14,Kentucky  Wildcats
50,"Douglas, Mike",DL,Jr,12,0,2013-14,Kentucky  Wildcats
26,"Dunn, Tre",LB,Jr,12,0,2013-14,Kentucky  Wildcats
2A,"Dupree, Alvin",DL,Jr,11,9,2013-14,Kentucky  Wildcats
76,"Eatmon-Nared, Teven",OL,Jr,10,1,2013-14,Kentucky  Wildcats
18,"Faulkner, Glenn",DB,So,12,2,2013-14,Kentucky  Wildcats
83,"Fogle, Cameron",WR,Fr,0,0,2013-14,Kentucky  Wildcats
8A,"Forrest, Josh",LB,So,12,0,2013-14,Kentucky  Wildcats
9A,"Foster, Landon",P,So,12,0,2013-14,Kentucky  Wildcats
25,"George, Jonathan",RB,Sr,10,0,2013-14,Kentucky  Wildcats
31,"Giddens, John",RB,So,0,0,2013-14,Kentucky  Wildcats
64,"Godby, Max",OL,Jr,7,2,2013-14,Kentucky  Wildcats
71,"Gruenschlaeger, Jack",OL,So,10,0,2013-14,Kentucky  Wildcats
20,"Harris, Josh",DB,Fr,1,0,2013-14,Kentucky  Wildcats
6A,"Hatcher, Jason",DL,Fr,0,0,2013-14,Kentucky  Wildcats
68,"Haynes, Nick",OL,Fr,0,0,2013-14,Kentucky  Wildcats
22,"Henderson, Khalid",LB,So,12,7,2013-14,Kentucky  Wildcats
87,"Herrick, Joey",WR,So,7,0,2013-14,Kentucky  Wildcats
91,"Huguenin, Farrington",DL,So,12,1,2013-14,Kentucky  Wildcats
66,"Hyde, Jacob",DL,Fr,0,0,2013-14,Kentucky  Wildcats
19,"Hytchye, Jaleel",DB,Fr,8,1,2013-14,Kentucky  Wildcats
49,"Irgang, Robby",LB,Fr,0,0,2013-14,Kentucky  Wildcats
51,"Johnson, Tristian",DL,Sr,11,0,2013-14,Kentucky  Wildcats
47,"Johnson, Jabari",LB,So,0,0,2013-14,Kentucky  Wildcats
43,"Jones, Cody",RB,Sr,11,0,2013-14,Kentucky  Wildcats
3A,"Kemp, Jojo",RB,Fr,12,3,2013-14,Kentucky  Wildcats
82,"Kendrick, Anthony",TE,Sr,12,1,2013-14,Kentucky  Wildcats
1B,"Leet, Jared",WR,So,10,0,2013-14,Kentucky  Wildcats
6,"Legree, A.J.",WR,So,12,2,2013-14,Kentucky  Wildcats
90,"Lewis, Melvin",DL,Jr,0,0,2013-14,Kentucky  Wildcats
1F,"Lewis, Cody",DB,Fr,0,0,2013-14,Kentucky  Wildcats
46,"Ligon, Patrick",TE,Sr,3,0,2013-14,Kentucky  Wildcats
58,"Love, Shaquille",OL,So,3,0,2013-14,Kentucky  Wildcats
5,"Lowery, Ashely",DB,Jr,12,12,2013-14,Kentucky  Wildcats
1G,"MacGinnis, Austin",K,Fr,0,0,2013-14,Kentucky  Wildcats
88,"Mansour, Joe",K,Sr,12,0,2013-14,Kentucky  Wildcats
59,"Mason, Kelly",OL,So,11,0,2013-14,Kentucky  Wildcats
24,"McClain, Blake",DB,Fr,12,11,2013-14,Kentucky  Wildcats
35,"McCray, Jerry",RB,Fr,0,0,2013-14,Kentucky  Wildcats
54,"McDuffen, Malcolm",LB,Jr,10,0,2013-14,Kentucky  Wildcats
1E,"McKinley, Cantrell",DB,Jr,0,0,2013-14,Kentucky  Wildcats
15,"McWilson, Marcus",DB,Fr,8,0,2013-14,Kentucky  Wildcats
73,"Meadows, Kyle",OL,Fr,0,0,2013-14,Kentucky  Wildcats
96,"Meant, Reggie",DL,Fr,0,0,2013-14,Kentucky  Wildcats
69,"Meyers, Ramsey",OL,Fr,0,0,2013-14,Kentucky  Wildcats
77,"Miller, Darrian",OL,Jr,12,12,2013-14,Kentucky  Wildcats
79,"Mitchell, Kevin",OL,Sr,12,12,2013-14,Kentucky  Wildcats
33,"Mobley, Dyshawn",RB,So,12,2,2013-14,Kentucky  Wildcats
17,"Montgomery, Alexander",WR,Fr,8,1,2013-14,Kentucky  Wildcats
74,"Mosier, Cole",OL,Fr,0,0,2013-14,Kentucky  Wildcats
57,"Myers, Zach",OL,Fr,2,1,2013-14,Kentucky  Wildcats
95,"Newton, Langston",DL,Fr,1,0,2013-14,Kentucky  Wildcats
41,"Paschal, Travaughn",DL,Jr,9,6,2013-14,Kentucky  Wildcats
12,"Phillips, Reese",QB,Fr,0,0,2013-14,Kentucky  Wildcats
16,"Quinn, Cody",DB,So,10,6,2013-14,Kentucky  Wildcats
89,"Robinson, Tyler",TE,Sr,7,0,2013-14,Kentucky  Wildcats
9,"Robinson, Demarco",WR,Jr,10,6,2013-14,Kentucky  Wildcats
99,"Rumph, Donte",DL,Sr,12,11,2013-14,Kentucky  Wildcats
4,"Sanders, Raymond",RB,Sr,11,8,2013-14,Kentucky  Wildcats
29,"Sheehan, Austin",WR,Fr,0,0,2013-14,Kentucky  Wildcats
80,"Shields, Ronnie",TE,Jr,7,2,2013-14,Kentucky  Wildcats
38,"Simmons, Eric",DB,Jr,2,0,2013-14,Kentucky  Wildcats
32,"Simpson, Miles",LB,Jr,12,0,2013-14,Kentucky  Wildcats
11,"Smith, Maxwell",QB,So,9,4,2013-14,Kentucky  Wildcats
94,"Smith, Za'Darius",DL,Jr,12,12,2013-14,Kentucky  Wildcats
42,"Smith, Erico",DB,So,0,0,2013-14,Kentucky  Wildcats
70,"Swindle, Jordan",OL,So,12,12,2013-14,Kentucky  Wildcats
84,"Thompson, Miles",WR,Fr,0,0,2013-14,Kentucky  Wildcats
3,"Tiller, Fred",DB,So,12,10,2013-14,Kentucky  Wildcats
1,"Timmons, Ryan",WR,Fr,11,6,2013-14,Kentucky  Wildcats
72,"Toth, Jon",OL,Fr,12,11,2013-14,Kentucky  Wildcats
14,"Towles, Patrick",QB,So,0,0,2013-14,Kentucky  Wildcats
37,"Tyler, Dakotah",DB,Sr,9,0,2013-14,Kentucky  Wildcats
39,"Warren, D.J.",RB,Jr,12,1,2013-14,Kentucky  Wildcats
55,"Watson, Jordan",OL,Fr,0,0,2013-14,Kentucky  Wildcats
75,"West, Zach",OL,So,11,8,2013-14,Kentucky  Wildcats
2,"Whitlow, Jalen",QB,So,12,9,2013-14,Kentucky  Wildcats
27,"Williams, R.J.",DB,Jr,2,0,2013-14,Kentucky  Wildcats
78,"Williams, Zane",DL,Fr,0,0,2013-14,Kentucky  Wildcats
36,"Williams, Jerry",DB,So,0,0,2013-14,Kentucky  Wildcats
40,"Williamson, Avery",LB,Sr,12,12,2013-14,Kentucky  Wildcats
21,"Willis, Nate",DB,Jr,9,8,2013-14,Kentucky  Wildcats
87,"Witt, Lucas",nan,nan,0,0,2013-14,Kentucky  Wildcats
1A,"Witthuhn, Jeff",RB,Fr,0,0,2013-14,Kentucky  Wildcats
96,"Abadi-Fitzgerald, Abule",DL,Fr,0,0,2017-18,Kentucky  Wildcats
2A,"Ajian, Tyrell",DB,Fr,0,0,2017-18,Kentucky  Wildcats
82,"Ali, Josh",WR,Fr,8,0,2017-18,Kentucky  Wildcats
41,"Allen, Josh",LB,Jr,12,11,2017-18,Kentucky  Wildcats
64,"Asafo-Adjei, George",OL,Jr,12,7,2017-18,Kentucky  Wildcats
8,"Baity, Derrick",DB,Jr,12,11,2017-18,Kentucky  Wildcats
2,"Baker, Dorian",WR,Sr,0,0,2017-18,Kentucky  Wildcats
45,"Bannerman, Jaylin",TE,So,0,0,2017-18,Kentucky  Wildcats
7,"Barker, Drew",QB,Jr,3,0,2017-18,Kentucky  Wildcats
39,"Barnett, Elijah",LB,So,0,0,2017-18,Kentucky  Wildcats
55,"Baumer, David",OL,Jr,5,0,2017-18,Kentucky  Wildcats
28,"Beckham, Kei",DB,So,2,0,2017-18,Kentucky  Wildcats
2B,"Berezowitz, Bryan",WR,So,0,0,2017-18,Kentucky  Wildcats
23,"Berezowitz, Brayden",WR,So,0,0,2017-18,Kentucky  Wildcats
53,"Best, Blake",LS,Jr,10,0,2017-18,Kentucky  Wildcats
3B,"Blackburn, Spencer",DB,Fr,0,0,2017-18,Kentucky  Wildcats
43,"Blue, Logan",LB,Jr,0,0,2017-18,Kentucky  Wildcats
9Q,"Bohanna, Quinton",DL,Fr,11,2,2017-18,Kentucky  Wildcats
6,"Bone, Blake",WR,Sr,11,3,2017-18,Kentucky  Wildcats
47,"Bonner, Jordan",LB,Jr,4,0,2017-18,Kentucky  Wildcats
33,"Bouvier, David",WR,Jr,5,0,2017-18,Kentucky  Wildcats
1,"Bowden Jr., Lynn",WR,Fr,12,0,2017-18,Kentucky  Wildcats
32,"Brown, Eli",LB,So,11,5,2017-18,Kentucky  Wildcats
95,"Butler, Miles",K,Jr,4,2,2017-18,Kentucky  Wildcats
90,"Carter, T.J.",DL,So,12,12,2017-18,Kentucky  Wildcats
1C,"Clark, Danny",QB,Fr,1,0,2017-18,Kentucky  Wildcats
87,"Conrad, C.J.",TE,Jr,11,10,2017-18,Kentucky  Wildcats
29,"Corker, Yusuf",DB,Fr,0,0,2017-18,Kentucky  Wildcats
9C,"Cross, Ja'Quize",DL,So,0,0,2017-18,Kentucky  Wildcats
33,"Daido, John",TE,Fr,1,0,2017-18,Kentucky  Wildcats
20,"Daniel, Kengera",DL,Jr,11,0,2017-18,Kentucky  Wildcats
56,"Daniel, Kash",LB,So,11,0,2017-18,Kentucky  Wildcats
44,"Davis, Jamin",LB,Fr,0,0,2017-18,Kentucky  Wildcats
76,"Dolcine, Sebastien",OL,Fr,0,0,2017-18,Kentucky  Wildcats
27,"Dort Jr., Cedrick",DB,Fr,8,0,2017-18,Kentucky  Wildcats
61,"Dotson, Austin",OL,Fr,0,0,2017-18,Kentucky  Wildcats
98,"Dubose, Tymere",DL,Jr,5,0,2017-18,Kentucky  Wildcats
7E,"Edwards, Mike",DB,Jr,12,12,2017-18,Kentucky  Wildcats
69,"Elam, Matt",DL,Sr,9,1,2017-18,Kentucky  Wildcats
81,"Epps, Isaiah",WR,Fr,12,0,2017-18,Kentucky  Wildcats
79,"Fortner, Luke",OL,So,8,0,2017-18,Kentucky  Wildcats
37,"Foy, Spencer",LB,Jr,0,0,2017-18,Kentucky  Wildcats
17,"Gilliam, Tobias",DB,So,5,0,2017-18,Kentucky  Wildcats
62,"Greenberg, Dylan",OL,Sr,0,0,2017-18,Kentucky  Wildcats
3,"Griffin, Jordan",DB,So,12,1,2017-18,Kentucky  Wildcats
85,"Hart, Greg",TE,Sr,12,2,2017-18,Kentucky  Wildcats
68,"Haynes, Nick",OL,Sr,8,6,2017-18,Kentucky  Wildcats
3H,"Henschen, Patrick",TE,Fr,0,0,2017-18,Kentucky  Wildcats
40,"High, Jackson",LB,Fr,0,0,2017-18,Kentucky  Wildcats
12,"Hoak, Gunnar",QB,So,0,0,2017-18,Kentucky  Wildcats
2H,"Holmes, Aamir",DB,Fr,0,0,2017-18,Kentucky  Wildcats
92,"Hoskins, Phil",DL,So,6,0,2017-18,Kentucky  Wildcats
13,"Hughes, Zy'Aire",DB,So,7,0,2017-18,Kentucky  Wildcats
36,"Hyde, Jacob",DL,Sr,0,0,2017-18,Kentucky  Wildcats
2J,"Jackson, Jack",DB,So,1,0,2017-18,Kentucky  Wildcats
52,"Jackson, Drake",OL,So,9,6,2017-18,Kentucky  Wildcats
3J,"Johnson, Zach",RB,So,7,0,2017-18,Kentucky  Wildcats
15,"Johnson, Stephen",QB,Sr,12,12,2017-18,Kentucky  Wildcats
9,"Johnson, Garrett",WR,Sr,12,12,2017-18,Kentucky  Wildcats
6J,"Johnson Jr., Lonnie",DB,Jr,12,4,2017-18,Kentucky  Wildcats
34,"Jones, Jordan",LB,Jr,8,7,2017-18,Kentucky  Wildcats
2K,"Kendall, Ryan",WR,Jr,0,0,2017-18,Kentucky  Wildcats
22,"King, Sihiem",RB,Jr,12,0,2017-18,Kentucky  Wildcats
58,"King, Alex",LB,Fr,1,0,2017-18,Kentucky  Wildcats
24,"Koback, Bryant",RB,Fr,0,0,2017-18,Kentucky  Wildcats
49,"Layne, Branden",LB,Fr,0,0,2017-18,Kentucky  Wildcats
75,"Leavitt, Tate",OL,Sr,0,0,2017-18,Kentucky  Wildcats
59,"Looney, Kordell",DL,So,10,0,2017-18,Kentucky  Wildcats
51,"Love, Courtney",LB,Sr,12,12,2017-18,Kentucky  Wildcats
99,"MacGinnis, Austin",K,Sr,12,0,2017-18,Kentucky  Wildcats
3M,"Mahone, William",RB,Sr,0,0,2017-18,Kentucky  Wildcats
86,"McKinniss, Grant",P,So,0,0,2017-18,Kentucky  Wildcats
73,"Meadows, Kyle",OL,Sr,12,12,2017-18,Kentucky  Wildcats
9M,"Middleton, Adrian",DL,Jr,12,12,2017-18,Kentucky  Wildcats
84,"Moushey, Charles",WR,Sr,12,0,2017-18,Kentucky  Wildcats
38,"Nalty, William",LB,Fr,0,0,2017-18,Kentucky  Wildcats
2N,"Nesbitt, Michael",DB,Fr,0,0,2017-18,Kentucky  Wildcats
9P,"Pack, Tyler",K,So,1,0,2017-18,Kentucky  Wildcats
93,"Panton, Matthew",K,Sr,11,0,2017-18,Kentucky  Wildcats
4,"Paschal, Joshua",LB,Fr,12,0,2017-18,Kentucky  Wildcats
77,"Pringle, Naquez",DL,Sr,12,7,2017-18,Kentucky  Wildcats
5,"Randolph, Kendall",DB,Sr,12,6,2017-18,Kentucky  Wildcats
80,"Richardson, Javonte",WR,Fr,0,0,2017-18,Kentucky  Wildcats
11,"Richardson, Tavin",WR,So,12,7,2017-18,Kentucky  Wildcats
83,"Rigg, Justin",TE,So,12,0,2017-18,Kentucky  Wildcats
9R,"Robinson, Davonte",DB,So,12,1,2017-18,Kentucky  Wildcats
89,"Roden, Will",TE,Fr,0,0,2017-18,Kentucky  Wildcats
10,"Rose, Asim",RB,So,6,0,2017-18,Kentucky  Wildcats
19,"Ross, Kayaune",WR,Sr,12,9,2017-18,Kentucky  Wildcats
46,"Schlegel, Drew",LB,So,0,0,2017-18,Kentucky  Wildcats
48,"Slusher, Brett",DB,So,0,0,2017-18,Kentucky  Wildcats
26,"Snell, Benny",RB,So,12,12,2017-18,Kentucky  Wildcats
65,"Stallings, Jervontius",OL,Jr,11,11,2017-18,Kentucky  Wildcats
71,"Stenberg, Logan",OL,So,12,12,2017-18,Kentucky  Wildcats
91,"Taylor Jr., Calvin",DL,So,10,0,2017-18,Kentucky  Wildcats
18,"Thomas Jr., Clevan",WR,Fr,8,0,2017-18,Kentucky  Wildcats
2T,"Turks, Harold",RB,So,0,0,2017-18,Kentucky  Wildcats
16,"Walker, Marcus",DB,So,11,0,2017-18,Kentucky  Wildcats
88,"Walker, Charles",WR,Sr,11,5,2017-18,Kentucky  Wildcats
35,"Ware, Denzil",DL,Jr,12,7,2017-18,Kentucky  Wildcats
66,"Watkins, Naasir",OL,Fr,0,0,2017-18,Kentucky  Wildcats
3W,"Watson, Jamar",LB,So,10,0,2017-18,Kentucky  Wildcats
25,"West, Darius",DB,Jr,12,11,2017-18,Kentucky  Wildcats
21,"Westry, Chris",DB,Jr,12,8,2017-18,Kentucky  Wildcats
97,"Whittaker, Chris",DL,Fr,0,0,2017-18,Kentucky  Wildcats
7W,"Wolfe, Mason",OL,So,10,0,2017-18,Kentucky  Wildcats
2W,"Wood, Walker",QB,Fr,0,0,2017-18,Kentucky  Wildcats
1W,"Wright, Jordan",LB,Fr,0,0,2017-18,Kentucky  Wildcats
14,"Wright, Luke",QB,Jr,0,0,2017-18,Kentucky  Wildcats
42,"Yeomans, Tristan",LS,Jr,12,0,2017-18,Kentucky  Wildcats
67,"Young, Landon",OL,So,12,6,2017-18,Kentucky  Wildcats
5H,"Abdul-Aziz, Jabrail",OL,So,0,0,2016-17,LSU Fighting Tigers
33,"Adams, Jamal",DB,Jr,12,12,2016-17,LSU Fighting Tigers
48,"Alexander, Donnie",LB,Jr,12,2,2016-17,LSU Fighting Tigers
95,"Alexander, Ed",DL,Fr,11,0,2016-17,LSU Fighting Tigers
74,"Allen, Willie",OL,Fr,1,0,2016-17,LSU Fighting Tigers
11,"Anderson, Dee",WR,Fr,11,2,2016-17,LSU Fighting Tigers
5I,"Ballis, John",OL,Sr,1,0,2016-17,LSU Fighting Tigers
26,"Battle, John",DB,Jr,12,7,2016-17,LSU Fighting Tigers
52,"Beckwith, Kendell",LB,Sr,10,10,2016-17,LSU Fighting Tigers
76,"Boutte, Josh",OL,Sr,11,11,2016-17,LSU Fighting Tigers
46,"Bower, Tashawn",LB,Sr,12,4,2016-17,LSU Fighting Tigers
4,"Brossette, Nick",RB,So,12,0,2016-17,LSU Fighting Tigers
78,"Brumfield, Garrett",OL,So,11,0,2016-17,LSU Fighting Tigers
58,"Burns, Hunter",LB,Jr,0,0,2016-17,LSU Fighting Tigers
71,"Campbell, Donavaughn",OL,Fr,4,0,2016-17,LSU Fighting Tigers
82,"Chark, DJ",WR,Jr,12,6,2016-17,LSU Fighting Tigers
64,"Clapp, William",OL,So,11,11,2016-17,LSU Fighting Tigers
98,"Clark, Deondre",DL,Jr,6,0,2016-17,LSU Fighting Tigers
5E,"Cody, Roshon",OL,Fr,0,0,2016-17,LSU Fighting Tigers
34,"Culp, Connor",K,Fr,0,0,2016-17,LSU Fighting Tigers
79,"Cushenberry, Lloyd",OL,Fr,0,0,2016-17,LSU Fighting Tigers
25,"Davis, Drake",WR,Fr,6,0,2016-17,LSU Fighting Tigers
42,"Delahoussaye, Colby",K,Sr,12,0,2016-17,LSU Fighting Tigers
1B,"Dickens, Micah",DB,So,0,0,2016-17,LSU Fighting Tigers
19,"Dillon, Derrick",WR,Fr,8,0,2016-17,LSU Fighting Tigers
45,"Divinity Jr., Michael",LB,Fr,9,0,2016-17,LSU Fighting Tigers
72,"Dodd, Andy",OL,Jr,6,1,2016-17,LSU Fighting Tigers
41,"Ducre, David",RB,So,5,0,2016-17,LSU Fighting Tigers
15,"Dupre, Malachi",WR,Jr,12,9,2016-17,LSU Fighting Tigers
83,"Dural, Travin",WR,Sr,11,8,2016-17,LSU Fighting Tigers
16,"Etling, Danny",QB,Jr,11,10,2016-17,LSU Fighting Tigers
50,"Ferguson, Blake",OL,Fr,12,0,2016-17,LSU Fighting Tigers
86,"Ferguson, Jazz",WR,So,6,1,2016-17,LSU Fighting Tigers
27,"Fournette, Lanard",RB,Fr,3,0,2016-17,LSU Fighting Tigers
7,"Fournette, Leonard",RB,Jr,7,6,2016-17,LSU Fighting Tigers
22,"Fulton, Kristian",DB,Fr,3,0,2016-17,LSU Fighting Tigers
39,"Gage, Russell",WR,Jr,11,4,2016-17,LSU Fighting Tigers
3C,"Gallman, Trey",RB,So,0,0,2016-17,LSU Fighting Tigers
36,"Gamble, Cameron",K,Jr,12,0,2016-17,LSU Fighting Tigers
99,"Gilmore, Greg",DL,Jr,12,12,2016-17,LSU Fighting Tigers
57,"Godchaux, Davon",DL,Jr,12,12,2016-17,LSU Fighting Tigers
3E,"Gonsulin, Jack",K,Fr,2,0,2016-17,LSU Fighting Tigers
38,"Growden, Josh",P,Fr,12,0,2016-17,LSU Fighting Tigers
5,"Guice, Derrius",RB,So,12,6,2016-17,LSU Fighting Tigers
59,"Harper, Jordan",DL,Sr,0,0,2016-17,LSU Fighting Tigers
6,"Harris, Brandon",QB,Jr,4,2,2016-17,LSU Fighting Tigers
3D,"Henry, Reshaud",RB,So,2,0,2016-17,LSU Fighting Tigers
97,"Herron, Frank",DL,Jr,10,0,2016-17,LSU Fighting Tigers
1,"Jackson, Donte",DB,So,12,11,2016-17,LSU Fighting Tigers
9,"Jefferson, Rickey",DB,Sr,5,5,2016-17,LSU Fighting Tigers
81,"Jeter, Colin",TE,Sr,12,8,2016-17,LSU Fighting Tigers
3A,"Jones, Justin",WR,Fr,0,0,2016-17,LSU Fighting Tigers
5D,"Kairdolf, Justin",DL,Fr,0,0,2016-17,LSU Fighting Tigers
49,"Key, Arden",LB,So,11,10,2016-17,LSU Fighting Tigers
91,"LaCouture, Christian",DL,Sr,0,0,2016-17,LSU Fighting Tigers
2A,"LaForge, Trey",QB,Fr,0,0,2016-17,LSU Fighting Tigers
4H,"Lamarque, Ronnie",RB,Fr,0,0,2016-17,LSU Fighting Tigers
2I,"Landrum, Louis",WR,Fr,0,0,2016-17,LSU Fighting Tigers
90,"Lawrence, Rashard",DL,Fr,9,0,2016-17,LSU Fighting Tigers
17,"Lewis, Xavier",DB,So,11,0,2016-17,LSU Fighting Tigers
31,"Lewis, Cameron",DB,Fr,1,0,2016-17,LSU Fighting Tigers
8A,"Lewis, Caleb",QB,Fr,0,0,2016-17,LSU Fighting Tigers
96,"Logan, Glen",DL,Fr,0,0,2016-17,LSU Fighting Tigers
54,"Luke, Rory",OL,Fr,0,0,2016-17,LSU Fighting Tigers
73,"Magee, Adrian",OL,Fr,3,0,2016-17,LSU Fighting Tigers
63,"Malone, KJ",OL,Jr,12,12,2016-17,LSU Fighting Tigers
87,"Martin, Sci",DL,Fr,5,0,2016-17,LSU Fighting Tigers
12,"McMillan, Justin",QB,Fr,1,0,2016-17,LSU Fighting Tigers
62,"Mikush, Justin",OL,So,0,0,2016-17,LSU Fighting Tigers
30,"Monroe, Eric",DB,Fr,1,0,2016-17,LSU Fighting Tigers
44,"Moore, John David",TE,Jr,12,3,2016-17,LSU Fighting Tigers
84,"Moreau, Foster",TE,So,11,3,2016-17,LSU Fighting Tigers
47,"Mouton, Bry'Kiethon",RB,So,4,0,2016-17,LSU Fighting Tigers
92,"Neal, Lewis",DL,Sr,12,12,2016-17,LSU Fighting Tigers
93,"Newsome, Seth",DL,Fr,0,0,2016-17,LSU Fighting Tigers
68,"Okeke, Chidi",OL,Fr,10,0,2016-17,LSU Fighting Tigers
3J,"Ostrom, Michael",WR,Fr,0,0,2016-17,LSU Fighting Tigers
21,"Paris, Ed",DB,Jr,12,2,2016-17,LSU Fighting Tigers
56,"Patterson, M.J.",DL,Jr,0,0,2016-17,LSU Fighting Tigers
80,"Pettigrew, Jamal",TE,Fr,0,0,2016-17,LSU Fighting Tigers
77,"Pocic, Ethan",OL,Sr,12,12,2016-17,LSU Fighting Tigers
2B,"Raborn, Bailey",P,Fr,0,0,2016-17,LSU Fighting Tigers
40,"Riley, Duke",LB,Sr,12,12,2016-17,LSU Fighting Tigers
60,"Roberts, Marcus",DL,Sr,0,0,2016-17,LSU Fighting Tigers
85,"Roddy, Caleb",TE,Fr,12,0,2016-17,LSU Fighting Tigers
51,"Rucker, Jonathan",LB,Jr,12,0,2016-17,LSU Fighting Tigers
65,"Savage, Jakori",OL,Fr,0,0,2016-17,LSU Fighting Tigers
1G,"Scheyd, Tiger",QB,So,0,0,2016-17,LSU Fighting Tigers
14,"Scott Jr., Lindsey",QB,Fr,0,0,2016-17,LSU Fighting Tigers
69,"Simmers, Turner",OL,So,0,0,2016-17,LSU Fighting Tigers
8,"Smith, Saivion",DB,Fr,10,0,2016-17,LSU Fighting Tigers
89,"Smith, Desean",TE,Sr,12,2,2016-17,LSU Fighting Tigers
10,"Sullivan, Stephen",WR,Fr,8,0,2016-17,LSU Fighting Tigers
2G,"Surtain, Brandon",DB,Sr,0,0,2016-17,LSU Fighting Tigers
75,"Teuhema, Maea",OL,So,12,10,2016-17,LSU Fighting Tigers
13,"Thomas, Dwayne",DB,Sr,12,3,2016-17,LSU Fighting Tigers
23,"Thompson, Corey",LB,Sr,0,0,2016-17,LSU Fighting Tigers
43,"Thornton, Ray",LB,Fr,0,0,2016-17,LSU Fighting Tigers
2,"Toliver II, Kevin",DB,So,7,5,2016-17,LSU Fighting Tigers
55,"Valentine, Travonte",DL,So,5,0,2016-17,LSU Fighting Tigers
4F,"Von Ronseberg, Zach",P,Fr,0,0,2016-17,LSU Fighting Tigers
35,"Voohries, Devin",LB,Jr,12,0,2016-17,LSU Fighting Tigers
4A,"Wallace, Abraham",DB,So,6,0,2016-17,LSU Fighting Tigers
88,"Washington, Jacory",TE,So,1,0,2016-17,LSU Fighting Tigers
94,"Washington, Isaiah",LB,So,0,0,2016-17,LSU Fighting Tigers
66,"Weathersby, Toby",OL,So,8,3,2016-17,LSU Fighting Tigers
18,"White, Tre'Davious",DB,Sr,12,12,2016-17,LSU Fighting Tigers
24,"White, Devin",LB,Fr,12,0,2016-17,LSU Fighting Tigers
29,"Williams, Andraez",DB,Fr,0,0,2016-17,LSU Fighting Tigers
28,"Williams, Darrel",RB,Jr,11,2,2016-17,LSU Fighting Tigers
32,"Williams, Jalen",WR,Fr,0,0,2016-17,LSU Fighting Tigers
8E,"Abdul-Aziz, Jamil",DL,Fr,0,0,2017-18,LSU Fighting Tigers
5H,"Abdul-Aziz, Jabrail",OL,Jr,0,0,2017-18,LSU Fighting Tigers
48,"Alexander, Donnie",LB,Sr,9,8,2017-18,LSU Fighting Tigers
95,"Alexander, Ed",DL,So,9,1,2017-18,LSU Fighting Tigers
11,"Anderson, Dee",WR,So,7,0,2017-18,LSU Fighting Tigers
46,"Anthony, Andre",LB,Fr,0,0,2017-18,LSU Fighting Tigers
26,"Battle, John",DB,Jr,11,11,2017-18,LSU Fighting Tigers
8G,"Beckwith, Justin",WR,Fr,0,0,2017-18,LSU Fighting Tigers
15,"Brennan, Myles",QB,Fr,6,0,2017-18,LSU Fighting Tigers
4,"Brossette, Nick",RB,Jr,12,1,2017-18,LSU Fighting Tigers
78,"Brumfield, Garrett",OL,Jr,12,12,2017-18,LSU Fighting Tigers
71,"Campbell, Donavaughn",OL,So,1,0,2017-18,LSU Fighting Tigers
44,"Carter, Tory",TE,Fr,11,1,2017-18,LSU Fighting Tigers
4K,"Chaisson, K'Lavon",LB,Fr,11,3,2017-18,LSU Fighting Tigers
7,"Chark, DJ",WR,Sr,12,8,2017-18,LSU Fighting Tigers
77,"Charles, Saahdiq",OL,Fr,12,8,2017-18,LSU Fighting Tigers
4E,"Clapp, Matt",TE,Fr,0,0,2017-18,LSU Fighting Tigers
64,"Clapp, William",OL,Jr,12,12,2017-18,LSU Fighting Tigers
98,"Clark, Deondre",DL,Sr,3,0,2017-18,LSU Fighting Tigers
34,"Culp, Connor",K,Fr,9,0,2017-18,LSU Fighting Tigers
79,"Cushenberry, Lloyd",OL,Fr,10,0,2017-18,LSU Fighting Tigers
14,"Davis, Drake",WR,So,12,1,2017-18,LSU Fighting Tigers
76,"Deculus, Austin",OL,Fr,12,0,2017-18,LSU Fighting Tigers
9,"Delpit, Grant",DB,Fr,12,9,2017-18,LSU Fighting Tigers
1B,"Dickens, Micah",DB,Sr,0,0,2017-18,LSU Fighting Tigers
19,"Dillon, Derrick",WR,So,12,3,2017-18,LSU Fighting Tigers
