Year,Team,GP,G,PBU,Int,IntRetTDs,IntRYds,PDef,OffenseDefense
2015-16,Houston,14,14,66,21,3,342,87,Offense
2015-16,Houston,0,14,40,7,nan,67,47,Defensive
2016-17,Houston,13,13,52,7,2,132,59,Offense
2016-17,Houston,0,13,41,15,2,211,56,Defensive
2017-18,Houston,11,11,39,14,1,292,53,Offense
2017-18,Houston,0,11,31,11,nan,112,42,Defensive
2013-14,Houston,13,13,55,25,2,305,80,Offense
2013-14,Houston,0,13,76,10,nan,97,86,Defensive
2014-15,Houston,13,13,41,19,1,286,60,Offense
2014-15,Houston,0,13,37,15,nan,108,52,Defensive
2015-16,Houston,14,14,66,21,3,342,87,Offense
2015-16,Houston,0,14,40,7,nan,67,47,Defensive
2016-17,Houston,13,13,52,7,2,132,59,Offense
2016-17,Houston,0,13,41,15,2,211,56,Defensive
2017-18,Houston,11,11,39,14,1,292,53,Offense
2017-18,Houston,0,11,31,11,nan,112,42,Defensive
2013-14,Houston,13,13,55,25,2,305,80.00,Offense
2013-14,Houston,0,13,76,10,nan,97,86.00,Defensive
2014-15,Houston,13,13,41,19,1,286,60.00,Offense
2014-15,Houston,0,13,37,15,nan,108,52.00,Defensive
2015-16,Houston,14,14,66,21,3,342,87.00,Offense
2015-16,Houston,0,14,40,7,nan,67,47.00,Defensive
2016-17,Houston,13,13,52,7,2,132,59.00,Offense
2016-17,Houston,0,13,41,15,2,211,56.00,Defensive
2017-18,Houston,11,11,39,14,1,292,53.00,Offense
2017-18,Houston,0,11,31,11,nan,112,42.00,Defensive
2013-14,Hawaii,12,12,47,9,1,85,56,Offense
2013-14,Hawaii,0,12,66,22,3,314,88,Defensive
2014-15,Hawaii,13,13,30,11,nan,139,41,Offense
2014-15,Hawaii,0,13,67,14,nan,136,81,Defensive
2015-16,Hawaii,13,13,40,3,nan,36,43,Offense
2015-16,Hawaii,0,13,77,21,nan,246,98,Defensive
2016-17,Hawaii,14,14,27,11,1,78,38,Offense
2016-17,Hawaii,0,14,64,15,4,281,79,Defensive
2017-18,Hawaii,12,12,27,9,1,130,36,Offense
2017-18,Hawaii,0,12,54,8,1,79,62,Defensive
2013-14,Hawaii,12,12,47,9,1,85,56,Offense
2013-14,Hawaii,0,12,66,22,3,314,88,Defensive
2014-15,Hawaii,13,13,30,11,nan,139,41,Offense
2014-15,Hawaii,0,13,67,14,nan,136,81,Defensive
2015-16,Hawaii,13,13,40,3,nan,36,43,Offense
2015-16,Hawaii,0,13,77,21,nan,246,98,Defensive
2016-17,Hawaii,14,14,27,11,1,78,38,Offense
2016-17,Hawaii,0,14,64,15,4,281,79,Defensive
2017-18,Hawaii,12,12,27,9,1,130,36,Offense
2017-18,Hawaii,0,12,54,8,1,79,62,Defensive
2013-14,Kansas St.,13,13,51,17,3,401,68.00,Offense
2013-14,Kansas St.,0,13,17,13,1,220,30.00,Defensive
2014-15,Kansas St.,13,13,45,15,1,42,60.00,Offense
2014-15,Kansas St.,0,13,39,8,1,115,47.00,Defensive
2015-16,Kansas St.,13,13,42,5,nan,2,47.00,Offense
2015-16,Kansas St.,0,13,50,13,2,162,63.00,Defensive
2016-17,Kansas St.,13,13,44,16,3,205,60.00,Offense
2016-17,Kansas St.,0,13,43,5,nan,59,48.00,Defensive
2017-18,Kansas St.,12,12,50,12,2,130,62.00,Offense
2017-18,Kansas St.,0,12,28,7,nan,94,35.00,Defensive
2013-14,Kansas St.,13,13,51,17,3,401,68.00,Offense
2013-14,Kansas St.,0,13,17,13,1,220,30.00,Defensive
2014-15,Kansas St.,13,13,45,15,1,42,60.00,Offense
2014-15,Kansas St.,0,13,39,8,1,115,47.00,Defensive
2015-16,Kansas St.,13,13,42,5,nan,2,47.00,Offense
2015-16,Kansas St.,0,13,50,13,2,162,63.00,Defensive
2016-17,Kansas St.,13,13,44,16,3,205,60.00,Offense
2016-17,Kansas St.,0,13,43,5,nan,59,48.00,Defensive
2017-18,Kansas St.,12,12,50,12,2,130,62.00,Offense
2017-18,Kansas St.,0,12,28,7,nan,94,35.00,Defensive
2013-14,Kansas St.,13,13,51,17,3,401,68,Offense
2013-14,Kansas St.,0,13,17,13,1,220,30,Defensive
2014-15,Kansas St.,13,13,45,15,1,42,60,Offense
2014-15,Kansas St.,0,13,39,8,1,115,47,Defensive
2015-16,Kansas St.,13,13,42,5,nan,2,47,Offense
2015-16,Kansas St.,0,13,50,13,2,162,63,Defensive
2016-17,Kansas St.,13,13,44,16,3,205,60,Offense
2016-17,Kansas St.,0,13,43,5,nan,59,48,Defensive
2017-18,Kansas St.,12,12,50,12,2,130,62,Offense
2017-18,Kansas St.,0,12,28,7,nan,94,35,Defensive
2013-14,Kansas St.,13,13,51,17,3,401,68,Offense
2013-14,Kansas St.,0,13,17,13,1,220,30,Defensive
2014-15,Kansas St.,13,13,45,15,1,42,60,Offense
2014-15,Kansas St.,0,13,39,8,1,115,47,Defensive
2015-16,Kansas St.,13,13,42,5,nan,2,47,Offense
2015-16,Kansas St.,0,13,50,13,2,162,63,Defensive
2016-17,Kansas St.,13,13,44,16,3,205,60,Offense
2016-17,Kansas St.,0,13,43,5,nan,59,48,Defensive
2017-18,Kansas St.,12,12,50,12,2,130,62,Offense
2017-18,Kansas St.,0,12,28,7,nan,94,35,Defensive
2013-14,Kansas,12,12,52,14,1,171,66,Offense
2013-14,Kansas,0,12,56,12,1,205,68,Defensive
2014-15,Kansas,12,12,49,9,nan,168,58,Offense
2014-15,Kansas,0,12,39,13,nan,135,52,Defensive
2015-16,Kansas,12,12,26,9,1,159,35,Offense
2015-16,Kansas,0,12,50,14,2,189,64,Defensive
2016-17,Kansas,12,12,50,10,1,131,60,Offense
2016-17,Kansas,0,12,44,22,4,453,66,Defensive
2017-18,Kansas,12,12,34,4,nan,12,38,Offense
2017-18,Kansas,0,12,50,17,2,229,67,Defensive
2013-14,Kansas,12,12,52,14,1,171,66.00,Offense
2013-14,Kansas,0,12,56,12,1,205,68.00,Defensive
2014-15,Kansas,12,12,49,9,nan,168,58.00,Offense
2014-15,Kansas,0,12,39,13,nan,135,52.00,Defensive
2015-16,Kansas,12,12,26,9,1,159,35.00,Offense
2015-16,Kansas,0,12,50,14,2,189,64.00,Defensive
2016-17,Kansas,12,12,50,10,1,131,60.00,Offense
2016-17,Kansas,0,12,44,22,4,453,66.00,Defensive
2017-18,Kansas,12,12,34,4,nan,12,38.00,Offense
2017-18,Kansas,0,12,50,17,2,229,67.00,Defensive
2013-14,Kansas,12,12,52,14,1,171,66.00,Offense
2013-14,Kansas,0,12,56,12,1,205,68.00,Defensive
2014-15,Kansas,12,12,49,9,nan,168,58.00,Offense
2014-15,Kansas,0,12,39,13,nan,135,52.00,Defensive
2015-16,Kansas,12,12,26,9,1,159,35.00,Offense
2015-16,Kansas,0,12,50,14,2,189,64.00,Defensive
2016-17,Kansas,12,12,50,10,1,131,60.00,Offense
2016-17,Kansas,0,12,44,22,4,453,66.00,Defensive
2017-18,Kansas,12,12,34,4,nan,12,38.00,Offense
2017-18,Kansas,0,12,50,17,2,229,67.00,Defensive
2013-14,Kansas,12,12,52,14,1,171,66,Offense
2013-14,Kansas,0,12,56,12,1,205,68,Defensive
2014-15,Kansas,12,12,49,9,nan,168,58,Offense
2014-15,Kansas,0,12,39,13,nan,135,52,Defensive
2015-16,Kansas,12,12,26,9,1,159,35,Offense
2015-16,Kansas,0,12,50,14,2,189,64,Defensive
2016-17,Kansas,12,12,50,10,1,131,60,Offense
2016-17,Kansas,0,12,44,22,4,453,66,Defensive
2017-18,Kansas,12,12,34,4,nan,12,38,Offense
2017-18,Kansas,0,12,50,17,2,229,67,Defensive
2013-14,Iowa St.,12,12,59,8,nan,18,67.00,Offense
2013-14,Iowa St.,0,12,45,14,1,173,59.00,Defensive
2014-15,Iowa St.,12,12,51,10,nan,65,61.00,Offense
2014-15,Iowa St.,0,12,66,11,2,148,77.00,Defensive
2015-16,Iowa St.,12,12,40,5,nan,23,45.00,Offense
2015-16,Iowa St.,0,12,42,12,1,203,54.00,Defensive
2016-17,Iowa St.,12,12,51,9,1,90,60.00,Offense
2016-17,Iowa St.,0,12,53,8,nan,39,61.00,Defensive
2017-18,Iowa St.,12,12,33,12,3,286,45.00,Offense
2017-18,Iowa St.,0,12,63,9,nan,106,72.00,Defensive
2013-14,Iowa St.,12,12,59,8,nan,18,67,Offense
2013-14,Iowa St.,0,12,45,14,1,173,59,Defensive
2014-15,Iowa St.,12,12,51,10,nan,65,61,Offense
2014-15,Iowa St.,0,12,66,11,2,148,77,Defensive
2015-16,Iowa St.,12,12,40,5,nan,23,45,Offense
2015-16,Iowa St.,0,12,42,12,1,203,54,Defensive
2016-17,Iowa St.,12,12,51,9,1,90,60,Offense
2016-17,Iowa St.,0,12,53,8,nan,39,61,Defensive
2017-18,Iowa St.,12,12,33,12,3,286,45,Offense
2017-18,Iowa St.,0,12,63,9,nan,106,72,Defensive
2013-14,Iowa St.,12,12,59,8,nan,18,67.00,Offense
2013-14,Iowa St.,0,12,45,14,1,173,59.00,Defensive
2014-15,Iowa St.,12,12,51,10,nan,65,61.00,Offense
2014-15,Iowa St.,0,12,66,11,2,148,77.00,Defensive
2015-16,Iowa St.,12,12,40,5,nan,23,45.00,Offense
2015-16,Iowa St.,0,12,42,12,1,203,54.00,Defensive
2016-17,Iowa St.,12,12,51,9,1,90,60.00,Offense
2016-17,Iowa St.,0,12,53,8,nan,39,61.00,Defensive
2017-18,Iowa St.,12,12,33,12,3,286,45.00,Offense
2017-18,Iowa St.,0,12,63,9,nan,106,72.00,Defensive
2013-14,Iowa St.,12,12,59,8,nan,18,67,Offense
2013-14,Iowa St.,0,12,45,14,1,173,59,Defensive
2014-15,Iowa St.,12,12,51,10,nan,65,61,Offense
2014-15,Iowa St.,0,12,66,11,2,148,77,Defensive
2015-16,Iowa St.,12,12,40,5,nan,23,45,Offense
2015-16,Iowa St.,0,12,42,12,1,203,54,Defensive
2016-17,Iowa St.,12,12,51,9,1,90,60,Offense
2016-17,Iowa St.,0,12,53,8,nan,39,61,Defensive
2017-18,Iowa St.,12,12,33,12,3,286,45,Offense
2017-18,Iowa St.,0,12,63,9,nan,106,72,Defensive
2013-14,Iowa,13,13,39,13,2,174,52.00,Offense
2013-14,Iowa,0,13,41,15,2,142,56.00,Defensive
2014-15,Iowa,13,13,35,13,2,169,48.00,Offense
2014-15,Iowa,0,13,48,7,2,140,55.00,Defensive
2015-16,Iowa,14,14,60,19,4,321,79.00,Offense
2015-16,Iowa,0,14,28,5,1,113,33.00,Defensive
2016-17,Iowa,13,13,54,9,1,56,63.00,Offense
2016-17,Iowa,0,13,27,10,2,173,37.00,Defensive
2017-18,Iowa,12,12,70,19,4,389,89.00,Offense
2017-18,Iowa,0,12,34,6,nan,43,40.00,Defensive
2013-14,Iowa,13,13,39,13,2,174,52,Offense
2013-14,Iowa,0,13,41,15,2,142,56,Defensive
2014-15,Iowa,13,13,35,13,2,169,48,Offense
2014-15,Iowa,0,13,48,7,2,140,55,Defensive
2015-16,Iowa,14,14,60,19,4,321,79,Offense
2015-16,Iowa,0,14,28,5,1,113,33,Defensive
2016-17,Iowa,13,13,54,9,1,56,63,Offense
2016-17,Iowa,0,13,27,10,2,173,37,Defensive
2017-18,Iowa,12,12,70,19,4,389,89,Offense
2017-18,Iowa,0,12,34,6,nan,43,40,Defensive
2013-14,Iowa,13,13,39,13,2,174,52.00,Offense
2013-14,Iowa,0,13,41,15,2,142,56.00,Defensive
2014-15,Iowa,13,13,35,13,2,169,48.00,Offense
2014-15,Iowa,0,13,48,7,2,140,55.00,Defensive
2015-16,Iowa,14,14,60,19,4,321,79.00,Offense
2015-16,Iowa,0,14,28,5,1,113,33.00,Defensive
2016-17,Iowa,13,13,54,9,1,56,63.00,Offense
2016-17,Iowa,0,13,27,10,2,173,37.00,Defensive
2017-18,Iowa,12,12,70,19,4,389,89.00,Offense
2017-18,Iowa,0,12,34,6,nan,43,40.00,Defensive
2013-14,Iowa,13,13,39,13,2,174,52,Offense
2013-14,Iowa,0,13,41,15,2,142,56,Defensive
2014-15,Iowa,13,13,35,13,2,169,48,Offense
2014-15,Iowa,0,13,48,7,2,140,55,Defensive
2015-16,Iowa,14,14,60,19,4,321,79,Offense
2015-16,Iowa,0,14,28,5,1,113,33,Defensive
2016-17,Iowa,13,13,54,9,1,56,63,Offense
2016-17,Iowa,0,13,27,10,2,173,37,Defensive
2017-18,Iowa,12,12,70,19,4,389,89,Offense
2017-18,Iowa,0,12,34,6,nan,43,40,Defensive
2013-14,Indiana,12,12,54,7,nan,55,61.00,Offense
2013-14,Indiana,0,12,42,14,2,201,56.00,Defensive
2014-15,Indiana,12,12,47,13,1,110,60.00,Offense
2014-15,Indiana,0,12,40,9,1,147,49.00,Defensive
2015-16,Indiana,13,13,62,12,2,238,74.00,Offense
2015-16,Indiana,0,13,51,8,nan,2,59.00,Defensive
2016-17,Indiana,13,13,64,13,2,142,77.00,Offense
2016-17,Indiana,0,13,64,18,2,279,82.00,Defensive
2017-18,Indiana,12,12,39,5,nan,34,44.00,Offense
2017-18,Indiana,0,12,51,13,nan,98,64.00,Defensive
2013-14,Louisiana,13,13,33,14,3,352,47.00,Offense
2013-14,Louisiana,0,13,23,14,3,215,37.00,Defensive
2014-15,Louisiana,13,13,27,7,nan,99,34.00,Offense
2014-15,Louisiana,0,13,35,9,2,166,44.00,Defensive
2015-16,Louisiana,12,12,48,5,1,114,53.00,Offense
2015-16,Louisiana,0,12,37,12,2,110,49.00,Defensive
2016-17,Louisiana,13,13,39,10,1,120,49.00,Offense
2016-17,Louisiana,0,13,31,13,1,135,44.00,Defensive
2017-18,Louisiana,12,12,36,9,nan,109,45.00,Offense
2017-18,Louisiana,0,12,32,12,1,85,44.00,Defensive
2013-14,Louisiana,13,13,33,14,3,352,47,Offense
2013-14,Louisiana,0,13,23,14,3,215,37,Defensive
2014-15,Louisiana,13,13,27,7,nan,99,34,Offense
2014-15,Louisiana,0,13,35,9,2,166,44,Defensive
2015-16,Louisiana,12,12,48,5,1,114,53,Offense
2015-16,Louisiana,0,12,37,12,2,110,49,Defensive
2016-17,Louisiana,13,13,39,10,1,120,49,Offense
2016-17,Louisiana,0,13,31,13,1,135,44,Defensive
2017-18,Louisiana,12,12,36,9,nan,109,45,Offense
2017-18,Louisiana,0,12,32,12,1,85,44,Defensive
2013-14,La.-Monroe,12,12,32,13,2,235,45,Offense
2013-14,La.-Monroe,0,12,38,14,2,271,52,Defensive
2014-15,La.-Monroe,12,12,35,11,1,103,46,Offense
2014-15,La.-Monroe,0,12,44,7,2,103,51,Defensive
2015-16,La.-Monroe,13,13,31,5,2,138,36,Offense
2015-16,La.-Monroe,0,13,62,19,2,319,81,Defensive
2016-17,La.-Monroe,12,12,42,6,nan,24,48,Offense
2016-17,La.-Monroe,0,12,43,16,2,221,59,Defensive
2017-18,La.-Monroe,12,12,41,9,nan,82,50,Offense
2017-18,La.-Monroe,0,12,46,9,2,143,55,Defensive
2013-14,La.-Monroe,12,12,32,13,2,235,45.00,Offense
2013-14,La.-Monroe,0,12,38,14,2,271,52.00,Defensive
2014-15,La.-Monroe,12,12,35,11,1,103,46.00,Offense
2014-15,La.-Monroe,0,12,44,7,2,103,51.00,Defensive
2015-16,La.-Monroe,13,13,31,5,2,138,36.00,Offense
2015-16,La.-Monroe,0,13,62,19,2,319,81.00,Defensive
2016-17,La.-Monroe,12,12,42,6,nan,24,48.00,Offense
2016-17,La.-Monroe,0,12,43,16,2,221,59.00,Defensive
2017-18,La.-Monroe,12,12,41,9,nan,82,50.00,Offense
2017-18,La.-Monroe,0,12,46,9,2,143,55.00,Defensive
2013-14,La.-Monroe,12,12,32,13,2,235,45.00,Offense
2013-14,La.-Monroe,0,12,38,14,2,271,52.00,Defensive
2014-15,La.-Monroe,12,12,35,11,1,103,46.00,Offense
2014-15,La.-Monroe,0,12,44,7,2,103,51.00,Defensive
2015-16,La.-Monroe,13,13,31,5,2,138,36.00,Offense
2015-16,La.-Monroe,0,13,62,19,2,319,81.00,Defensive
2016-17,La.-Monroe,12,12,42,6,nan,24,48.00,Offense
2016-17,La.-Monroe,0,12,43,16,2,221,59.00,Defensive
2017-18,La.-Monroe,12,12,41,9,nan,82,50.00,Offense
2017-18,La.-Monroe,0,12,46,9,2,143,55.00,Defensive
2013-14,La.-Monroe,12,12,32,13,2,235,45,Offense
2013-14,La.-Monroe,0,12,38,14,2,271,52,Defensive
2014-15,La.-Monroe,12,12,35,11,1,103,46,Offense
2014-15,La.-Monroe,0,12,44,7,2,103,51,Defensive
2015-16,La.-Monroe,13,13,31,5,2,138,36,Offense
2015-16,La.-Monroe,0,13,62,19,2,319,81,Defensive
2016-17,La.-Monroe,12,12,42,6,nan,24,48,Offense
2016-17,La.-Monroe,0,12,43,16,2,221,59,Defensive
2017-18,La.-Monroe,12,12,41,9,nan,82,50,Offense
2017-18,La.-Monroe,0,12,46,9,2,143,55,Defensive
2013-14,LSU,13,13,56,11,nan,76,67,Offense
2013-14,LSU,0,13,44,9,1,173,53,Defensive
2014-15,LSU,13,13,58,10,1,83,68,Offense
2014-15,LSU,0,13,37,9,nan,23,46,Defensive
2015-16,LSU,12,12,47,10,1,77,57,Offense
2015-16,LSU,0,12,37,6,nan,63,43,Defensive
2016-17,LSU,12,12,55,9,1,80,64,Offense
2016-17,LSU,0,12,32,7,nan,46,39,Defensive
2017-18,LSU,12,12,59,11,nan,50,70,Offense
2017-18,LSU,0,12,28,4,nan,16,32,Defensive
2013-14,LSU,13,13,56,11,nan,76,67.00,Offense
2013-14,LSU,0,13,44,9,1,173,53.00,Defensive
2014-15,LSU,13,13,58,10,1,83,68.00,Offense
2014-15,LSU,0,13,37,9,nan,23,46.00,Defensive
2015-16,LSU,12,12,47,10,1,77,57.00,Offense
2015-16,LSU,0,12,37,6,nan,63,43.00,Defensive
2016-17,LSU,12,12,55,9,1,80,64.00,Offense
2016-17,LSU,0,12,32,7,nan,46,39.00,Defensive
2017-18,LSU,12,12,59,11,nan,50,70.00,Offense
2017-18,LSU,0,12,28,4,nan,16,32.00,Defensive
2013-14,LSU,13,13,56,11,nan,76,67,Offense
2013-14,LSU,0,13,44,9,1,173,53,Defensive
2014-15,LSU,13,13,58,10,1,83,68,Offense
2014-15,LSU,0,13,37,9,nan,23,46,Defensive
2015-16,LSU,12,12,47,10,1,77,57,Offense
2015-16,LSU,0,12,37,6,nan,63,43,Defensive
2016-17,LSU,12,12,55,9,1,80,64,Offense
2016-17,LSU,0,12,32,7,nan,46,39,Defensive
2017-18,LSU,12,12,59,11,nan,50,70,Offense
2017-18,LSU,0,12,28,4,nan,16,32,Defensive
2013-14,Kentucky,12,12,28,3,nan,70,31.00,Offense
2013-14,Kentucky,0,12,48,6,nan,14,54.00,Defensive
2014-15,Kentucky,12,12,49,15,4,309,64.00,Offense
2014-15,Kentucky,0,12,63,11,2,180,74.00,Defensive
2015-16,Kentucky,12,12,48,11,2,164,59.00,Offense
2015-16,Kentucky,0,12,45,16,1,230,61.00,Defensive
2016-17,Kentucky,13,13,34,13,1,129,47.00,Offense
2016-17,Kentucky,0,13,32,12,1,77,44.00,Defensive
2017-18,Kentucky,12,12,37,11,nan,90,48.00,Offense
2017-18,Kentucky,0,12,38,5,1,103,43.00,Defensive
2013-14,Kentucky,12,12,28,3,nan,70,31.00,Offense
2013-14,Kentucky,0,12,48,6,nan,14,54.00,Defensive
2014-15,Kentucky,12,12,49,15,4,309,64.00,Offense
2014-15,Kentucky,0,12,63,11,2,180,74.00,Defensive
2015-16,Kentucky,12,12,48,11,2,164,59.00,Offense
2015-16,Kentucky,0,12,45,16,1,230,61.00,Defensive
2016-17,Kentucky,13,13,34,13,1,129,47.00,Offense
2016-17,Kentucky,0,13,32,12,1,77,44.00,Defensive
2017-18,Kentucky,12,12,37,11,nan,90,48.00,Offense
2017-18,Kentucky,0,12,38,5,1,103,43.00,Defensive
2013-14,Kentucky,12,12,28,3,nan,70,31,Offense
2013-14,Kentucky,0,12,48,6,nan,14,54,Defensive
2014-15,Kentucky,12,12,49,15,4,309,64,Offense
2014-15,Kentucky,0,12,63,11,2,180,74,Defensive
2015-16,Kentucky,12,12,48,11,2,164,59,Offense
2015-16,Kentucky,0,12,45,16,1,230,61,Defensive
2016-17,Kentucky,13,13,34,13,1,129,47,Offense
2016-17,Kentucky,0,13,32,12,1,77,44,Defensive
2017-18,Kentucky,12,12,37,11,nan,90,48,Offense
2017-18,Kentucky,0,12,38,5,1,103,43,Defensive
2013-14,Kentucky,12,12,28,3,nan,70,31,Offense
2013-14,Kentucky,0,12,48,6,nan,14,54,Defensive
2014-15,Kentucky,12,12,49,15,4,309,64,Offense
2014-15,Kentucky,0,12,63,11,2,180,74,Defensive
2015-16,Kentucky,12,12,48,11,2,164,59,Offense
2015-16,Kentucky,0,12,45,16,1,230,61,Defensive
2016-17,Kentucky,13,13,34,13,1,129,47,Offense
2016-17,Kentucky,0,13,32,12,1,77,44,Defensive
2017-18,Kentucky,12,12,37,11,nan,90,48,Offense
2017-18,Kentucky,0,12,38,5,1,103,43,Defensive
2013-14,Kent St.,12,12,32,9,nan,84,41,Offense
2013-14,Kent St.,0,12,49,9,nan,103,58,Defensive
2014-15,Kent St.,11,11,26,8,nan,87,34,Offense
2014-15,Kent St.,0,11,46,17,2,148,63,Defensive
2015-16,Kent St.,12,12,37,12,1,137,49,Offense
2015-16,Kent St.,0,12,38,10,nan,144,48,Defensive
2016-17,Kent St.,12,12,41,12,nan,157,53,Offense
2016-17,Kent St.,0,12,37,8,2,110,45,Defensive
2017-18,Kent St.,12,12,35,12,nan,66,47,Offense
2017-18,Kent St.,0,12,34,15,3,258,49,Defensive
2013-14,Kent St.,12,12,32,9,nan,84,41.00,Offense
2013-14,Kent St.,0,12,49,9,nan,103,58.00,Defensive
2014-15,Kent St.,11,11,26,8,nan,87,34.00,Offense
2014-15,Kent St.,0,11,46,17,2,148,63.00,Defensive
2015-16,Kent St.,12,12,37,12,1,137,49.00,Offense
2015-16,Kent St.,0,12,38,10,nan,144,48.00,Defensive
2016-17,Kent St.,12,12,41,12,nan,157,53.00,Offense
2016-17,Kent St.,0,12,37,8,2,110,45.00,Defensive
2017-18,Kent St.,12,12,35,12,nan,66,47.00,Offense
2017-18,Kent St.,0,12,34,15,3,258,49.00,Defensive
2013-14,Kent St.,12,12,32,9,nan,84,41,Offense
2013-14,Kent St.,0,12,49,9,nan,103,58,Defensive
2014-15,Kent St.,11,11,26,8,nan,87,34,Offense
2014-15,Kent St.,0,11,46,17,2,148,63,Defensive
2015-16,Kent St.,12,12,37,12,1,137,49,Offense
2015-16,Kent St.,0,12,38,10,nan,144,48,Defensive
2016-17,Kent St.,12,12,41,12,nan,157,53,Offense
2016-17,Kent St.,0,12,37,8,2,110,45,Defensive
2017-18,Kent St.,12,12,35,12,nan,66,47,Offense
2017-18,Kent St.,0,12,34,15,3,258,49,Defensive
2013-14,Kent St.,12,12,32,9,nan,84,41.00,Offense
2013-14,Kent St.,0,12,49,9,nan,103,58.00,Defensive
2014-15,Kent St.,11,11,26,8,nan,87,34.00,Offense
2014-15,Kent St.,0,11,46,17,2,148,63.00,Defensive
2015-16,Kent St.,12,12,37,12,1,137,49.00,Offense
2015-16,Kent St.,0,12,38,10,nan,144,48.00,Defensive
2016-17,Kent St.,12,12,41,12,nan,157,53.00,Offense
2016-17,Kent St.,0,12,37,8,2,110,45.00,Defensive
2017-18,Kent St.,12,12,35,12,nan,66,47.00,Offense
2017-18,Kent St.,0,12,34,15,3,258,49.00,Defensive
2013-14,Massachusetts,12,12,38,8,nan,41,46,Offense
2013-14,Massachusetts,0,12,39,18,5,395,57,Defensive
2014-15,Massachusetts,12,12,46,12,1,184,58,Offense
2014-15,Massachusetts,0,12,58,13,nan,179,71,Defensive
2015-16,Massachusetts,12,12,44,13,nan,94,57,Offense
2015-16,Massachusetts,0,12,51,13,nan,162,64,Defensive
2016-17,Massachusetts,12,12,44,4,nan,84,48,Offense
2016-17,Massachusetts,0,12,51,15,2,133,66,Defensive
2017-18,Massachusetts,12,12,57,13,2,207,70,Offense
2017-18,Massachusetts,0,12,48,6,1,145,54,Defensive
2013-14,Massachusetts,12,12,38,8,nan,41,46,Offense
2013-14,Massachusetts,0,12,39,18,5,395,57,Defensive
2014-15,Massachusetts,12,12,46,12,1,184,58,Offense
2014-15,Massachusetts,0,12,58,13,nan,179,71,Defensive
2015-16,Massachusetts,12,12,44,13,nan,94,57,Offense
2015-16,Massachusetts,0,12,51,13,nan,162,64,Defensive
2016-17,Massachusetts,12,12,44,4,nan,84,48,Offense
2016-17,Massachusetts,0,12,51,15,2,133,66,Defensive
2017-18,Massachusetts,12,12,57,13,2,207,70,Offense
2017-18,Massachusetts,0,12,48,6,1,145,54,Defensive
2013-14,Massachusetts,12,12,38,8,nan,41,46.00,Offense
2013-14,Massachusetts,0,12,39,18,5,395,57.00,Defensive
2014-15,Massachusetts,12,12,46,12,1,184,58.00,Offense
2014-15,Massachusetts,0,12,58,13,nan,179,71.00,Defensive
2015-16,Massachusetts,12,12,44,13,nan,94,57.00,Offense
2015-16,Massachusetts,0,12,51,13,nan,162,64.00,Defensive
2016-17,Massachusetts,12,12,44,4,nan,84,48.00,Offense
2016-17,Massachusetts,0,12,51,15,2,133,66.00,Defensive
2017-18,Massachusetts,12,12,57,13,2,207,70.00,Offense
2017-18,Massachusetts,0,12,48,6,1,145,54.00,Defensive
2013-14,Maryland,13,13,31,11,2,118,42.00,Offense
2013-14,Maryland,0,13,43,10,nan,120,53.00,Defensive
2014-15,Maryland,13,13,59,9,2,172,68.00,Offense
2014-15,Maryland,0,13,42,14,2,140,56.00,Defensive
2015-16,Maryland,12,12,39,9,nan,97,48.00,Offense
2015-16,Maryland,0,12,46,29,2,363,75.00,Defensive
2016-17,Maryland,13,13,43,5,1,54,48.00,Offense
2016-17,Maryland,0,13,49,9,1,110,58.00,Defensive
2017-18,Maryland,12,12,34,10,1,117,44.00,Offense
2017-18,Maryland,0,12,37,8,4,330,45.00,Defensive
2013-14,Maryland,13,13,31,11,2,118,42,Offense
2013-14,Maryland,0,13,43,10,nan,120,53,Defensive
2014-15,Maryland,13,13,59,9,2,172,68,Offense
2014-15,Maryland,0,13,42,14,2,140,56,Defensive
2015-16,Maryland,12,12,39,9,nan,97,48,Offense
2015-16,Maryland,0,12,46,29,2,363,75,Defensive
2016-17,Maryland,13,13,43,5,1,54,48,Offense
2016-17,Maryland,0,13,49,9,1,110,58,Defensive
2017-18,Maryland,12,12,34,10,1,117,44,Offense
2017-18,Maryland,0,12,37,8,4,330,45,Defensive
2013-14,Maryland,13,13,31,11,2,118,42,Offense
2013-14,Maryland,0,13,43,10,nan,120,53,Defensive
2014-15,Maryland,13,13,59,9,2,172,68,Offense
2014-15,Maryland,0,13,42,14,2,140,56,Defensive
2015-16,Maryland,12,12,39,9,nan,97,48,Offense
2015-16,Maryland,0,12,46,29,2,363,75,Defensive
2016-17,Maryland,13,13,43,5,1,54,48,Offense
2016-17,Maryland,0,13,49,9,1,110,58,Defensive
2017-18,Maryland,12,12,34,10,1,117,44,Offense
2017-18,Maryland,0,12,37,8,4,330,45,Defensive
2013-14,Maryland,13,13,31,11,2,118,42.00,Offense
2013-14,Maryland,0,13,43,10,nan,120,53.00,Defensive
2014-15,Maryland,13,13,59,9,2,172,68.00,Offense
2014-15,Maryland,0,13,42,14,2,140,56.00,Defensive
2015-16,Maryland,12,12,39,9,nan,97,48.00,Offense
2015-16,Maryland,0,12,46,29,2,363,75.00,Defensive
2016-17,Maryland,13,13,43,5,1,54,48.00,Offense
2016-17,Maryland,0,13,49,9,1,110,58.00,Defensive
2017-18,Maryland,12,12,34,10,1,117,44.00,Offense
