Year,Team,GP,FumblesRecovered,Int,FumblesLost,Interceptions,OffenseDefense
2014-15,Buffalo,11,13,2,6,12,Offense
2014-15,Buffalo,0,6,12,13,2,Defensive
2015-16,Buffalo,12,7,13,4,16,Offense
2015-16,Buffalo,0,4,16,7,13,Defensive
2016-17,Buffalo,12,8,5,8,11,Offense
2016-17,Buffalo,0,8,11,8,5,Defensive
2017-18,Buffalo,12,6,8,7,6,Offense
2017-18,Buffalo,0,7,6,6,8,Defensive
2013-14,Buffalo,13,14,15,7,8,Offense
2013-14,Buffalo,0,7,8,15,15,Defensive
2014-15,Buffalo,11,13,2,6,12,Offense
2014-15,Buffalo,0,6,12,13,2,Defensive
2015-16,Buffalo,12,7,13,4,16,Offense
2015-16,Buffalo,0,4,16,7,13,Defensive
2016-17,Buffalo,12,8,5,8,11,Offense
2016-17,Buffalo,0,8,11,8,5,Defensive
2017-18,Buffalo,12,6,8,7,6,Offense
2017-18,Buffalo,0,7,6,6,8,Defensive
2013-14,Buffalo,13,14,15,7,8,Offense
2013-14,Buffalo,0,7,8,15,15,Defensive
2014-15,Buffalo,11,13,2,6,12,Offense
2014-15,Buffalo,0,6,12,13,2,Defensive
2015-16,Buffalo,12,7,13,4,16,Offense
2015-16,Buffalo,0,4,16,7,13,Defensive
2016-17,Buffalo,12,8,5,8,11,Offense
2016-17,Buffalo,0,8,11,8,5,Defensive
2017-18,Buffalo,12,6,8,7,6,Offense
2017-18,Buffalo,0,7,6,6,8,Defensive
2013-14,Buffalo,13,14,15,7,8,Offense
2013-14,Buffalo,0,7,8,15,15,Defensive
2014-15,Buffalo,11,13,2,6,12,Offense
2014-15,Buffalo,0,6,12,13,2,Defensive
2015-16,Buffalo,12,7,13,4,16,Offense
2015-16,Buffalo,0,4,16,7,13,Defensive
2016-17,Buffalo,12,8,5,8,11,Offense
2016-17,Buffalo,0,8,11,8,5,Defensive
2017-18,Buffalo,12,6,8,7,6,Offense
2017-18,Buffalo,0,7,6,6,8,Defensive
2013-14,Bowling Green,14,13,8,4,7,Offense
2013-14,Bowling Green,0,4,7,13,8,Defensive
2014-15,Bowling Green,14,17,16,10,13,Offense
2014-15,Bowling Green,0,10,13,17,16,Defensive
2015-16,Bowling Green,14,7,20,7,8,Offense
2015-16,Bowling Green,0,7,8,7,20,Defensive
2016-17,Bowling Green,12,8,9,8,25,Offense
2016-17,Bowling Green,0,8,25,8,9,Defensive
2017-18,Bowling Green,12,15,9,13,12,Offense
2017-18,Bowling Green,0,13,12,15,9,Defensive
2013-14,Bowling Green,14,13,8,4,7,Offense
2013-14,Bowling Green,0,4,7,13,8,Defensive
2014-15,Bowling Green,14,17,16,10,13,Offense
2014-15,Bowling Green,0,10,13,17,16,Defensive
2015-16,Bowling Green,14,7,20,7,8,Offense
2015-16,Bowling Green,0,7,8,7,20,Defensive
2016-17,Bowling Green,12,8,9,8,25,Offense
2016-17,Bowling Green,0,8,25,8,9,Defensive
2017-18,Bowling Green,12,15,9,13,12,Offense
2017-18,Bowling Green,0,13,12,15,9,Defensive
2013-14,Bowling Green,14,13,8,4,7,Offense
2013-14,Bowling Green,0,4,7,13,8,Defensive
2014-15,Bowling Green,14,17,16,10,13,Offense
2014-15,Bowling Green,0,10,13,17,16,Defensive
2015-16,Bowling Green,14,7,20,7,8,Offense
2015-16,Bowling Green,0,7,8,7,20,Defensive
2016-17,Bowling Green,12,8,9,8,25,Offense
2016-17,Bowling Green,0,8,25,8,9,Defensive
2017-18,Bowling Green,12,15,9,13,12,Offense
2017-18,Bowling Green,0,13,12,15,9,Defensive
2013-14,Bowling Green,14,13,8,4,7,Offense
2013-14,Bowling Green,0,4,7,13,8,Defensive
2014-15,Bowling Green,14,17,16,10,13,Offense
2014-15,Bowling Green,0,10,13,17,16,Defensive
2015-16,Bowling Green,14,7,20,7,8,Offense
2015-16,Bowling Green,0,7,8,7,20,Defensive
2016-17,Bowling Green,12,8,9,8,25,Offense
2016-17,Bowling Green,0,8,25,8,9,Defensive
2017-18,Bowling Green,12,15,9,13,12,Offense
2017-18,Bowling Green,0,13,12,15,9,Defensive
2013-14,Boston College,13,11,9,9,8,Offense
2013-14,Boston College,0,9,8,11,9,Defensive
2014-15,Boston College,13,5,9,3,10,Offense
2014-15,Boston College,0,3,10,5,9,Defensive
2015-16,Boston College,12,10,13,11,9,Offense
2015-16,Boston College,0,11,9,10,13,Defensive
2016-17,Boston College,13,15,12,12,8,Offense
2016-17,Boston College,0,12,8,15,12,Defensive
2017-18,Boston College,12,7,18,7,10,Offense
2017-18,Boston College,0,7,10,7,18,Defensive
2013-14,Boston College,13,11,9,9,8,Offense
2013-14,Boston College,0,9,8,11,9,Defensive
2014-15,Boston College,13,5,9,3,10,Offense
2014-15,Boston College,0,3,10,5,9,Defensive
2015-16,Boston College,12,10,13,11,9,Offense
2015-16,Boston College,0,11,9,10,13,Defensive
2016-17,Boston College,13,15,12,12,8,Offense
2016-17,Boston College,0,12,8,15,12,Defensive
2017-18,Boston College,12,7,18,7,10,Offense
2017-18,Boston College,0,7,10,7,18,Defensive
2013-14,Boston College,13,11,9,9,8,Offense
2013-14,Boston College,0,9,8,11,9,Defensive
2014-15,Boston College,13,5,9,3,10,Offense
2014-15,Boston College,0,3,10,5,9,Defensive
2015-16,Boston College,12,10,13,11,9,Offense
2015-16,Boston College,0,11,9,10,13,Defensive
2016-17,Boston College,13,15,12,12,8,Offense
2016-17,Boston College,0,12,8,15,12,Defensive
2017-18,Boston College,12,7,18,7,10,Offense
2017-18,Boston College,0,7,10,7,18,Defensive
2013-14,Boston College,13,11,9,9,8,Offense
2013-14,Boston College,0,9,8,11,9,Defensive
2014-15,Boston College,13,5,9,3,10,Offense
2014-15,Boston College,0,3,10,5,9,Defensive
2015-16,Boston College,12,10,13,11,9,Offense
2015-16,Boston College,0,11,9,10,13,Defensive
2016-17,Boston College,13,15,12,12,8,Offense
2016-17,Boston College,0,12,8,15,12,Defensive
2017-18,Boston College,12,7,18,7,10,Offense
2017-18,Boston College,0,7,10,7,18,Defensive
2013-14,Boise St.,13,11,16,13,11,Offense
2013-14,Boise St.,0,13,11,11,16,Defensive
2014-15,Boise St.,14,9,22,9,15,Offense
2014-15,Boise St.,0,9,15,9,22,Defensive
2015-16,Boise St.,13,9,22,10,12,Offense
2015-16,Boise St.,0,10,12,9,22,Defensive
2016-17,Boise St.,13,2,7,10,8,Offense
2016-17,Boise St.,0,10,8,2,7,Defensive
2017-18,Boise St.,13,9,13,5,5,Offense
2017-18,Boise St.,0,5,5,9,13,Defensive
2013-14,Boise St.,13,11,16,13,11,Offense
2013-14,Boise St.,0,13,11,11,16,Defensive
2014-15,Boise St.,14,9,22,9,15,Offense
2014-15,Boise St.,0,9,15,9,22,Defensive
2015-16,Boise St.,13,9,22,10,12,Offense
2015-16,Boise St.,0,10,12,9,22,Defensive
2016-17,Boise St.,13,2,7,10,8,Offense
2016-17,Boise St.,0,10,8,2,7,Defensive
2017-18,Boise St.,13,9,13,5,5,Offense
2017-18,Boise St.,0,5,5,9,13,Defensive
2013-14,Charlotte,11,16,15,14,12,Offense
2013-14,Charlotte,0,14,12,16,15,Defensive
2014-15,Charlotte,11,9,13,14,11,Offense
2014-15,Charlotte,0,14,11,9,13,Defensive
2015-16,Charlotte,12,12,10,12,23,Offense
2015-16,Charlotte,0,12,23,12,10,Defensive
2016-17,Charlotte,12,6,16,9,6,Offense
2016-17,Charlotte,0,9,6,7,16,Defensive
2017-18,Charlotte,12,9,2,4,16,Offense
2017-18,Charlotte,0,4,16,9,2,Defensive
2013-14,Colorado,12,11,10,9,15,Offense
2013-14,Colorado,0,9,15,11,10,Defensive
2014-15,Colorado,12,8,3,6,15,Offense
2014-15,Colorado,0,6,15,8,3,Defensive
2015-16,Colorado,13,8,14,9,12,Offense
2015-16,Colorado,0,9,12,8,14,Defensive
2016-17,Colorado,14,11,15,9,11,Offense
2016-17,Colorado,0,9,11,11,15,Defensive
2017-18,Colorado,12,6,8,5,9,Offense
2017-18,Colorado,0,5,9,6,8,Defensive
2013-14,Clemson,13,12,18,12,12,Offense
2013-14,Clemson,0,12,12,12,18,Defensive
2014-15,Clemson,13,12,12,6,12,Offense
2014-15,Clemson,0,6,12,12,12,Defensive
2015-16,Clemson,15,9,16,12,15,Offense
2015-16,Clemson,0,12,15,9,16,Defensive
2016-17,Clemson,15,7,20,11,17,Offense
2016-17,Clemson,0,11,17,7,20,Defensive
2017-18,Clemson,13,5,14,7,7,Offense
2017-18,Clemson,0,7,7,5,14,Defensive
2013-14,Colorado,12,11,10,9,15,Offense
2013-14,Colorado,0,9,15,11,10,Defensive
2014-15,Colorado,12,8,3,6,15,Offense
2014-15,Colorado,0,6,15,8,3,Defensive
2015-16,Colorado,13,8,14,9,12,Offense
2015-16,Colorado,0,9,12,8,14,Defensive
2016-17,Colorado,14,11,15,9,11,Offense
2016-17,Colorado,0,9,11,11,15,Defensive
2017-18,Colorado,12,6,8,5,9,Offense
2017-18,Colorado,0,5,9,6,8,Defensive
2013-14,Colorado,12,11,10,9,15,Offense
2013-14,Colorado,0,9,15,11,10,Defensive
2014-15,Colorado,12,8,3,6,15,Offense
2014-15,Colorado,0,6,15,8,3,Defensive
2015-16,Colorado,13,8,14,9,12,Offense
2015-16,Colorado,0,9,12,8,14,Defensive
2016-17,Colorado,14,11,15,9,11,Offense
2016-17,Colorado,0,9,11,11,15,Defensive
2017-18,Colorado,12,6,8,5,9,Offense
2017-18,Colorado,0,5,9,6,8,Defensive
2013-14,Colorado,12,11,10,9,15,Offense
2013-14,Colorado,0,9,15,11,10,Defensive
2014-15,Colorado,12,8,3,6,15,Offense
2014-15,Colorado,0,6,15,8,3,Defensive
2015-16,Colorado,13,8,14,9,12,Offense
2015-16,Colorado,0,9,12,8,14,Defensive
2016-17,Colorado,14,11,15,9,11,Offense
2016-17,Colorado,0,9,11,11,15,Defensive
2017-18,Colorado,12,6,8,5,9,Offense
2017-18,Colorado,0,5,9,6,8,Defensive
2013-14,Coastal Caro.,15,6,13,5,10,Offense
2013-14,Coastal Caro.,0,5,10,6,13,Defensive
2014-15,Coastal Caro.,14,9,13,11,7,Offense
2014-15,Coastal Caro.,0,11,7,9,13,Defensive
2015-16,Coastal Caro.,12,8,6,8,7,Offense
2015-16,Coastal Caro.,0,8,7,8,6,Defensive
2016-17,Coastal Caro.,12,8,21,12,6,Offense
2016-17,Coastal Caro.,0,12,6,8,21,Defensive
2017-18,Coastal Caro.,12,6,5,7,11,Offense
2017-18,Coastal Caro.,0,7,11,6,5,Defensive
2013-14,Clemson,13,12,18,12,12,Offense
2013-14,Clemson,0,12,12,12,18,Defensive
2014-15,Clemson,13,12,12,6,12,Offense
2014-15,Clemson,0,6,12,12,12,Defensive
2015-16,Clemson,15,9,16,12,15,Offense
2015-16,Clemson,0,12,15,9,16,Defensive
2016-17,Clemson,15,7,20,11,17,Offense
2016-17,Clemson,0,11,17,7,20,Defensive
2017-18,Clemson,13,5,14,7,7,Offense
2017-18,Clemson,0,7,7,5,14,Defensive
2013-14,Clemson,13,12,18,12,12,Offense
2013-14,Clemson,0,12,12,12,18,Defensive
2014-15,Clemson,13,12,12,6,12,Offense
2014-15,Clemson,0,6,12,12,12,Defensive
2015-16,Clemson,15,9,16,12,15,Offense
2015-16,Clemson,0,12,15,9,16,Defensive
2016-17,Clemson,15,7,20,11,17,Offense
2016-17,Clemson,0,11,17,7,20,Defensive
2017-18,Clemson,13,5,14,7,7,Offense
2017-18,Clemson,0,7,7,5,14,Defensive
2013-14,Clemson,13,12,18,12,12,Offense
2013-14,Clemson,0,12,12,12,18,Defensive
2014-15,Clemson,13,12,12,6,12,Offense
2014-15,Clemson,0,6,12,12,12,Defensive
2015-16,Clemson,15,9,16,12,15,Offense
2015-16,Clemson,0,12,15,9,16,Defensive
2016-17,Clemson,15,7,20,11,17,Offense
2016-17,Clemson,0,11,17,7,20,Defensive
2017-18,Clemson,13,5,14,7,7,Offense
2017-18,Clemson,0,7,7,5,14,Defensive
2013-14,Cincinnati,13,8,13,11,17,Offense
2013-14,Cincinnati,0,11,17,8,13,Defensive
2014-15,Cincinnati,13,16,8,8,14,Offense
2014-15,Cincinnati,0,8,14,16,8,Defensive
2015-16,Cincinnati,13,5,9,11,22,Offense
2015-16,Cincinnati,0,11,22,5,9,Defensive
2016-17,Cincinnati,12,7,17,8,15,Offense
2016-17,Cincinnati,0,8,15,7,17,Defensive
2017-18,Cincinnati,12,6,5,7,9,Offense
2017-18,Cincinnati,0,7,9,6,5,Defensive
2013-14,Cincinnati,13,8,13,11,17,Offense
2013-14,Cincinnati,0,11,17,8,13,Defensive
2014-15,Cincinnati,13,16,8,8,14,Offense
2014-15,Cincinnati,0,8,14,16,8,Defensive
2015-16,Cincinnati,13,5,9,11,22,Offense
2015-16,Cincinnati,0,11,22,5,9,Defensive
2016-17,Cincinnati,12,7,17,8,15,Offense
2016-17,Cincinnati,0,8,15,7,17,Defensive
2017-18,Cincinnati,12,6,5,7,9,Offense
2017-18,Cincinnati,0,7,9,6,5,Defensive
2013-14,Cincinnati,13,8,13,11,17,Offense
2013-14,Cincinnati,0,11,17,8,13,Defensive
2014-15,Cincinnati,13,16,8,8,14,Offense
2014-15,Cincinnati,0,8,14,16,8,Defensive
2015-16,Cincinnati,13,5,9,11,22,Offense
2015-16,Cincinnati,0,11,22,5,9,Defensive
2016-17,Cincinnati,12,7,17,8,15,Offense
2016-17,Cincinnati,0,8,15,7,17,Defensive
2017-18,Cincinnati,12,6,5,7,9,Offense
2017-18,Cincinnati,0,7,9,6,5,Defensive
2013-14,Cincinnati,13,8,13,11,17,Offense
2013-14,Cincinnati,0,11,17,8,13,Defensive
2014-15,Cincinnati,13,16,8,8,14,Offense
2014-15,Cincinnati,0,8,14,16,8,Defensive
2015-16,Cincinnati,13,5,9,11,22,Offense
2015-16,Cincinnati,0,11,22,5,9,Defensive
2016-17,Cincinnati,12,7,17,8,15,Offense
2016-17,Cincinnati,0,8,15,7,17,Defensive
2017-18,Cincinnati,12,6,5,7,9,Offense
2017-18,Cincinnati,0,7,9,6,5,Defensive
2013-14,Charlotte,11,16,15,14,12,Offense
2013-14,Charlotte,0,14,12,16,15,Defensive
2014-15,Charlotte,11,9,13,14,11,Offense
2014-15,Charlotte,0,14,11,9,13,Defensive
2015-16,Charlotte,12,12,10,12,23,Offense
2015-16,Charlotte,0,12,23,12,10,Defensive
2016-17,Charlotte,12,6,16,9,6,Offense
2016-17,Charlotte,0,9,6,7,16,Defensive
2017-18,Charlotte,12,9,2,4,16,Offense
2017-18,Charlotte,0,4,16,9,2,Defensive
2013-14,Charlotte,11,16,15,14,12,Offense
2013-14,Charlotte,0,14,12,16,15,Defensive
2014-15,Charlotte,11,9,13,14,11,Offense
2014-15,Charlotte,0,14,11,9,13,Defensive
2015-16,Charlotte,12,12,10,12,23,Offense
2015-16,Charlotte,0,12,23,12,10,Defensive
2016-17,Charlotte,12,6,16,9,6,Offense
2016-17,Charlotte,0,9,6,7,16,Defensive
2017-18,Charlotte,12,9,2,4,16,Offense
2017-18,Charlotte,0,4,16,9,2,Defensive
2013-14,FIU,12,7,7,10,10,Offense
2013-14,FIU,0,10,10,7,7,Defensive
2014-15,FIU,12,19,14,12,10,Offense
2014-15,FIU,0,12,10,19,14,Defensive
2015-16,FIU,12,9,9,7,8,Offense
2015-16,FIU,0,7,8,9,9,Defensive
2016-17,FIU,12,8,6,6,17,Offense
2016-17,FIU,0,6,17,8,6,Defensive
2017-18,FIU,12,10,7,10,8,Offense
2017-18,FIU,0,10,8,10,7,Defensive
2013-14,FIU,12,7,7,10,10,Offense
2013-14,FIU,0,10,10,7,7,Defensive
2014-15,FIU,12,19,14,12,10,Offense
2014-15,FIU,0,12,10,19,14,Defensive
2015-16,FIU,12,9,9,7,8,Offense
2015-16,FIU,0,7,8,9,9,Defensive
2016-17,FIU,12,8,6,6,17,Offense
2016-17,FIU,0,6,17,8,6,Defensive
2017-18,FIU,12,10,7,10,8,Offense
2017-18,FIU,0,10,8,10,7,Defensive
2013-14,Eastern Mich.,12,4,7,9,14,Offense
2013-14,Eastern Mich.,0,9,14,4,7,Defensive
2014-15,Eastern Mich.,12,6,6,19,11,Offense
2014-15,Eastern Mich.,0,19,11,6,6,Defensive
2015-16,Eastern Mich.,12,8,4,11,14,Offense
2015-16,Eastern Mich.,0,11,14,8,4,Defensive
2016-17,Eastern Mich.,13,13,11,6,17,Offense
2016-17,Eastern Mich.,0,6,17,13,11,Defensive
2017-18,Eastern Mich.,12,10,8,7,15,Offense
2017-18,Eastern Mich.,0,7,15,10,8,Defensive
2013-14,Eastern Mich.,12,4,7,9,14,Offense
2013-14,Eastern Mich.,0,9,14,4,7,Defensive
2014-15,Eastern Mich.,12,6,6,19,11,Offense
2014-15,Eastern Mich.,0,19,11,6,6,Defensive
2015-16,Eastern Mich.,12,8,4,11,14,Offense
2015-16,Eastern Mich.,0,11,14,8,4,Defensive
2016-17,Eastern Mich.,13,13,11,6,17,Offense
2016-17,Eastern Mich.,0,6,17,13,11,Defensive
2017-18,Eastern Mich.,12,10,8,7,15,Offense
2017-18,Eastern Mich.,0,7,15,10,8,Defensive
2013-14,Eastern Mich.,12,4,7,9,14,Offense
2013-14,Eastern Mich.,0,9,14,4,7,Defensive
2014-15,Eastern Mich.,12,6,6,19,11,Offense
2014-15,Eastern Mich.,0,19,11,6,6,Defensive
2015-16,Eastern Mich.,12,8,4,11,14,Offense
2015-16,Eastern Mich.,0,11,14,8,4,Defensive
2016-17,Eastern Mich.,13,13,11,6,17,Offense
2016-17,Eastern Mich.,0,6,17,13,11,Defensive
2017-18,Eastern Mich.,12,10,8,7,15,Offense
2017-18,Eastern Mich.,0,7,15,10,8,Defensive
2013-14,Eastern Mich.,12,4,7,9,14,Offense
2013-14,Eastern Mich.,0,9,14,4,7,Defensive
2014-15,Eastern Mich.,12,6,6,19,11,Offense
2014-15,Eastern Mich.,0,19,11,6,6,Defensive
2015-16,Eastern Mich.,12,8,4,11,14,Offense
2015-16,Eastern Mich.,0,11,14,8,4,Defensive
2016-17,Eastern Mich.,13,13,11,6,17,Offense
2016-17,Eastern Mich.,0,6,17,13,11,Defensive
2017-18,Eastern Mich.,12,10,8,7,15,Offense
2017-18,Eastern Mich.,0,7,15,10,8,Defensive
2013-14,East Carolina,13,6,18,6,10,Offense
2013-14,East Carolina,0,6,10,6,18,Defensive
2014-15,East Carolina,13,5,14,12,11,Offense
2014-15,East Carolina,0,12,11,5,14,Defensive
2015-16,East Carolina,12,8,8,7,12,Offense
2015-16,East Carolina,0,7,12,8,8,Defensive
2016-17,East Carolina,12,3,5,12,12,Offense
2016-17,East Carolina,0,12,12,3,5,Defensive
2017-18,East Carolina,12,4,7,5,16,Offense
2017-18,East Carolina,0,5,16,4,7,Defensive
2013-14,East Carolina,13,6,18,6,10,Offense
2013-14,East Carolina,0,6,10,6,18,Defensive
2014-15,East Carolina,13,5,14,12,11,Offense
2014-15,East Carolina,0,12,11,5,14,Defensive
2015-16,East Carolina,12,8,8,7,12,Offense
2015-16,East Carolina,0,7,12,8,8,Defensive
2016-17,East Carolina,12,3,5,12,12,Offense
2016-17,East Carolina,0,12,12,3,5,Defensive
2017-18,East Carolina,12,4,7,5,16,Offense
2017-18,East Carolina,0,5,16,4,7,Defensive
2013-14,East Carolina,13,6,18,6,10,Offense
2013-14,East Carolina,0,6,10,6,18,Defensive
2014-15,East Carolina,13,5,14,12,11,Offense
2014-15,East Carolina,0,12,11,5,14,Defensive
2015-16,East Carolina,12,8,8,7,12,Offense
2015-16,East Carolina,0,7,12,8,8,Defensive
2016-17,East Carolina,12,3,5,12,12,Offense
2016-17,East Carolina,0,12,12,3,5,Defensive
2017-18,East Carolina,12,4,7,5,16,Offense
2017-18,East Carolina,0,5,16,4,7,Defensive
2013-14,Duke,14,8,18,6,19,Offense
2013-14,Duke,0,6,19,8,18,Defensive
2014-15,Duke,13,10,11,7,8,Offense
2014-15,Duke,0,7,8,10,11,Defensive
2015-16,Duke,13,9,11,11,10,Offense
2015-16,Duke,0,11,10,9,11,Defensive
2016-17,Duke,12,9,10,14,9,Offense
2016-17,Duke,0,14,9,9,10,Defensive
2017-18,Duke,12,4,15,6,12,Offense
2017-18,Duke,0,6,12,4,15,Defensive
2013-14,Duke,14,8,18,6,19,Offense
2013-14,Duke,0,6,19,8,18,Defensive
2014-15,Duke,13,10,11,7,8,Offense
2014-15,Duke,0,7,8,10,11,Defensive
2015-16,Duke,13,9,11,11,10,Offense
2015-16,Duke,0,11,10,9,11,Defensive
2016-17,Duke,12,9,10,14,9,Offense
2016-17,Duke,0,14,9,9,10,Defensive
2017-18,Duke,12,4,15,6,12,Offense
2017-18,Duke,0,6,12,4,15,Defensive
2013-14,Duke,14,8,18,6,19,Offense
2013-14,Duke,0,6,19,8,18,Defensive
2014-15,Duke,13,10,11,7,8,Offense
2014-15,Duke,0,7,8,10,11,Defensive
2015-16,Duke,13,9,11,11,10,Offense
2015-16,Duke,0,11,10,9,11,Defensive
2016-17,Duke,12,9,10,14,9,Offense
2016-17,Duke,0,14,9,9,10,Defensive
2017-18,Duke,12,4,15,6,12,Offense
2017-18,Duke,0,6,12,4,15,Defensive
2013-14,Duke,14,8,18,6,19,Offense
2013-14,Duke,0,6,19,8,18,Defensive
2014-15,Duke,13,10,11,7,8,Offense
2014-15,Duke,0,7,8,10,11,Defensive
2015-16,Duke,13,9,11,11,10,Offense
2015-16,Duke,0,11,10,9,11,Defensive
2016-17,Duke,12,9,10,14,9,Offense
2016-17,Duke,0,14,9,9,10,Defensive
2017-18,Duke,12,4,15,6,12,Offense
2017-18,Duke,0,6,12,4,15,Defensive
2013-14,Colorado St.,14,12,10,9,11,Offense
2013-14,Colorado St.,0,9,11,12,10,Defensive
2014-15,Colorado St.,13,6,13,10,7,Offense
2014-15,Colorado St.,0,10,7,6,13,Defensive
2015-16,Colorado St.,13,7,8,12,15,Offense
2015-16,Colorado St.,0,12,15,7,8,Defensive
2016-17,Colorado St.,13,6,8,8,7,Offense
2016-17,Colorado St.,0,8,7,6,8,Defensive
2017-18,Colorado St.,12,6,10,6,10,Offense
2017-18,Colorado St.,0,6,10,6,10,Defensive
2013-14,Colorado St.,14,12,10,9,11,Offense
2013-14,Colorado St.,0,9,11,12,10,Defensive
2014-15,Colorado St.,13,6,13,10,7,Offense
2014-15,Colorado St.,0,10,7,6,13,Defensive
2015-16,Colorado St.,13,7,8,12,15,Offense
2015-16,Colorado St.,0,12,15,7,8,Defensive
2016-17,Colorado St.,13,6,8,8,7,Offense
2016-17,Colorado St.,0,8,7,6,8,Defensive
2017-18,Colorado St.,12,6,10,6,10,Offense
2017-18,Colorado St.,0,6,10,6,10,Defensive
2013-14,Colorado St.,14,12,10,9,11,Offense
2013-14,Colorado St.,0,9,11,12,10,Defensive
2014-15,Colorado St.,13,6,13,10,7,Offense
2014-15,Colorado St.,0,10,7,6,13,Defensive
2015-16,Colorado St.,13,7,8,12,15,Offense
2015-16,Colorado St.,0,12,15,7,8,Defensive
2016-17,Colorado St.,13,6,8,8,7,Offense
2016-17,Colorado St.,0,8,7,6,8,Defensive
2017-18,Colorado St.,12,6,10,6,10,Offense
2017-18,Colorado St.,0,6,10,6,10,Defensive
2013-14,Colorado St.,14,12,10,9,11,Offense
2013-14,Colorado St.,0,9,11,12,10,Defensive
2014-15,Colorado St.,13,6,13,10,7,Offense
2014-15,Colorado St.,0,10,7,6,13,Defensive
2015-16,Colorado St.,13,7,8,12,15,Offense
2015-16,Colorado St.,0,12,15,7,8,Defensive
2016-17,Colorado St.,13,6,8,8,7,Offense
2016-17,Colorado St.,0,8,7,6,8,Defensive
2017-18,Colorado St.,12,6,10,6,10,Offense
2017-18,Colorado St.,0,6,10,6,10,Defensive
2013-14,Fresno St.,13,9,14,11,10,Offense
2013-14,Fresno St.,0,10,10,9,14,Defensive
2014-15,Fresno St.,14,11,9,6,21,Offense
2014-15,Fresno St.,0,6,21,11,9,Defensive
2015-16,Fresno St.,12,11,9,7,16,Offense
2015-16,Fresno St.,0,7,16,11,9,Defensive
2016-17,Fresno St.,12,4,5,5,13,Offense
2016-17,Fresno St.,0,5,13,4,5,Defensive
2017-18,Fresno St.,13,11,8,5,6,Offense
2017-18,Fresno St.,0,5,6,11,8,Defensive
2013-14,Fresno St.,13,9,14,11,10,Offense
2013-14,Fresno St.,0,10,10,9,14,Defensive
2014-15,Fresno St.,14,11,9,6,21,Offense
2014-15,Fresno St.,0,6,21,11,9,Defensive
2015-16,Fresno St.,12,11,9,7,16,Offense
2015-16,Fresno St.,0,7,16,11,9,Defensive
2016-17,Fresno St.,12,4,5,5,13,Offense
2016-17,Fresno St.,0,5,13,4,5,Defensive
2017-18,Fresno St.,13,11,8,5,6,Offense
2017-18,Fresno St.,0,5,6,11,8,Defensive
2013-14,Fresno St.,13,9,14,11,10,Offense
2013-14,Fresno St.,0,10,10,9,14,Defensive
2014-15,Fresno St.,14,11,9,6,21,Offense
2014-15,Fresno St.,0,6,21,11,9,Defensive
2015-16,Fresno St.,12,11,9,7,16,Offense
2015-16,Fresno St.,0,7,16,11,9,Defensive
2016-17,Fresno St.,12,4,5,5,13,Offense
2016-17,Fresno St.,0,5,13,4,5,Defensive
2017-18,Fresno St.,13,11,8,5,6,Offense
2017-18,Fresno St.,0,5,6,11,8,Defensive
2013-14,Fresno St.,13,9,14,11,10,Offense
2013-14,Fresno St.,0,10,10,9,14,Defensive
2014-15,Fresno St.,14,11,9,6,21,Offense
2014-15,Fresno St.,0,6,21,11,9,Defensive
2015-16,Fresno St.,12,11,9,7,16,Offense
2015-16,Fresno St.,0,7,16,11,9,Defensive
2016-17,Fresno St.,12,4,5,5,13,Offense
2016-17,Fresno St.,0,5,13,4,5,Defensive
2017-18,Fresno St.,13,11,8,5,6,Offense
2017-18,Fresno St.,0,5,6,11,8,Defensive
2013-14,Florida St.,14,9,26,5,13,Offense
2013-14,Florida St.,0,5,13,9,26,Defensive
2014-15,Florida St.,14,12,14,12,20,Offense
2014-15,Florida St.,0,12,20,12,14,Defensive
2015-16,Florida St.,13,7,8,6,9,Offense
2015-16,Florida St.,0,6,9,7,8,Defensive
2016-17,Florida St.,13,8,15,12,8,Offense
2016-17,Florida St.,0,12,8,8,15,Defensive
2017-18,Florida St.,12,5,9,8,13,Offense
2017-18,Florida St.,0,8,13,5,9,Defensive
2013-14,Florida St.,14,9,26,5,13,Offense
2013-14,Florida St.,0,5,13,9,26,Defensive
2014-15,Florida St.,14,12,14,12,20,Offense
2014-15,Florida St.,0,12,20,12,14,Defensive
2015-16,Florida St.,13,7,8,6,9,Offense
2015-16,Florida St.,0,6,9,7,8,Defensive
2016-17,Florida St.,13,8,15,12,8,Offense
2016-17,Florida St.,0,12,8,8,15,Defensive
2017-18,Florida St.,12,5,9,8,13,Offense
2017-18,Florida St.,0,8,13,5,9,Defensive
2013-14,Florida St.,14,9,26,5,13,Offense
2013-14,Florida St.,0,5,13,9,26,Defensive
2014-15,Florida St.,14,12,14,12,20,Offense
2014-15,Florida St.,0,12,20,12,14,Defensive
2015-16,Florida St.,13,7,8,6,9,Offense
2015-16,Florida St.,0,6,9,7,8,Defensive
2016-17,Florida St.,13,8,15,12,8,Offense
2016-17,Florida St.,0,12,8,8,15,Defensive
2017-18,Florida St.,12,5,9,8,13,Offense
2017-18,Florida St.,0,8,13,5,9,Defensive
2013-14,Florida St.,14,9,26,5,13,Offense
2013-14,Florida St.,0,5,13,9,26,Defensive
2014-15,Florida St.,14,12,14,12,20,Offense
2014-15,Florida St.,0,12,20,12,14,Defensive
2015-16,Florida St.,13,7,8,6,9,Offense
2015-16,Florida St.,0,6,9,7,8,Defensive
